,date,eth_p
1900,2021-03-16,1793.23
1901,2021-03-17,1805.14
1902,2021-03-18,1823.76
1903,2021-03-19,1776.57
1904,2021-03-20,1810.38
1905,2021-03-21,1805.0
1906,2021-03-22,1784.29
1907,2021-03-23,1681.63
1908,2021-03-24,1668.4
1909,2021-03-25,1582.0
1910,2021-03-26,1586.77
1911,2021-03-27,1699.89
1912,2021-03-28,1713.31
1913,2021-03-29,1685.98
1914,2021-03-30,1816.31
1915,2021-03-31,1841.69
1916,2021-04-01,1918.89
1917,2021-04-02,1968.04
1918,2021-04-03,2134.29
1919,2021-04-04,2010.78
1920,2021-04-05,2076.53
1921,2021-04-06,2107.51
1922,2021-04-07,2112.59
1923,2021-04-08,1961.94
1924,2021-04-09,2081.15
1925,2021-04-10,2066.36
1926,2021-04-11,2134.14
1927,2021-04-12,2148.99
1928,2021-04-13,2137.61
1929,2021-04-14,2299.66
1930,2021-04-15,2432.04
1931,2021-04-16,2517.58
1932,2021-04-17,2426.14
1933,2021-04-18,2318.27
1934,2021-04-19,2242.17
1935,2021-04-20,2162.94
1936,2021-04-21,2332.15
1937,2021-04-22,2358.01
1938,2021-04-23,2401.22
1939,2021-04-24,2369.08
1940,2021-04-25,2217.04
1941,2021-04-26,2321.78
1942,2021-04-27,2536.12
1943,2021-04-28,2669.15
1944,2021-04-29,2749.19
1945,2021-04-30,2758.17
1946,2021-05-01,2776.47
1947,2021-05-02,2947.07
1948,2021-05-03,2951.66
1949,2021-05-04,3431.59
1950,2021-05-05,3242.02
1951,2021-05-06,3527.69
1952,2021-05-07,3490.92
1953,2021-05-08,3482.94
1954,2021-05-09,3914.12
1955,2021-05-10,3927.0
1956,2021-05-11,3950.3
1957,2021-05-12,4176.0
1958,2021-05-13,3858.37
1959,2021-05-14,3717.06
1960,2021-05-15,4081.01
1961,2021-05-16,3647.75
1962,2021-05-17,3586.04
1963,2021-05-18,3285.06
1964,2021-05-19,3377.58
1965,2021-05-20,2443.62
1966,2021-05-21,2770.82
1967,2021-05-22,2433.68
1968,2021-05-23,2297.09
1969,2021-05-24,2097.48
1970,2021-05-25,2649.28
1971,2021-05-26,2709.86
1972,2021-05-27,2889.61
1973,2021-05-28,2742.84
1974,2021-05-29,2408.96
1975,2021-05-30,2278.45
1976,2021-05-31,2387.52
1977,2021-06-01,2705.69
1978,2021-06-02,2634.34
1979,2021-06-03,2705.05
1980,2021-06-04,2854.24
1981,2021-06-05,2692.49
1982,2021-06-06,2627.81
1983,2021-06-07,2712.03
1984,2021-06-08,2593.69
1985,2021-06-09,2509.56
1986,2021-06-10,2608.1
1987,2021-06-11,2470.57
1988,2021-06-12,2356.79
1989,2021-06-13,2367.75
1990,2021-06-14,2509.91
1991,2021-06-15,2582.57
1992,2021-06-16,2543.03
1993,2021-06-17,2367.47
1994,2021-06-18,2371.99
1995,2021-06-19,2232.9
1996,2021-06-20,2166.27
1997,2021-06-21,2243.1
1998,2021-06-22,1886.83
1999,2021-06-23,1879.95
2000,2021-06-24,1967.62
2001,2021-06-25,1988.19
2002,2021-06-26,1810.18
2003,2021-06-27,1830.01
2004,2021-06-28,1983.32
2005,2021-06-29,2083.45
2006,2021-06-30,2166.12
2007,2021-07-01,2276.66
2008,2021-07-02,2109.25
2009,2021-07-03,2154.67
2010,2021-07-04,2227.0
2011,2021-07-05,2323.6
2012,2021-07-06,2196.96
2013,2021-07-07,2322.37
2014,2021-07-08,2318.11
2015,2021-07-09,2114.87
2016,2021-07-10,2146.91
2017,2021-07-11,2111.03
2018,2021-07-12,2140.08
2019,2021-07-13,2033.39
2020,2021-07-14,1939.07
2021,2021-07-15,1993.71
2022,2021-07-16,1917.46
2023,2021-07-17,1875.39
2024,2021-07-18,1898.77
2025,2021-07-19,1892.04
2026,2021-07-20,1817.31
2027,2021-07-21,1785.01
2028,2021-07-22,1995.0
2029,2021-07-23,2018.2
2030,2021-07-24,2124.03
2031,2021-07-25,2187.0
2032,2021-07-26,2192.33
2033,2021-07-27,2229.46
2034,2021-07-28,2301.73
2035,2021-07-29,2300.1
2036,2021-07-30,2381.58
2037,2021-07-31,2463.82
2038,2021-08-01,2530.53
2039,2021-08-02,2557.45
2040,2021-08-03,2609.6
2041,2021-08-04,2507.34
2042,2021-08-05,2724.91
2043,2021-08-06,2828.88
2044,2021-08-07,2892.33
2045,2021-08-08,3162.58
2046,2021-08-09,3012.95
2047,2021-08-10,3164.5
2048,2021-08-11,3141.69
2049,2021-08-12,3164.5
2050,2021-08-13,3048.8
2051,2021-08-14,3324.02
2052,2021-08-15,3266.38
2053,2021-08-16,3311.34
2054,2021-08-17,3147.34
2055,2021-08-18,3011.71
2056,2021-08-19,3014.36
2057,2021-08-20,3184.67
2058,2021-08-21,3286.67
2059,2021-08-22,3226.33
2060,2021-08-23,3240.9
2061,2021-08-24,3322.69
2062,2021-08-25,3173.55
2063,2021-08-26,3228.54
2064,2021-08-27,3092.74
2065,2021-08-28,3275.92
2066,2021-08-29,3247.71
2067,2021-08-30,3225.21
2068,2021-08-31,3229.03
2069,2021-09-01,3431.05
2070,2021-09-02,3829.08
2071,2021-09-03,3787.22
2072,2021-09-04,3938.28
2073,2021-09-05,3887.32
2074,2021-09-06,3954.01
2075,2021-09-07,3928.66
2076,2021-09-08,3432.33
2077,2021-09-09,3500.0
2078,2021-09-10,3423.99
2079,2021-09-11,3206.93
2080,2021-09-12,3265.83
2081,2021-09-13,3408.02
2082,2021-09-14,3285.01
2083,2021-09-15,3435.07
2084,2021-09-16,3614.81
2085,2021-09-17,3569.94
2086,2021-09-18,3398.2
2087,2021-09-19,3437.49
2088,2021-09-20,3328.34
2089,2021-09-21,2976.91
2090,2021-09-22,2764.81
2091,2021-09-23,3077.49
2092,2021-09-24,3154.84
2093,2021-09-25,2929.85
2094,2021-09-26,2927.52
2095,2021-09-27,3060.96
2096,2021-09-28,2927.68
2097,2021-09-29,2807.88
2098,2021-09-30,2850.86
2099,2021-10-01,3000.22
2100,2021-10-02,3309.35
2101,2021-10-03,3390.15
2102,2021-10-04,3418.85
2103,2021-10-05,3386.27
2104,2021-10-06,3517.6
2105,2021-10-07,3575.26
2106,2021-10-08,3587.98
2107,2021-10-09,3561.07
2108,2021-10-10,3574.13
2109,2021-10-11,3415.68
2110,2021-10-12,3543.07
2111,2021-10-13,3489.61
2112,2021-10-14,3605.87
2113,2021-10-15,3791.11
2114,2021-10-16,3866.99
2115,2021-10-17,3826.11
2116,2021-10-18,3845.48
2117,2021-10-19,3747.53
2118,2021-10-20,3877.75
2119,2021-10-21,4160.0
2120,2021-10-22,4055.48
2121,2021-10-23,3971.33
2122,2021-10-24,4168.93
2123,2021-10-25,4082.37
2124,2021-10-26,4219.2
2125,2021-10-27,4129.85
2126,2021-10-28,3922.39
2127,2021-10-29,4287.21
2128,2021-10-30,4416.36
2129,2021-10-31,4319.78
2130,2021-11-01,4289.99
2131,2021-11-02,4323.36
2132,2021-11-03,4588.54
2133,2021-11-04,4607.01
2134,2021-11-05,4537.51
2135,2021-11-06,4482.93
2136,2021-11-07,4522.0
2137,2021-11-08,4617.14
2138,2021-11-09,4811.61
2139,2021-11-10,4732.07
2140,2021-11-11,4634.94
2141,2021-11-12,4722.92
2142,2021-11-13,4669.33
2143,2021-11-14,4650.47
2144,2021-11-15,4627.21
2145,2021-11-16,4564.19
2146,2021-11-17,4211.75
2147,2021-11-18,4292.75
2148,2021-11-19,3998.42
2149,2021-11-20,4297.67
2150,2021-11-21,4414.54
2151,2021-11-22,4263.51
2152,2021-11-23,4088.39
2153,2021-11-24,4341.69
2154,2021-11-25,4271.01
2155,2021-11-26,4525.47
2156,2021-11-27,4043.06
2157,2021-11-28,4099.95
2158,2021-11-29,4298.81
2159,2021-11-30,4448.0
2160,2021-12-01,4630.31
2161,2021-12-02,4588.4
2162,2021-12-03,4514.99
2163,2021-12-04,4223.49
2164,2021-12-05,4124.3
2165,2021-12-06,4200.98
2166,2021-12-07,4354.92
2167,2021-12-08,4308.35
2168,2021-12-09,4439.83
2169,2021-12-10,4106.45
2170,2021-12-11,3901.9
2171,2021-12-12,4088.8
2172,2021-12-13,4133.54
2173,2021-12-14,3783.38
2174,2021-12-15,3861.96
2175,2021-12-16,4019.8
2176,2021-12-17,3959.04
2177,2021-12-18,3877.5
2178,2021-12-19,3961.35
2179,2021-12-20,3924.37
2180,2021-12-21,3941.82
2181,2021-12-22,4018.2
2182,2021-12-23,3980.44
2183,2021-12-24,4111.86
2184,2021-12-25,4050.88
2185,2021-12-26,4098.0
2186,2021-12-27,4064.33
2187,2021-12-28,4038.76
2188,2021-12-29,3792.09
2189,2021-12-30,3628.29
2190,2021-12-31,3710.0
