date,btc_p,ltc_p,eth_p,xrp_p,doge_p,usd_gbp,usd_gbp_ %,usd_eur,usd_eur_%,usd_yuan,usd_yuan_%,usd_yen,usd_yen_ %,wti_oil_pprice,brent_oil_p,gold_p,silver_p,steel_price,LIBOR,eonia,fed_rate
01/07/2020,9133.9,41.25,225.68,0.21391725,0.002432763,0.8014,-0.61%,0.8886,-0.17%,7.0703,0.07%,107.46,-0.43%,39.88,42.18,1787.4,18.218,1.795,1.52788,-0.455,1.55
02/07/2020,9234.5,41.77,231.11,0.279284194,0.002768733,0.802,0.07%,0.8897,0.12%,7.066,-0.06%,107.48,0.02%,40.57,43.19,1771.85,18.322,1.8316,1.57738,-0.452,1.58
07/07/2020,9348.2,44.12,241.84,0.184787359,0.003089512,0.7972,-0.40%,0.887,0.32%,7.0127,-0.05%,107.51,0.15%,40.59,43.28,1775.5,18.699,1.8316,0.083,-0.465,0.09
08/07/2020,9256.8,43.31,239.34,0.29466375,0.003532791,0.7928,-0.55%,0.8825,-0.51%,7.0041,-0.12%,107.25,-0.24%,40.91,43.67,1799.35,19.161,1.914,0.08513,-0.468,0.1
10/07/2020,9240.2,44.33,241.89,0.24853854,0.00259518,0.7921,-0.14%,0.8848,-0.15%,6.999,0.10%,106.89,-0.28%,40.56,43.27,1805.75,19.053,1.914,0.08175,-0.47,0.09
13/07/2020,9300.0,44.7,243.0,0.198575132,0.003177542,0.7962,0.52%,0.8814,-0.38%,6.9959,-0.04%,107.26,0.35%,40.06,42.85,1814.1,19.788,1.9507,0.082,-0.467,0.09
14/07/2020,9236.2,43.98,239.42,0.198809204,0.003294369,0.7965,0.04%,0.8772,-0.48%,7.006,0.14%,107.23,-0.03%,40.3,42.97,1813.4,19.53,2.0423,0.0775,-0.466,0.09
15/07/2020,9252.2,43.92,240.35,0.197110851,0.003085182,0.7947,-0.23%,0.8762,-0.11%,6.9885,-0.25%,106.92,-0.29%,41.2,43.96,1813.8,19.761,2.0056,0.08425,-0.466,0.1
16/07/2020,9195.0,43.32,238.37,0.194047669,0.00299487,0.7967,0.25%,0.8783,0.24%,6.9881,-0.01%,107.26,0.32%,40.74,43.71,1800.3,19.573,1.969,0.08675,-0.456,0.1
17/07/2020,9130.9,42.06,233.73,0.19428096,0.003060711,0.7955,-0.15%,0.8749,-0.39%,6.9912,0.04%,106.99,-0.25%,40.55,43.53,1810.0,19.764,1.9873,0.08563,-0.466,0.09
20/07/2020,9213.7,42.66,239.25,0.195065155,0.003239293,0.7896,-0.74%,0.8735,-0.16%,6.9829,-0.12%,107.24,0.23%,40.83,43.3,1817.4,20.192,1.9873,0.0855,-0.466,0.1
21/07/2020,9163.0,42.01,236.19,0.198988467,0.003304616,0.7854,-0.53%,0.8674,-0.70%,6.98,-0.04%,106.76,-0.45%,41.76,44.31,1843.9,21.557,2.0056,0.08525,-0.464,0.1
22/07/2020,9393.8,43.8,246.01,0.203342161,0.003285216,0.7852,-0.03%,0.8642,-0.37%,6.9988,0.27%,107.14,0.36%,41.88,43.98,1865.1,23.144,2.0789,0.08588,-0.465,0.09
23/07/2020,9529.9,45.06,264.53,0.207577826,0.003294708,0.7847,-0.06%,0.8622,-0.23%,7.0034,0.07%,106.85,-0.27%,40.99,42.96,1890.0,22.988,2.0148,0.08563,-0.465,0.09
24/07/2020,9612.0,45.07,275.59,0.204048567,0.00321959,0.7816,-0.40%,0.8578,-0.51%,7.014,0.15%,106.12,-0.68%,41.23,43.29,1897.5,22.85,2.0056,0.08488,-0.466,0.09
27/07/2020,9939.6,48.13,311.52,0.223671602,0.003153323,0.7762,-0.69%,0.8509,-0.80%,6.995,-0.27%,105.37,-0.71%,41.46,43.39,1931.0,24.501,2.1338,0.08513,-0.467,0.1
28/07/2020,11046.1,53.32,322.44,0.230276596,0.003197395,0.7732,-0.39%,0.8534,0.29%,6.9998,0.07%,105.08,-0.28%,40.89,43.11,1946.24,24.3,2.1522,0.08475,-0.466,0.1
29/07/2020,10934.0,55.85,317.43,0.243099138,0.003192399,0.7694,-0.49%,0.8479,-0.64%,7.0014,0.02%,104.91,-0.16%,41.13,43.51,1958.16,24.321,2.2712,0.08413,-0.468,0.1
30/07/2020,11108.2,55.26,318.18,0.24452249,0.003231117,0.7635,-0.77%,0.844,-0.46%,7.008,0.09%,104.72,-0.18%,39.85,42.98,1950.04,23.362,2.2437,0.085,-0.467,0.1
31/07/2020,11114.8,56.61,335.25,0.258903788,0.003225361,0.7641,0.08%,0.8488,0.57%,6.9744,-0.48%,105.88,1.11%,40.1,43.13,1971.68,24.216,2.1155,0.08725,-0.465,0.1
04/08/2020,11237.3,58.54,386.21,0.200868976,0.0020118,0.765,0.04%,0.8471,-0.34%,6.972,-0.11%,105.7,-0.23%,41.67,43.99,2008.5,26.028,2.1705,0.07188,-0.45,0.05
06/08/2020,11746.0,58.89,401.25,0.20377116,0.002584205,0.7603,-0.28%,0.8419,-0.11%,6.952,0.24%,105.54,-0.03%,41.93,45.04,2058.4,28.4,2.2071,0.06075,-0.462,0.07
07/08/2020,11771.5,59.08,395.17,0.20469235,0.004749833,0.766,0.75%,0.8482,0.75%,6.967,0.22%,105.91,0.35%,41.16,44.07,2018.0,27.54,2.1705,0.08288,-0.464,0.09
10/08/2020,11687.5,57.01,390.33,0.25145445,0.00259556,0.7649,-0.14%,0.8518,0.42%,6.9611,-0.08%,105.95,0.04%,41.94,44.19,2030.3,29.261,2.2895,0.08263,-0.468,0.09
12/08/2020,11391.7,54.11,378.97,0.55883618,0.00317934,0.7671,0.10%,0.8485,-0.38%,6.9363,-0.07%,106.89,0.39%,42.6,45.09,1940.5,25.979,2.2712,0.0825,-0.474,0.09
13/08/2020,11576.6,54.5,387.15,0.297807281,0.003516517,0.7654,-0.22%,0.8463,-0.26%,6.944,0.11%,106.92,0.03%,42.26,44.87,1961.9,27.718,2.2987,0.08488,-0.467,0.1
14/08/2020,11794.6,57.25,424.87,0.300371199,0.003560813,0.7641,-0.17%,0.8443,-0.24%,6.9501,0.09%,106.59,-0.31%,42.05,44.86,1942.3,26.089,2.2895,0.0855,-0.464,0.1
17/08/2020,11916.8,63.93,433.67,0.314766588,0.00359109,0.7631,-0.13%,0.8424,-0.23%,6.9318,-0.26%,105.99,-0.56%,42.89,44.91,1989.9,27.667,2.2895,0.08475,-0.468,0.1
18/08/2020,12301.7,67.35,431.35,0.303307162,0.003514,0.7552,-1.04%,0.8381,-0.51%,6.9215,-0.15%,105.42,-0.54%,42.89,45.34,2004.8,28.075,2.4544,0.08363,-0.469,0.09
19/08/2020,11957.0,65.47,422.62,0.290245661,0.003423925,0.7632,1.06%,0.8447,0.79%,6.9192,-0.03%,106.1,0.65%,42.91,45.21,1963.5,27.34,2.4544,0.08463,-0.468,0.09
20/08/2020,11757.4,62.09,407.57,0.29257301,0.003459208,0.7567,-0.85%,0.843,-0.20%,6.9143,-0.07%,105.79,-0.29%,42.62,44.56,1938.3,27.147,2.3903,0.083,-0.468,0.09
21/08/2020,11864.6,62.86,416.2,0.28068239,0.003393093,0.7638,0.94%,0.8475,0.53%,6.9179,0.05%,105.78,-0.01%,42.32,43.94,1938.3,26.732,2.3262,0.08175,-0.469,0.09
24/08/2020,11652.6,60.59,390.64,0.289214989,0.003417941,0.7654,0.21%,0.8482,0.08%,6.918,0.00%,105.97,0.18%,42.44,44.43,1931.5,26.607,2.3536,0.08175,-0.467,0.09
25/08/2020,11764.8,62.1,407.92,0.277926681,0.0033046,0.7602,-0.68%,0.8449,-0.39%,6.9116,-0.09%,106.36,0.37%,43.17,46.01,1915.6,26.273,2.4269,0.08138,-0.468,0.09
26/08/2020,11330.0,58.33,383.01,0.277490817,0.003303347,0.7569,-0.43%,0.8452,0.04%,6.8855,-0.38%,105.98,-0.36%,43.21,45.79,1944.1,27.48,2.3536,0.08175,-0.469,0.09
27/08/2020,11469.5,58.1,385.71,0.264510897,0.003202705,0.7573,0.05%,0.8458,0.07%,6.8925,0.10%,106.55,0.54%,42.88,44.84,1925.0,27.0942,2.4269,0.082,-0.467,0.08
28/08/2020,11327.9,56.15,383.16,0.27204601,0.003268459,0.7488,-1.12%,0.8398,-0.71%,6.8647,-0.40%,105.34,-1.14%,42.96,45.22,1966.8,27.718,2.5185,0.08088,-0.467,0.09
01/09/2020,11656.9,60.97,433.98,0.204898944,0.002256095,0.747,-0.09%,0.8393,0.19%,6.8272,-0.30%,105.95,0.06%,42.76,45.72,1970.8,28.645,2.6009,1.527,-0.454,1.55
03/09/2020,11396.9,58.1,439.81,0.209180928,0.002214386,0.7528,0.51%,0.8437,0.04%,6.8435,0.09%,106.17,-0.01%,41.39,42.72,1930.2,26.875,2.6009,1.08113,-0.454,1.09
04/09/2020,10180.1,47.5,382.43,0.198256807,0.002021473,0.7528,0.00%,0.8445,0.09%,6.8409,-0.04%,106.23,0.06%,39.69,41.1,1926.2,26.712,2.5643,0.06775,-0.451,0.05
09/09/2020,10123.3,47.48,337.25,0.239609309,0.002779059,0.769,-0.16%,0.8472,-0.21%,6.8308,-0.19%,106.17,0.15%,38.05,39.98,1946.8,27.083,2.6742,0.08213,-0.469,0.09
10/09/2020,10229.7,47.86,351.29,0.25349053,0.00265253,0.7808,1.53%,0.8462,-0.12%,6.8335,0.04%,106.13,-0.04%,37.25,39.27,1956.0,27.291,2.6009,0.08175,-0.468,0.09
11/09/2020,10350.1,48.7,368.23,0.25074766,0.00266953,0.7814,0.08%,0.844,-0.26%,6.833,-0.01%,106.14,0.01%,37.33,38.8,1939.5,26.857,2.7383,0.08113,-0.473,0.09
14/09/2020,10328.2,48.17,366.41,0.246326732,0.002802618,0.7783,-0.40%,0.8425,-0.18%,6.808,-0.37%,105.72,-0.40%,37.23,38.57,1954.7,27.355,2.8207,0.08388,-0.47,0.09
15/09/2020,10674.9,49.09,377.14,0.243849534,0.002831752,0.7758,-0.32%,0.844,0.18%,6.7801,-0.41%,105.43,-0.27%,38.29,39.54,1958.0,27.464,2.894,0.08325,-0.466,0.09
16/09/2020,10785.2,48.31,364.09,0.247846851,0.002825804,0.7711,-0.61%,0.8462,0.26%,6.7529,-0.40%,104.94,-0.46%,40.17,41.23,1962.0,27.476,2.839,0.0825,-0.471,0.09
17/09/2020,10951.1,47.73,364.99,0.252193534,0.002813512,0.7707,-0.05%,0.8439,-0.27%,6.7628,0.15%,104.73,-0.20%,40.99,42.35,1941.3,27.1,2.9397,0.08225,-0.468,0.09
18/09/2020,10944.8,48.89,389.39,0.250706972,0.002804181,0.7741,0.44%,0.8445,0.07%,6.7675,0.07%,104.55,-0.17%,41.09,42.16,1953.2,27.129,2.7932,0.08313,-0.467,0.09
21/09/2020,10918.5,47.08,371.0,0.232137581,0.002630322,0.7802,0.79%,0.8494,0.58%,6.8043,0.54%,104.64,0.09%,39.26,40.37,1902.1,24.387,2.7291,0.0825,-0.467,0.09
22/09/2020,10415.0,43.15,339.87,0.233416984,0.002656021,0.7852,0.64%,0.854,0.54%,6.7779,-0.39%,104.91,0.26%,39.55,40.84,1899.3,24.523,2.8207,0.08263,-0.467,0.09
23/09/2020,10532.5,44.49,344.18,0.22122139,0.00256045,0.7858,0.08%,0.8574,0.40%,6.8089,0.46%,105.37,0.44%,39.92,41.09,1860.5,23.105,2.6467,0.08038,-0.466,0.09
24/09/2020,10230.7,42.89,320.12,0.23290488,0.00262828,0.7841,-0.22%,0.8565,-0.10%,6.8273,0.27%,105.4,0.03%,40.11,41.24,1868.9,23.196,2.6558,0.08075,-0.468,0.09
25/09/2020,10740.2,44.96,349.22,0.24192164,0.00269849,0.7843,0.03%,0.8595,0.35%,6.822,-0.08%,105.6,0.19%,40.06,40.91,1859.5,23.093,2.6284,0.08013,-0.469,0.09
28/09/2020,10776.1,46.1,357.3,0.24186223,0.00265201,0.779,-0.68%,0.857,-0.29%,6.8106,-0.17%,105.49,-0.10%,40.47,41.59,1876.6,23.604,2.5643,0.08163,-0.47,0.09
29/09/2020,10694.1,45.21,353.85,0.24317734,0.00268541,0.7773,-0.22%,0.8514,-0.65%,6.815,0.06%,105.64,0.14%,39.03,40.33,1899.64,24.445,2.4727,0.08175,-0.471,0.09
30/09/2020,10842.2,45.66,359.94,0.24178404,0.00263015,0.7738,-0.45%,0.8531,0.20%,6.7896,-0.37%,105.45,-0.18%,40.05,40.3,1893.9,23.494,2.6925,0.078,-0.485,0.09
01/10/2020,10774.9,46.24,359.69,0.212305883,0.002355722,0.7756,0.23%,0.851,-0.25%,6.7898,0.00%,105.5,0.05%,38.51,39.75,1916.3,24.254,2.665,1.53313,-0.453,1.54
02/10/2020,10616.1,46.25,353.0,0.274080487,0.002986307,0.7727,-0.37%,0.8534,0.28%,6.7898,0.00%,105.33,-0.16%,36.9,38.0,1907.6,24.029,2.72,1.57463,-0.452,1.58
06/10/2020,10799.0,46.37,353.77,0.202938178,0.002584192,0.7763,0.78%,0.8521,0.42%,6.7908,0.00%,105.62,-0.09%,40.52,41.27,1908.8,23.921,2.894,0.06325,-0.463,0.08
07/10/2020,10605.4,46.01,340.79,0.198652287,0.003514874,0.7739,-0.31%,0.8501,-0.23%,6.7908,0.00%,105.96,0.32%,39.82,40.62,1890.8,23.896,2.9672,0.08138,-0.464,0.09
08/10/2020,10669.9,46.61,341.8,0.294658626,0.003499479,0.773,-0.12%,0.8503,0.02%,6.7908,0.00%,106.01,0.05%,41.04,42.0,1895.1,23.876,2.9214,0.086,-0.469,0.1
09/10/2020,10934.1,47.25,351.05,0.243529945,0.002805225,0.7663,-0.87%,0.8455,-0.56%,6.6933,-1.44%,105.59,-0.40%,40.44,41.63,1926.2,25.108,2.9489,0.08413,-0.469,0.09
12/10/2020,11376.6,50.51,374.61,0.57295396,0.0031046,0.7654,-0.12%,0.8464,0.11%,6.7451,0.77%,105.3,-0.27%,39.22,40.5,1928.9,25.271,2.894,0.08288,-0.471,0.09
13/10/2020,11535.8,50.62,387.0,0.25632299,0.0026351,0.773,0.99%,0.8512,0.57%,6.7452,0.00%,105.47,0.16%,40.03,41.34,1894.6,24.129,3.013,0.08,-0.47,0.09
14/10/2020,11428.6,49.95,381.48,0.24944771,0.00263711,0.7683,-0.61%,0.8512,0.00%,6.7136,-0.47%,105.15,-0.30%,40.86,41.81,1907.3,24.395,3.0039,0.08088,-0.471,0.09
15/10/2020,11433.1,49.82,379.08,0.2459395,0.00259265,0.7742,0.77%,0.854,0.33%,6.7233,0.14%,105.44,0.28%,40.84,41.61,1908.9,24.224,3.1779,0.08125,-0.471,0.09
16/10/2020,11501.0,49.57,377.79,0.24044322,0.00261207,0.7741,-0.01%,0.8532,-0.09%,6.6962,-0.40%,105.4,-0.04%,40.7,41.34,1906.4,24.405,3.187,0.08113,-0.468,0.09
19/10/2020,11508.9,47.59,378.45,0.24596448,0.00258976,0.7721,-0.26%,0.8498,-0.40%,6.6803,-0.24%,105.42,0.02%,40.69,41.29,1911.7,24.698,3.2145,0.08088,-0.468,0.09
20/10/2020,11757.0,48.0,379.5,0.24357286,0.00260093,0.7724,0.04%,0.8457,-0.48%,6.6754,-0.07%,105.49,0.07%,41.37,41.62,1915.4,24.98,3.3702,0.08038,-0.468,0.09
21/10/2020,11925.4,46.93,368.81,0.25161491,0.00263032,0.7603,-1.57%,0.843,-0.32%,6.6503,-0.38%,104.56,-0.88%,39.88,40.09,1929.5,25.241,3.4068,0.08063,-0.467,0.09
22/10/2020,12813.0,53.13,391.51,0.25680737,0.00265502,0.7642,0.51%,0.846,0.36%,6.6821,0.48%,104.82,0.25%,40.46,41.28,1904.6,24.709,3.4251,0.08413,-0.469,0.09
23/10/2020,12984.1,54.41,414.44,0.25487888,0.0026469,0.7666,0.31%,0.843,-0.35%,6.6843,0.03%,104.69,-0.12%,39.73,40.71,1905.2,24.675,3.4892,0.08138,-0.468,0.09
26/10/2020,13039.2,58.89,406.35,0.24868771,0.00267853,0.7678,0.16%,0.8467,0.44%,6.7119,0.41%,104.82,0.12%,38.39,39.06,1905.7,24.42,3.4434,0.08063,-0.467,0.09
27/10/2020,13080.0,56.9,393.48,0.25289944,0.00267665,0.7665,-0.17%,0.8477,0.12%,6.7044,-0.11%,104.4,-0.40%,39.34,39.72,1911.9,24.57,3.4434,0.08163,-0.469,0.09
28/10/2020,13649.6,57.95,403.65,0.24586472,0.00259499,0.7701,0.47%,0.8514,0.44%,6.7279,0.35%,104.29,-0.11%,37.27,37.86,1879.2,23.359,3.2694,0.08025,-0.47,0.09
29/10/2020,13289.5,55.88,388.63,0.24229485,0.00258066,0.7735,0.44%,0.8565,0.60%,6.714,-0.21%,104.61,0.31%,35.94,36.56,1868.0,23.36,3.3519,0.081,-0.467,0.09
30/10/2020,13463.1,54.9,387.67,0.23918382,0.00259836,0.7725,-0.13%,0.8583,0.21%,6.6919,-0.33%,104.64,0.03%,35.64,36.33,1879.9,23.646,3.2694,0.08138,-0.472,0.09
02/11/2020,13762.5,55.6,396.8,0.280140705,0.003040721,0.7739,0.18%,0.8589,0.07%,6.6899,-0.03%,104.71,0.07%,36.6,37.78,1892.5,24.033,3.3061,1.57125,-0.456,1.58
03/11/2020,13565.8,53.88,383.78,0.208095714,0.00218362,0.7656,-1.07%,0.8534,-0.64%,6.6759,-0.21%,104.46,-0.24%,37.44,38.17,1910.4,24.334,3.535,1.084,-0.458,1.09
05/11/2020,14163.3,54.75,402.68,0.194063837,0.002412809,0.7606,-1.20%,0.8454,-0.86%,6.6027,-0.68%,103.47,-0.97%,38.56,39.47,1946.8,25.191,3.4709,0.06163,-0.459,0.05
06/11/2020,15610.4,59.02,417.04,0.190180143,0.002452253,0.7599,-0.09%,0.842,-0.40%,6.608,0.08%,103.33,-0.14%,36.97,38.08,1951.7,25.662,3.5533,0.0655,-0.462,0.08
09/11/2020,15480.1,61.0,454.6,0.243291518,0.002806183,0.7596,-0.04%,0.8464,0.52%,6.628,0.30%,105.36,1.96%,40.05,40.93,1854.4,23.701,3.5259,0.083,-0.468,0.09
12/11/2020,15708.7,59.29,464.39,0.54648324,0.0030788,0.7623,0.82%,0.8469,-0.25%,6.6114,-0.28%,105.12,-0.28%,40.9,42.16,1873.3,24.306,3.242,0.08325,-0.472,0.09
13/11/2020,16307.8,60.77,462.86,0.2651905,0.00282145,0.7582,-0.54%,0.8449,-0.24%,6.6039,-0.11%,104.62,-0.48%,39.93,41.51,1886.2,24.775,3.2603,0.08325,-0.471,0.09
16/11/2020,15962.3,62.39,448.49,0.28552034,0.00288579,0.7576,-0.08%,0.8435,-0.17%,6.583,-0.32%,104.56,-0.06%,41.14,42.71,1887.8,24.802,3.3152,0.08363,-0.473,0.09
17/11/2020,16721.1,73.84,460.3,0.3024083,0.00293588,0.7548,-0.37%,0.8428,-0.08%,6.5556,-0.42%,104.17,-0.37%,41.24,42.54,1885.1,24.651,3.4068,0.08213,-0.472,0.09
18/11/2020,17684.8,76.35,482.89,0.29422167,0.00290902,0.7533,-0.20%,0.8435,0.08%,6.5588,0.05%,103.83,-0.33%,41.64,42.91,1873.9,24.448,3.3427,0.08225,-0.472,0.09
19/11/2020,17800.0,73.63,479.11,0.30376565,0.00291104,0.7539,0.08%,0.842,-0.18%,6.5789,0.31%,103.72,-0.11%,41.57,43.09,1861.5,24.048,3.4801,0.08238,-0.472,0.08
20/11/2020,17828.2,81.76,471.97,0.32806824,0.00298434,0.7527,-0.16%,0.8434,0.17%,6.5608,-0.28%,103.85,0.13%,41.99,43.79,1872.4,24.363,3.3885,0.08263,-0.472,0.08
23/11/2020,18450.2,83.0,561.48,0.6139796,0.00364797,0.7505,-0.29%,0.8445,0.13%,6.585,0.37%,104.54,0.66%,42.91,45.0,1837.8,23.633,3.59,0.082,-0.472,0.08
24/11/2020,18387.8,89.15,609.09,0.69210316,0.00420366,0.7483,-0.29%,0.8408,-0.44%,6.59,0.08%,104.43,-0.11%,44.71,46.63,1805.86,23.306,3.8464,0.08013,-0.471,0.08
25/11/2020,19173.8,89.39,605.28,0.63548327,0.00372672,0.747,-0.17%,0.8392,-0.19%,6.575,-0.23%,104.45,0.02%,45.58,47.3,1807.78,23.372,4.0021,0.08,-0.469,0.08
27/11/2020,17164.6,70.98,520.0,0.55926763,0.00327521,0.7509,0.33%,0.8358,-0.41%,6.5738,0.00%,104.1,-0.14%,45.2,46.88,1785.62,22.5746,4.1028,0.08025,-0.472,0.08
30/11/2020,18194.2,78.98,576.22,0.6643373,0.00355089,0.7505,-0.05%,0.8381,0.28%,6.576,0.03%,104.27,0.16%,45.2,46.84,1779.86,22.5532,3.9838,0.085,-0.475,0.09
02/12/2020,18782.9,85.16,586.38,0.304392552,0.003092775,0.7481,0.38%,0.8253,-0.37%,6.5622,-0.13%,104.4,0.10%,45.23,47.8,1830.2,24.039,4.2036,1.57413,-0.456,1.58
03/12/2020,19231.4,89.01,597.74,0.13963513,0.001537197,0.7437,-0.59%,0.8234,-0.23%,6.5418,-0.31%,103.83,-0.55%,45.65,48.37,1841.1,24.096,4.0845,1.08663,-0.455,1.1
08/12/2020,19178.6,83.6,591.26,0.284930451,0.00348444,0.7487,0.19%,0.8261,0.05%,6.5307,0.02%,104.15,0.09%,45.64,48.84,1874.9,24.692,4.6523,0.08538,-0.467,0.1
11/12/2020,18245.5,74.65,558.33,0.25490322,0.00277901,0.756,0.52%,0.8254,0.21%,6.5445,0.02%,104.01,-0.18%,46.59,50.01,1843.6,24.042,5.0919,0.0815,-0.463,0.09
14/12/2020,19164.1,82.21,590.35,0.49771204,0.00323079,0.7504,-0.74%,0.8233,-0.25%,6.548,0.05%,104.03,0.02%,47.02,50.27,1832.1,23.996,4.8721,0.0825,-0.473,0.09
15/12/2020,19281.1,82.43,586.27,0.46971013,0.00320577,0.7427,-1.03%,0.8227,-0.07%,6.5388,-0.14%,103.66,-0.36%,47.58,50.77,1855.3,24.589,5.037,0.082,-0.466,0.09
16/12/2020,19439.7,81.34,589.41,0.56862765,0.00341629,0.7401,-0.35%,0.8196,-0.38%,6.5323,-0.10%,103.48,-0.17%,47.86,50.83,1859.1,24.991,5.1011,0.08125,-0.472,0.09
17/12/2020,21378.1,93.16,638.28,0.57667682,0.0037298,0.7361,-0.54%,0.815,-0.56%,6.5321,0.00%,103.1,-0.37%,48.34,51.2,1890.4,26.116,5.2567,0.08538,-0.471,0.09
18/12/2020,22826.2,101.27,643.43,0.58428027,0.00385822,0.7394,0.45%,0.8157,0.09%,6.5348,0.04%,103.31,0.20%,49.04,52.17,1888.9,25.96,5.4216,0.08438,-0.473,0.09
21/12/2020,23480.7,114.73,638.28,0.5169435,0.00478746,0.7423,0.39%,0.8167,0.12%,6.5467,0.18%,103.3,-0.01%,47.79,50.61,1882.8,26.294,5.4674,0.08463,-0.472,0.09
22/12/2020,22716.1,104.53,608.01,0.44844794,0.00450782,0.7483,0.81%,0.822,0.65%,6.5426,-0.06%,103.63,0.32%,47.02,49.88,1870.3,25.455,5.33,0.08513,-0.473,0.09
23/12/2020,23828.2,114.6,637.46,0.25860161,0.00376766,0.741,-0.98%,0.8204,-0.19%,6.54,-0.04%,103.55,-0.08%,47.94,51.05,1878.1,25.841,5.3758,0.08563,-0.474,0.09
24/12/2020,23226.7,102.45,585.5,0.33781854,0.00457046,0.7378,-0.43%,0.8205,0.01%,6.53,-0.15%,103.63,0.08%,48.18,50.88,1883.2,25.823,5.3483,0.081,-0.47,0.09
29/12/2020,27029.5,129.64,729.12,0.22096201,0.00448647,0.7406,-0.36%,0.8163,-0.26%,6.53,-0.07%,103.56,-0.21%,47.85,50.44,1882.9,26.1684,5.6963,0.08738,-0.472,0.09
30/12/2020,27376.2,128.69,731.84,0.2118282,0.00463551,0.7338,-0.92%,0.8131,-0.39%,6.5208,-0.14%,103.17,-0.38%,48.24,50.74,1893.4,26.539,5.5681,0.08563,-0.47,0.09
31/12/2020,28879.9,130.02,752.5,0.21984557,0.00468225,0.7311,-0.37%,0.8185,0.66%,6.525,0.06%,103.24,0.07%,48.35,51.22,1895.1,26.396,5.4491,0.07763,-0.498,0.09
04/01/2021,33082.7,161.37,979.86,0.57929188,0.06198606,0.7367,0.74%,0.8162,-0.62%,6.4601,-1.02%,103.1,-0.10%,47.47,50.37,1946.6,27.364,5.8795,0.07475,-0.481,0.07
06/01/2021,34050.0,158.8,1103.41,1.01100086,0.37007655,0.7347,0.12%,0.8111,-0.23%,6.4617,0.10%,103.04,0.31%,50.45,53.8,1908.6,27.042,6.2092,0.05425,-0.479,0.06
07/01/2021,36876.7,169.16,1211.85,0.66118021,0.24454948,0.737,0.31%,0.8147,0.44%,6.476,0.22%,103.8,0.74%,50.63,53.7,1913.6,27.261,6.4748,0.0805,-0.48,0.1
11/01/2021,38170.5,170.19,1255.15,1.092867,1.092867,0.7397,0.35%,0.8228,0.55%,6.4795,0.07%,104.24,0.30%,52.15,54.84,1850.8,25.284,6.255,0.06763,-0.494,0.08
12/01/2021,35439.3,139.23,1088.94,0.99093,0.99093,0.7316,-1.10%,0.8191,-0.45%,6.461,-0.29%,103.75,-0.47%,53.08,55.98,1844.2,25.435,6.5114,0.07713,-0.489,0.08
13/01/2021,34046.4,133.35,1049.98,0.30557979,0.00861635,0.7331,0.21%,0.8225,0.42%,6.4677,0.10%,103.85,0.10%,52.81,55.52,1854.9,25.572,6.2275,0.086,-0.477,0.09
14/01/2021,37390.1,147.54,1129.9,0.29543791,0.00939673,0.7304,-0.37%,0.8224,-0.01%,6.4736,0.09%,103.79,-0.06%,53.47,55.76,1851.4,25.802,6.548,0.08675,-0.479,0.09
15/01/2021,39151.6,152.47,1231.08,0.2804055,0.00936903,0.7358,0.74%,0.8277,0.64%,6.48,0.10%,103.87,0.08%,52.25,54.8,1829.9,24.866,5.8703,0.08663,-0.481,0.09
19/01/2021,36622.5,152.0,1258.27,0.2943137,0.0090982,0.7336,-0.31%,0.8244,-0.41%,6.4777,-0.19%,103.89,0.19%,52.87,55.38,1840.2,25.32,5.6139,0.08513,-0.479,0.09
20/01/2021,35925.6,151.94,1367.94,0.29651801,0.00906009,0.7322,-0.19%,0.8259,0.18%,6.465,-0.20%,103.52,-0.36%,53.16,55.66,1866.5,25.766,5.6872,0.08663,-0.479,0.09
21/01/2021,35511.8,149.87,1378.0,0.26894641,0.00816632,0.7281,-0.56%,0.822,-0.47%,6.4595,-0.09%,103.48,-0.04%,53,55.68,1865.9,25.854,5.6689,0.087,-0.477,0.08
22/01/2021,30832.6,129.76,1111.76,0.27279859,0.0085235,0.7306,0.34%,0.8218,-0.02%,6.481,0.33%,103.77,0.28%,52.28,55.22,1856.2,25.556,5.6597,0.08625,-0.476,0.08
25/01/2021,32292.0,141.11,1392.01,0.26908877,0.00838293,0.7312,0.08%,0.8237,0.23%,6.4784,-0.04%,103.73,-0.04%,52.78,55.44,1855.2,25.484,5.4674,0.08463,-0.479,0.08
26/01/2021,32274.4,137.2,1318.69,0.26882663,0.00825458,0.7277,-0.48%,0.8222,-0.18%,6.4635,-0.23%,103.6,-0.13%,52.61,55.26,1851.68,25.538,5.5864,0.08375,-0.473,0.08
27/01/2021,32501.0,134.8,1367.15,0.25194347,0.0074815,0.7306,0.40%,0.8256,0.41%,6.4822,0.29%,104.09,0.47%,52.81,55.07,1846.5,25.389,5.3209,0.08288,-0.478,0.08
28/01/2021,30424.2,122.74,1240.68,0.26412208,0.03408356,0.7287,-0.26%,0.8247,-0.11%,6.4491,-0.51%,104.21,0.12%,52.26,54.87,1839.88,25.922,5.559,0.07925,-0.476,0.07
29/01/2021,33430.4,133.5,1332.12,0.28218765,0.04716157,0.7298,0.15%,0.8239,-0.10%,6.425,-0.37%,104.68,0.45%,52.16,55.25,1849.7,26.914,5.0461,0.07875,-0.479,0.07
