date,btc_p,ltc_p,eth_p,xrp_p,doge_p,usd_gbp,usd_gbp_ %,usd_eur,usd_eur_%,usd_yuan,usd_yuan_%,usd_yen,usd_yen_ %,wti_oil_pprice,brent_oil_p,gold_p,silver_p,steel_price,LIBOR,eonia,fed_rate
04/01/2016,426.57,3.493,0.96,0.00741781,0.000224188,0.6794,0.19%,0.9232,0.26%,6.5354,0.64%,119.44,-0.74%,36.81,37.22,1075.2,13.84,0.7704,0.3791,-0.335,0.37
06/01/2016,431.32,3.479,0.9426,0.00580939,0.000233578,0.6836,0.31%,0.9275,-0.31%,6.5566,0.64%,118.47,-0.50%,33.97,34.23,1091.9,13.98,0.7154,0.3855,-0.333,0.37
07/01/2016,429.99,3.44,0.95,0.00678673,0.000302051,0.6841,0.07%,0.9144,-1.41%,6.5929,0.55%,117.68,-0.67%,33.29,33.75,1107.8,14.34,0.6355,0.4061,-0.321,0.41
08/01/2016,457.88354,3.58399,0.94,0.00590626,0.000223013,0.6887,0.67%,0.9148,0.04%,6.5965,0.05%,117.45,-0.20%,33.2,33.55,1097.9,13.92,0.6398,0.4144,-0.33,0.4
11/01/2016,449.13,3.52817,1.0,0.00810233,0.000220988,0.6876,-0.16%,0.9208,0.66%,6.5695,-0.41%,117.77,0.27%,31.42,31.55,1096.2,13.87,0.6573,0.43456,-0.348,0.41
12/01/2016,452.2306,3.59492,1.07,0.00670215,0.000214374,0.6922,0.67%,0.921,0.02%,6.5725,0.05%,117.64,-0.11%,30.42,30.86,1085.2,13.75,0.626,0.43422,-0.344,0.41
13/01/2016,440.0,3.522,1.2249,0.00579364,0.000177094,0.6942,0.29%,0.9194,-0.17%,6.5754,0.04%,117.69,0.04%,30.42,30.31,1087.1,14.16,0.6125,0.3663,-0.237,0.36
14/01/2016,433.9817,3.49,1.13741,0.00552936,0.000174839,0.6937,-0.07%,0.9204,0.11%,6.5901,0.22%,118.05,0.31%,31.22,31.03,1073.6,13.75,0.646,0.3661,-0.24,0.36
15/01/2016,430.57504,3.48,1.17,0.00522933,0.000149139,0.7014,1.11%,0.9161,-0.47%,6.5849,-0.08%,117.06,-0.84%,29.45,28.94,1090.7,13.9,0.6509,0.3661,-0.239,0.36
19/01/2016,390.1,3.07283,1.46624,0.00527071,0.000148104,0.7066,0.64%,0.9167,-0.15%,6.5785,-0.01%,117.64,0.26%,28.47,28.76,1089.1,14.12,0.6335,0.366,-0.239,0.36
20/01/2016,381.10022,2.975,1.35506,0.00538087,0.00016804,0.7046,-0.28%,0.9182,0.16%,6.5784,0.00%,116.94,-0.60%,26.68,27.88,1106.2,14.16,0.6083,0.3655,-0.238,0.37
21/01/2016,419.0501,3.41683,1.40261,0.00531257,0.000163254,0.7032,-0.20%,0.9196,0.15%,6.58,0.02%,117.7,0.65%,29.55,29.25,1098.2,14.09,0.6416,0.3658,-0.24,0.37
22/01/2016,412.31,3.222,1.49593,0.00511437,0.000168246,0.701,-0.31%,0.9262,0.72%,6.5791,-0.01%,118.78,0.92%,32.07,32.18,1096.3,14.06,0.677,0.3659,-0.241,0.38
25/01/2016,400.6801,3.13808,2.1,0.00513465,0.000211721,0.7018,0.11%,0.9218,-0.48%,6.5793,0.00%,118.3,-0.40%,30.31,30.5,1105.6,14.25,0.6291,0.366,-0.238,0.38
26/01/2016,394.01,3.06401,2.59554,0.005419,0.000356273,0.6968,-0.71%,0.9198,-0.22%,6.5825,0.05%,118.42,0.10%,29.54,31.8,1120.6,14.56,0.6833,0.3657,-0.236,0.38
27/01/2016,395.95,3.13027,2.32771,0.00650588,0.000455076,0.7026,0.83%,0.9181,-0.18%,6.5778,-0.07%,118.67,0.21%,32.32,33.1,1116.3,14.46,0.6749,0.3659,-0.237,0.38
28/01/2016,395.35535,3.35501,2.4,0.00622596,0.000344136,0.6963,-0.90%,0.9142,-0.42%,6.5751,-0.04%,118.83,0.13%,33.21,33.89,1116.1,14.23,0.6912,0.3684,-0.239,0.38
29/01/2016,380.0,3.12411,2.54645,0.00683954,0.000316405,0.7019,0.80%,0.9228,0.94%,6.5761,0.02%,121.06,1.88%,33.66,34.74,1116.4,14.24,0.6416,0.3674,-0.228,0.29
02/02/2016,372.19,3.04003,2.16537,0.00676827,0.000262285,0.694,0.17%,0.9159,-0.27%,6.5798,0.02%,119.97,-0.83%,29.9,32.72,1127.2,14.29,0.8416,0.369,-0.232,0.38
03/02/2016,373.4899,3.00316,2.44653,0.00803018,0.000244038,0.6847,-1.34%,0.9005,-1.68%,6.577,-0.04%,117.92,-1.71%,32.29,35.04,1141.3,14.73,0.8083,0.3715,-0.234,0.37
08/02/2016,372.1236,3.03,2.89791,0.00568961,0.000205658,0.6929,0.49%,0.8931,-0.35%,6.5739,0.00%,115.84,-0.91%,29.71,32.88,1197.9,15.43,0.8416,0.4179,-0.331,0.4
09/02/2016,373.47,2.98943,3.18997,0.00596991,0.000234958,0.691,-0.27%,0.8855,-0.85%,6.5739,0.00%,115.11,-0.63%,27.96,30.32,1198.6,15.45,0.8499,0.42044,-0.339,0.4
11/02/2016,380.0,3.06,4.35017,0.00822232,0.000220111,0.6907,0.30%,0.8831,-0.30%,6.5739,0.00%,112.42,-0.81%,26.19,30.06,1247.8,15.79,0.7799,0.43733,-0.343,0.41
12/02/2016,377.76,2.92586,5.99986,0.00666045,0.00021611,0.6893,-0.20%,0.8881,0.57%,6.5739,0.00%,113.22,0.71%,29.32,33.36,1239.4,15.79,0.8112,0.43478,-0.347,0.41
16/02/2016,392.0009,3.04434,5.15216,0.00845089,0.000291608,0.699,0.89%,0.8973,0.10%,6.5169,0.32%,114.08,-0.44%,29.05,32.18,1208.2,15.33,0.8666,0.371,-0.242,0.38
17/02/2016,405.5,3.13609,4.25011,0.00813791,0.000278482,0.6995,0.07%,0.8986,0.14%,6.5282,0.17%,114.11,0.03%,30.68,34.5,1211.4,15.38,0.9083,0.37,-0.244,0.37
18/02/2016,413.86,3.17947,3.7909,0.0079953,0.000277825,0.6976,-0.27%,0.9003,0.19%,6.5188,-0.14%,113.25,-0.75%,30.77,34.28,1226.3,15.46,0.9083,0.3714,-0.244,0.38
19/02/2016,421.17,3.19,4.4891,0.00824475,0.00029683,0.6942,-0.49%,0.8981,-0.24%,6.5224,0.06%,112.57,-0.60%,29.59,33.01,1230.8,15.4,0.9333,0.3709,-0.243,0.38
22/02/2016,433.389,3.42,4.63,0.00805031,0.000282672,0.7067,1.80%,0.9066,0.95%,6.5218,-0.01%,112.92,0.31%,31.37,34.69,1210.1,15.22,1.0249,0.371,-0.242,0.38
23/02/2016,433.5111,3.39,5.598,0.00796969,0.000279807,0.7131,0.91%,0.9074,0.09%,6.5271,0.08%,112.11,-0.72%,31.84,33.27,1222.6,15.28,1.0583,0.371,-0.246,0.38
24/02/2016,417.47006,3.41042,5.55,0.00807609,0.000277561,0.718,0.69%,0.9081,0.08%,6.5317,0.07%,112.19,0.07%,30.35,34.41,1239.1,15.33,1.0749,0.3715,-0.247,0.38
25/02/2016,423.2028,3.30226,6.23427,0.00802735,0.000269377,0.7161,-0.26%,0.9072,-0.10%,6.5335,0.03%,113.0,0.72%,31.4,35.29,1238.8,15.2,1.0916,0.3743,-0.249,0.37
26/02/2016,421.85,3.37213,6.09999,0.00805793,0.000259282,0.7209,0.67%,0.9145,0.80%,6.5404,0.11%,114.0,0.88%,31.65,35.1,1220.4,14.71,1.0333,0.3745,-0.243,0.37
29/02/2016,430.7793,3.38838,6.49862,0.00792256,0.000249722,0.7186,-0.32%,0.9197,0.57%,6.554,0.21%,112.69,-1.15%,32.74,35.97,1234.4,14.92,1.0916,0.3715,-0.227,0.29
02/03/2016,431.48,3.34515,7.55,0.00688256,0.000265091,0.7103,-0.92%,0.9202,-0.01%,6.551,-0.02%,113.48,-0.46%,34.57,36.93,1241.8,15.02,1.1749,0.3686,-0.247,0.38
03/03/2016,421.17,3.25417,8.41,0.00816162,0.000244975,0.7053,-0.70%,0.9125,-0.84%,6.5314,-0.30%,113.69,0.19%,34.56,37.07,1258.2,15.15,1.4082,0.373,-0.238,0.37
08/03/2016,410.01,3.24997,9.487,0.00564585,0.000214071,0.7037,0.39%,0.9086,0.07%,6.5047,-0.19%,112.61,-0.76%,36.67,39.65,1262.9,15.39,1.5749,0.4174,-0.332,0.4
10/03/2016,411.93,3.24532,11.55,0.00808921,0.000233633,0.7004,-0.40%,0.8947,-1.53%,6.5085,-0.07%,113.19,-0.13%,37.77,40.05,1272.8,15.55,1.6832,0.42267,-0.321,0.4
11/03/2016,415.83,3.22005,11.19,0.0080211,0.000217184,0.6957,-0.67%,0.8967,0.22%,6.4953,-0.20%,113.81,0.55%,38.51,40.39,1259.4,15.61,1.6415,0.43678,-0.343,0.41
14/03/2016,408.32,3.27333,14.39791,0.00847896,0.000238259,0.6993,0.52%,0.9004,0.41%,6.5,0.07%,113.83,0.02%,37.2,39.53,1245.1,15.52,1.6499,0.3743,-0.243,0.36
15/03/2016,414.431,3.25,12.59969,0.00818572,0.000231457,0.7066,1.04%,0.9002,-0.02%,6.5145,0.22%,113.19,-0.56%,36.32,38.74,1231.0,15.26,1.3832,0.3753,-0.248,0.37
16/03/2016,415.14,3.29,13.13707,0.00817845,0.000230536,0.7013,-0.75%,0.8908,-1.04%,6.522,0.12%,112.59,-0.53%,38.43,40.33,1229.8,15.22,1.4999,0.3743,-0.339,0.37
17/03/2016,418.166,3.29,12.54,0.00828658,0.00022273,0.6906,-1.53%,0.8835,-0.82%,6.475,-0.72%,111.39,-1.07%,40.17,41.54,1265.0,16.03,1.7915,0.3748,-0.347,0.37
18/03/2016,419.812,3.26422,10.94,0.00811926,0.000209456,0.6906,0.00%,0.8873,0.43%,6.4716,-0.05%,111.57,0.16%,39.47,41.2,1254.3,15.81,1.8165,0.3743,-0.345,0.37
21/03/2016,413.639,3.16214,10.3428,0.00804708,0.000212121,0.696,0.78%,0.8896,0.26%,6.4846,0.20%,111.94,0.33%,39.91,41.54,1244.2,15.85,1.8249,0.3743,-0.345,0.37
22/03/2016,412.318,3.16013,11.89489,0.00811002,0.000216829,0.7038,1.12%,0.8915,0.21%,6.4901,0.08%,112.38,0.39%,41.45,41.79,1250.3,15.89,1.8915,0.3743,-0.344,0.37
23/03/2016,417.16,3.18301,11.44996,0.00833152,0.000211819,0.7084,0.65%,0.8942,0.30%,6.5062,0.25%,112.38,0.00%,38.28,40.47,1225.6,15.27,1.7332,0.3753,-0.346,0.37
24/03/2016,416.0,3.18764,12.42,0.00823031,0.000213203,0.7066,-0.25%,0.895,0.09%,6.5146,0.13%,112.91,0.47%,38.14,40.44,1223.5,15.2,1.7832,0.3745,-0.349,0.37
29/03/2016,423.0,3.23001,11.5621,0.00756569,0.000254353,0.6951,-0.93%,0.8857,-0.83%,6.5066,-0.01%,112.69,-0.67%,36.91,39.14,1237.5,15.23,1.7165,0.3755,-0.347,0.37
30/03/2016,416.7,3.2317,11.635,0.00733186,0.000233931,0.6954,0.04%,0.882,-0.42%,6.465,-0.64%,112.42,-0.24%,36.91,39.26,1228.6,15.21,1.6999,0.3772,-0.347,0.37
31/03/2016,412.432,3.16109,11.85,0.00739148,0.000232917,0.6963,0.13%,0.8788,-0.36%,6.449,-0.25%,112.58,0.14%,36.94,39.6,1235.6,15.46,1.6415,0.3831,-0.303,0.25
01/04/2016,416.1,3.29989,11.37,0.00595775,0.000143645,0.7029,0.95%,0.8781,-0.08%,6.4786,0.46%,111.67,-0.81%,35.36,38.67,1223.5,15.05,1.7249,0.3658,-0.241,0.36
04/04/2016,421.497,3.24118,11.61,0.00749112,0.000219614,0.7011,-0.26%,0.8779,-0.02%,6.4786,0.00%,111.33,-0.30%,34.3,37.69,1219.3,14.94,1.6165,0.3794,-0.331,0.37
05/04/2016,420.99,3.24,11.1405,0.00632278,0.00022517,0.7062,0.73%,0.8784,0.06%,6.4772,-0.02%,110.33,-0.90%,34.52,37.87,1229.6,15.12,1.7582,0.3858,-0.336,0.37
07/04/2016,423.55,3.23001,10.7,0.00702769,0.000289348,0.7114,0.45%,0.879,0.21%,6.463,-0.28%,108.22,-1.44%,37.3,39.43,1237.5,15.16,1.7165,0.4061,-0.315,0.41
08/04/2016,422.01,3.24,10.0687,0.0058156,0.000214621,0.7079,-0.49%,0.8771,-0.22%,6.4658,0.04%,108.06,-0.15%,39.74,41.94,1243.8,15.38,1.9249,0.4179,-0.337,0.4
11/04/2016,420.8,3.19009,8.95092,0.0081568,0.000219455,0.7022,-0.81%,0.8765,-0.07%,6.4595,-0.10%,107.94,-0.11%,40.46,42.83,1258.0,15.98,2.1498,0.43511,-0.343,0.41
13/04/2016,426.71,3.27129,7.4785,0.00569468,0.000234482,0.704,0.50%,0.887,1.00%,6.4784,0.20%,109.34,0.73%,41.7,44.18,1248.3,16.33,3.0998,0.3802,-0.337,0.37
14/04/2016,423.541,3.21633,8.0,0.00628859,0.00023015,0.7066,0.37%,0.8874,0.05%,6.4826,0.06%,109.4,0.05%,41.45,43.84,1226.5,16.17,2.7081,0.3797,-0.34,0.37
15/04/2016,424.519,3.21,8.4578,0.00642381,0.000232586,0.7045,-0.30%,0.8863,-0.12%,6.4756,-0.11%,108.77,-0.58%,40.4,43.1,1234.6,16.31,2.7998,0.3807,-0.341,0.37
18/04/2016,427.55,3.24001,9.3205,0.00698693,0.000224585,0.7006,-0.55%,0.8839,-0.27%,6.4752,-0.01%,108.83,0.06%,39.74,42.91,1235.0,16.25,2.7831,0.3812,-0.348,0.37
19/04/2016,427.42,3.24191,9.0,0.00711834,0.00022162,0.6947,-0.84%,0.8804,-0.40%,6.4581,-0.26%,109.2,0.34%,40.88,44.03,1254.3,16.97,3.1081,0.3827,-0.34,0.37
20/04/2016,436.277,3.24783,8.6876,0.00724408,0.000226153,0.6976,0.42%,0.8851,0.53%,6.4708,0.20%,109.84,0.59%,42.72,45.8,1254.4,17.18,3.1498,0.3822,-0.343,0.37
21/04/2016,440.965,3.22516,8.4701,0.00743345,0.000226439,0.6982,0.09%,0.8859,0.09%,6.4819,0.17%,109.45,-0.36%,43.18,44.53,1250.3,17.14,3.0164,0.3817,-0.342,0.37
22/04/2016,450.118,3.35,8.11,0.00728384,0.000223685,0.6944,-0.54%,0.8902,0.49%,6.5009,0.29%,111.79,2.14%,42.76,45.11,1230.0,16.95,3.0831,0.3812,-0.34,0.37
25/04/2016,459.5,3.64863,7.95,0.00728307,0.000227371,0.6905,-0.56%,0.8874,-0.31%,6.493,-0.12%,111.2,-0.53%,41.67,44.48,1240.2,17.06,2.8248,0.3812,-0.341,0.37
26/04/2016,461.882,3.81457,7.56491,0.00709523,0.000230016,0.6858,-0.68%,0.8851,-0.26%,6.4935,0.01%,111.31,0.10%,42.52,45.74,1243.4,17.16,2.8664,0.3807,-0.342,0.37
27/04/2016,467.5,4.12315,7.43,0.0067247,0.000223704,0.6876,0.26%,0.8833,-0.20%,6.495,0.02%,111.47,0.14%,45.29,47.18,1250.4,17.34,3.0498,0.3802,-0.34,0.37
28/04/2016,444.01,3.87399,7.76876,0.00668642,0.000227532,0.6845,-0.45%,0.8809,-0.27%,6.4759,-0.29%,108.11,-3.01%,46.03,48.14,1266.4,17.59,3.0498,0.3827,-0.337,0.37
29/04/2016,450.42,3.8,7.2218,0.00675929,0.000226266,0.6843,-0.03%,0.873,-0.90%,6.4741,-0.03%,106.36,-1.62%,45.98,48.13,1290.5,17.82,3.1498,0.3837,-0.333,0.3
02/05/2016,452.072,3.67215,8.79,0.00726208,0.000305498,0.6815,-0.41%,0.867,-0.69%,6.4741,0.00%,106.42,0.06%,44.75,45.83,1295.8,17.68,3.0498,0.37,-0.236,0.38
04/05/2016,451.75,3.75,9.38359,0.00747418,0.000213744,0.6901,0.29%,0.8705,0.08%,6.4947,0.05%,107.02,0.38%,43.77,44.62,1274.4,17.3,2.7665,0.3777,-0.332,0.37
05/05/2016,447.841,3.73,9.46589,0.00619273,0.000221104,0.6904,0.04%,0.8768,0.72%,6.5034,0.13%,107.25,0.21%,44.33,45.01,1272.3,17.327,2.5748,0.385,-0.341,0.37
09/05/2016,459.1,3.9264,9.535,0.00593207,0.000236252,0.6942,0.17%,0.8785,0.19%,6.5169,0.26%,108.33,1.13%,43.45,43.63,1266.6,17.089,2.3498,0.42044,-0.339,0.4
10/05/2016,461.99,4.03778,9.351,0.00743457,0.000233063,0.6923,-0.27%,0.8794,0.10%,6.5183,0.02%,109.27,0.87%,44.68,45.52,1264.8,17.092,2.4915,0.42822,-0.342,0.4
12/05/2016,453.21,3.86099,9.98,0.00643353,0.000214793,0.6921,-0.01%,0.879,0.42%,6.5168,0.38%,109.03,0.56%,46.64,48.08,1271.2,17.103,2.2998,0.43478,-0.347,0.41
13/05/2016,455.95,3.87678,10.13,0.00610943,0.000235892,0.6963,0.61%,0.8844,0.61%,6.532,0.23%,108.61,-0.39%,46.22,47.83,1272.7,17.132,1.9915,0.3855,-0.341,0.37
16/05/2016,457.649,4.1,9.93,0.00602193,0.000229013,0.6944,-0.27%,0.8835,-0.10%,6.5212,-0.17%,109.03,0.39%,47.72,48.97,1274.2,17.154,1.9748,0.3855,-0.347,0.37
17/05/2016,453.769,4.01163,11.13,0.0060232,0.000226087,0.6914,-0.43%,0.8839,0.05%,6.5204,-0.01%,109.14,0.10%,48.29,49.28,1276.9,17.25,1.9748,0.386,-0.334,0.37
18/05/2016,453.283,3.99571,12.14288,0.00602837,0.000227971,0.685,-0.93%,0.8915,0.86%,6.5388,0.28%,110.19,0.96%,48.12,48.93,1274.4,17.132,1.8415,0.385,-0.337,0.37
19/05/2016,452.35,4.00677,13.499,0.00603217,0.000225137,0.6844,-0.09%,0.8926,0.12%,6.547,0.13%,109.97,-0.20%,48.16,48.81,1254.8,16.493,1.7332,0.384,-0.34,0.37
20/05/2016,429.0,3.80978,14.45,0.00608378,0.000227861,0.6896,0.76%,0.891,-0.18%,6.549,0.03%,110.15,0.16%,47.67,48.72,1252.9,16.532,1.7332,0.3845,-0.335,0.37
23/05/2016,437.45,3.86145,14.2,0.00590909,0.000225129,0.6904,0.12%,0.8913,0.03%,6.5557,0.10%,109.23,-0.84%,48.12,48.35,1254.9,16.423,1.6915,0.385,-0.338,0.37
24/05/2016,442.99,3.95068,13.35,0.00596184,0.000224255,0.6833,-1.03%,0.8976,0.71%,6.5572,0.02%,109.99,0.70%,48.04,48.61,1232.2,16.254,1.6165,0.385,-0.34,0.37
25/05/2016,444.516,3.95357,12.7,0.00575596,0.000224294,0.6804,-0.42%,0.8964,-0.13%,6.5541,-0.05%,110.19,0.18%,49.1,49.74,1226.6,16.261,1.5832,0.3861,-0.342,0.37
26/05/2016,448.3,3.93109,12.5,0.00566894,0.000228128,0.6816,0.18%,0.8933,-0.35%,6.557,0.04%,109.77,-0.38%,49,49.59,1222.7,16.343,1.6332,0.3861,-0.356,0.37
27/05/2016,452.409,3.99898,12.301,0.00567922,0.000229745,0.6838,0.32%,0.8997,0.72%,6.5633,0.10%,110.23,0.42%,49.36,49.32,1216.7,16.269,1.5165,0.385,-0.346,0.37
31/05/2016,529.0,4.47715,12.63097,0.00570616,0.00023128,0.6907,1.10%,0.8983,0.13%,6.5829,0.00%,110.71,-0.38%,49.1,49.69,1217.5,15.994,1.4999,0.3865,-0.324,0.29
01/06/2016,531.19,4.5568,14.06591,0.00600329,0.000134536,0.6936,0.42%,0.8938,-0.50%,6.5751,-0.12%,109.53,-1.07%,49.07,49.72,1214.7,15.927,1.4916,0.3661,-0.253,0.36
06/06/2016,574.074,4.89413,13.95997,0.00576923,0.000235529,0.6925,0.55%,0.8807,0.10%,6.5637,-0.02%,107.56,0.97%,49.71,50.55,1247.4,16.447,1.7832,0.3861,-0.331,0.37
07/06/2016,585.0,4.99629,13.94782,0.00669065,0.000283728,0.6876,-0.71%,0.8804,-0.03%,6.5715,0.12%,107.36,-0.19%,50.37,51.44,1247.0,16.394,1.6832,0.4112,-0.326,0.4
09/06/2016,581.98,4.8,14.3879,0.00591174,0.000240823,0.6916,0.30%,0.8837,0.68%,6.5619,-0.01%,107.09,0.10%,50.52,51.95,1272.7,17.268,1.8499,0.42044,-0.341,0.4
10/06/2016,575.014,4.75447,14.45,0.0073823,0.000223193,0.7014,1.42%,0.8889,0.59%,6.5619,0.00%,106.98,-0.10%,49.09,50.54,1275.9,17.33,1.6915,0.42878,-0.346,0.4
13/06/2016,667.063,5.28101,15.66,0.00582391,0.000297835,0.7006,-0.11%,0.8856,-0.37%,6.5857,0.36%,106.25,-0.68%,48.89,50.35,1286.9,17.443,1.6832,0.3855,-0.327,0.37
14/06/2016,703.369,5.25872,17.65865,0.00710519,0.000319725,0.7084,1.11%,0.8922,0.75%,6.5965,0.16%,106.11,-0.13%,48.49,49.83,1288.1,17.424,1.6082,0.3855,-0.33,0.37
15/06/2016,685.75,5.1661,18.86699,0.0068867,0.000312602,0.7039,-0.64%,0.8881,-0.46%,6.5818,-0.22%,106.02,-0.08%,47.92,48.97,1288.3,17.503,1.6999,0.385,-0.334,0.37
16/06/2016,696.0,5.20637,18.45,0.00667619,0.000334664,0.7041,0.03%,0.8908,0.30%,6.592,0.15%,104.25,-1.67%,46.14,47.19,1298.4,17.607,1.7415,0.3855,-0.335,0.38
17/06/2016,763.008,5.71709,20.48967,0.00669322,0.000321167,0.6965,-1.08%,0.8867,-0.46%,6.5884,-0.05%,104.12,-0.12%,48,49.17,1294.8,17.411,1.7915,0.3865,-0.341,0.38
20/06/2016,765.49,5.5304,12.23579,0.00662603,0.000323233,0.6803,-2.33%,0.8839,-0.32%,6.577,-0.17%,103.94,-0.17%,49.4,50.65,1292.1,17.514,1.8332,0.3901,-0.341,0.38
21/06/2016,735.39,5.33883,11.7606,0.00617174,0.000307247,0.6826,0.34%,0.8896,0.64%,6.5903,0.20%,104.75,0.78%,48.95,50.62,1272.5,17.374,1.8415,0.3901,-0.335,0.38
22/06/2016,667.725,4.87,13.21691,0.00649479,0.000265731,0.6799,-0.40%,0.8851,-0.51%,6.5775,-0.19%,104.41,-0.32%,49.16,49.88,1270.0,17.367,1.8165,0.3896,-0.34,0.38
23/06/2016,601.936,4.07154,13.39,0.00638054,0.000279926,0.6721,-1.15%,0.878,-0.80%,6.5772,0.00%,106.16,1.68%,49.34,50.91,1263.1,17.41,2.0165,0.3911,-0.345,0.39
24/06/2016,627.375,4.07699,13.6405,0.00643372,0.000281366,0.731,8.76%,0.8996,2.46%,6.6218,0.68%,102.23,-3.70%,46.7,48.41,1322.4,17.839,1.8249,0.3934,-0.323,0.4
27/06/2016,630.0,4.03,13.97,0.00639849,0.000288071,0.756,3.42%,0.9072,0.84%,6.6516,0.45%,102.0,-0.22%,45.8,47.16,1324.7,17.786,1.7832,0.4001,-0.336,0.41
28/06/2016,663.498,4.24816,14.09,0.00677267,0.000301306,0.7495,-0.86%,0.9037,-0.39%,6.6481,-0.05%,102.76,0.75%,47.93,48.58,1317.9,17.889,1.9082,0.4016,-0.337,0.41
29/06/2016,649.322,4.08491,12.122,0.00677719,0.000295862,0.7448,-0.63%,0.8989,-0.53%,6.6367,-0.17%,102.83,0.07%,49.85,50.61,1326.9,18.407,2.0415,0.4051,-0.337,0.41
30/06/2016,643.119,4.06146,12.6,0.00665713,0.000304281,0.7512,0.86%,0.9004,0.17%,6.648,0.17%,103.29,0.45%,48.27,49.68,1320.6,18.623,2.0415,0.4116,-0.293,0.3
01/07/2016,671.524,4.16053,12.4545,0.00603918,0.000139256,0.754,0.37%,0.898,-0.27%,6.6557,0.12%,102.53,-0.74%,49.02,50.35,1339.0,19.588,2.2415,0.3651,-0.233,0.36
06/07/2016,669.21,4.54996,10.54,0.00577962,0.000239545,0.7733,0.70%,0.901,-0.21%,6.693,0.20%,101.33,-0.38%,47.37,48.8,1367.1,20.203,2.2832,0.3865,-0.333,0.37
07/07/2016,677.1,4.39337,10.45771,0.0065984,0.000274594,0.7747,0.18%,0.9039,0.32%,6.681,-0.18%,100.78,-0.54%,45.22,46.4,1362.1,19.838,2.1332,0.4127,-0.329,0.4
11/07/2016,650.07,4.12997,11.06043,0.00810845,0.000239014,0.7695,-0.31%,0.9043,-0.03%,6.6939,0.09%,102.81,2.25%,44.73,46.25,1356.6,20.304,2.3165,0.43456,-0.344,0.41
12/07/2016,650.78,4.20323,10.5,0.00685103,0.000213961,0.7551,-1.87%,0.9042,-0.01%,6.6885,-0.08%,104.69,1.83%,46.82,48.47,1335.3,20.171,2.4165,0.43367,-0.349,0.41
13/07/2016,666.0,4.2,10.58,0.00641063,0.000262525,0.7606,0.73%,0.9018,-0.27%,6.6863,-0.03%,104.5,-0.18%,44.87,46.26,1343.6,20.413,2.4498,0.4127,-0.326,0.4
14/07/2016,655.11,4.17853,10.421,0.00638492,0.000262081,0.7494,-1.47%,0.8992,-0.29%,6.6836,-0.04%,105.34,0.80%,45.64,47.37,1332.2,20.322,2.5081,0.4122,-0.332,0.4
15/07/2016,662.99,4.17491,11.6,0.00644201,0.000264057,0.758,1.15%,0.9062,0.78%,6.6887,0.08%,104.84,-0.47%,45.93,47.61,1327.4,20.165,2.6081,0.4152,-0.333,0.4
18/07/2016,681.86,4.13161,11.24449,0.00648188,0.000252348,0.7543,-0.49%,0.9031,-0.34%,6.7045,0.24%,106.16,1.26%,45.23,46.96,1329.3,20.075,2.6748,0.4159,-0.334,0.4
19/07/2016,674.79,4.18051,11.06836,0.00640525,0.00024512,0.7628,1.13%,0.9073,0.47%,6.6963,-0.12%,106.12,-0.04%,44.64,46.66,1332.3,20.007,2.6748,0.4159,-0.336,0.4
20/07/2016,673.092,4.18098,11.719,0.00639476,0.000243511,0.757,-0.76%,0.9079,0.07%,6.6777,-0.28%,106.84,0.68%,44.96,47.17,1319.3,19.613,2.6081,0.4174,-0.333,0.4
21/07/2016,666.161,4.14282,12.499,0.00641633,0.000237462,0.7557,-0.17%,0.9071,-0.09%,6.6755,-0.03%,105.81,-0.96%,43.96,46.2,1338.9,19.815,2.7331,0.4179,-0.335,0.4
22/07/2016,665.88,4.11099,12.679,0.00630293,0.000237191,0.7628,0.94%,0.9111,0.44%,6.6795,0.06%,106.08,0.26%,43.41,45.69,1331.5,19.689,2.7831,0.4179,-0.335,0.4
25/07/2016,663.366,4.06187,12.78798,0.0062463,0.00024544,0.761,-0.24%,0.9096,-0.16%,6.6785,-0.01%,105.78,-0.28%,42.4,44.72,1327.2,19.647,2.7831,0.4179,-0.334,0.4
26/07/2016,651.871,4.04,13.815,0.00599762,0.000239749,0.7615,0.07%,0.9101,0.05%,6.672,-0.10%,104.66,-1.06%,42.16,44.87,1328.3,19.683,2.8414,0.4179,-0.334,0.4
27/07/2016,650.0,3.97287,11.84952,0.00596901,0.000236956,0.7563,-0.68%,0.9043,-0.64%,6.67,-0.03%,105.4,0.71%,41.9,43.47,1334.5,19.995,2.9081,0.4164,-0.331,0.4
28/07/2016,656.979,3.94306,13.03996,0.00597362,0.000238,0.7596,0.44%,0.9029,-0.15%,6.6554,-0.22%,105.27,-0.12%,41.13,42.7,1341.2,20.192,2.8581,0.4159,-0.335,0.4
29/07/2016,656.08,3.95623,12.89129,0.00611078,0.000237517,0.756,-0.47%,0.895,-0.87%,6.6373,-0.27%,102.06,-3.05%,41.54,42.46,1357.5,20.347,2.8248,0.4129,-0.321,0.3
01/08/2016,622.57,3.94,11.87998,0.00593331,0.00015829,0.7589,0.38%,0.8959,0.10%,6.6439,0.10%,102.39,0.32%,40.05,42.14,1359.6,20.5,2.6915,0.3662,-0.235,0.36
02/08/2016,602.551,3.84,10.89968,0.00799082,0.000286896,0.7487,-1.34%,0.8907,-0.58%,6.6272,-0.25%,100.89,-1.46%,39.5,41.8,1372.6,20.701,2.5331,0.3763,-0.242,0.38
