,Date,doge_p
491,06/05/2017 23:59,0.0011694
492,07/05/2017 23:59,0.00130453
493,08/05/2017 23:59,0.00152059
494,09/05/2017 23:59,0.00123879
495,10/05/2017 23:59,0.00123893
496,11/05/2017 23:59,0.00121224
497,12/05/2017 23:59,0.00118332
498,13/05/2017 23:59,0.00118354
499,14/05/2017 23:59,0.00127381
500,15/05/2017 23:59,0.00112801
501,16/05/2017 23:59,0.00105947
502,17/05/2017 23:59,0.00131843
503,18/05/2017 23:59,0.00150837
504,19/05/2017 23:59,0.00151757
505,20/05/2017 23:59,0.00189979
506,21/05/2017 23:59,0.00306166
507,22/05/2017 23:59,0.0034051
508,23/05/2017 23:59,0.00356202
509,24/05/2017 23:59,0.00365906
510,25/05/2017 23:59,0.00299396
511,26/05/2017 23:59,0.00242357
512,27/05/2017 23:59,0.00254114
513,28/05/2017 23:59,0.0025792
514,29/05/2017 23:59,0.00273228
515,30/05/2017 23:59,0.00262329
516,31/05/2017 23:59,0.00265701
517,01/06/2017 23:59,0.00286663
518,02/06/2017 23:59,0.00302616
519,03/06/2017 23:59,0.00325116
520,04/06/2017 23:59,0.00317889
521,05/06/2017 23:59,0.00387282
522,06/06/2017 23:59,0.00374085
523,07/06/2017 23:59,0.00330153
524,08/06/2017 23:59,0.0035745
525,09/06/2017 23:59,0.00345254
526,10/06/2017 23:59,0.00331292
527,11/06/2017 23:59,0.00360125
528,12/06/2017 23:59,0.00325288
529,13/06/2017 23:59,0.00331295
530,14/06/2017 23:59,0.00309163
531,15/06/2017 23:59,0.00304276
532,16/06/2017 23:59,0.00316275
533,17/06/2017 23:59,0.00332246
534,18/06/2017 23:59,0.00322982
535,19/06/2017 23:59,0.00314105
536,20/06/2017 23:59,0.00321813
537,21/06/2017 23:59,0.00312464
538,22/06/2017 23:59,0.00310377
539,23/06/2017 23:59,0.00314277
540,24/06/2017 23:59,0.00313528
541,25/06/2017 23:59,0.00296096
542,26/06/2017 23:59,0.00275014
543,27/06/2017 23:59,0.0026226
544,28/06/2017 23:59,0.00279303
545,29/06/2017 23:59,0.00265579
546,30/06/2017 23:59,0.00260168
547,01/07/2017 23:59,0.00264488
548,02/07/2017 23:59,0.00248057
549,03/07/2017 23:59,0.00253279
550,04/07/2017 23:59,0.00251822
551,05/07/2017 23:59,0.0027135
552,06/07/2017 23:59,0.00263617
553,07/07/2017 23:59,0.00239723
554,08/07/2017 23:59,0.00244039
555,09/07/2017 23:59,0.00233016
556,10/07/2017 23:59,0.00195244
557,11/07/2017 23:59,0.00177886
558,12/07/2017 23:59,0.0019381
559,13/07/2017 23:59,0.00182277
560,14/07/2017 23:59,0.00168127
561,15/07/2017 23:59,0.00148381
562,16/07/2017 23:59,0.00130721
563,17/07/2017 23:59,0.0015197
564,18/07/2017 23:59,0.00186367
565,19/07/2017 23:59,0.00168884
566,20/07/2017 23:59,0.00193452
567,21/07/2017 23:59,0.00193628
568,22/07/2017 23:59,0.00209465
569,23/07/2017 23:59,0.00197241
570,24/07/2017 23:59,0.00197971
571,25/07/2017 23:59,0.00177338
572,26/07/2017 23:59,0.00181014
573,27/07/2017 23:59,0.00185596
574,28/07/2017 23:59,0.0017819
575,29/07/2017 23:59,0.00176831
576,30/07/2017 23:59,0.001719
577,31/07/2017 23:59,0.0017184
578,01/08/2017 23:59,0.00179199
579,02/08/2017 23:59,0.00178833
580,03/08/2017 23:59,0.0017951
581,04/08/2017 23:59,0.00182037
582,05/08/2017 23:59,0.00208731
583,06/08/2017 23:59,0.00190935
584,07/08/2017 23:59,0.00194902
585,08/08/2017 23:59,0.0019611
586,09/08/2017 23:59,0.00193684
587,10/08/2017 23:59,0.00189581
588,11/08/2017 23:59,0.00188013
589,12/08/2017 23:59,0.00185561
590,13/08/2017 23:59,0.00180735
591,14/08/2017 23:59,0.00176245
592,15/08/2017 23:59,0.00173797
593,16/08/2017 23:59,0.00177439
594,17/08/2017 23:59,0.0017103
595,18/08/2017 23:59,0.00167807
596,19/08/2017 23:59,0.00167808
597,20/08/2017 23:59,0.00170717
598,21/08/2017 23:59,0.00171183
599,22/08/2017 23:59,0.00171605
600,23/08/2017 23:59,0.00173174
601,24/08/2017 23:59,0.00181637
602,25/08/2017 23:59,0.00178962
603,26/08/2017 23:59,0.00177784
604,27/08/2017 23:59,0.0017595
605,28/08/2017 23:59,0.00182468
606,29/08/2017 23:59,0.00186691
607,30/08/2017 23:59,0.00210522
608,31/08/2017 23:59,0.00206352
609,01/09/2017 23:59,0.00254337
