date,btc_p,ltc_p,eth_p,xrp_p,doge_p
07/12/2017,13737.7,97.87,417.01,0.205354005,0.0019381
12/12/2017,16578.0,210.69,500.0,0.373540998,0.0033039
13/12/2017,16889.3,290.54,626.2,0.471062988,0.00346082
14/12/2017,16135.3,294.61,680.0,0.864262998,0.00370903
15/12/2017,16376.1,271.94,685.0,0.756181002,0.00376193
18/12/2017,18920.6,312.78,708.0,0.778406978,0.00643268
19/12/2017,18833.1,353.65,782.53,0.791257024,0.00566597
20/12/2017,17593.7,341.64,808.0,0.775964022,0.00666132
21/12/2017,16220.7,298.75,784.55,1.19306004,0.00742457
22/12/2017,15199.3,297.14,767.75,1.138280034,0.00605373
27/12/2017,15814.5,279.81,749.08,1.399639964,0.00887206
28/12/2017,15445.9,264.87,741.26,1.430879951,0.00848576
29/12/2017,14548.8,249.45,722.01,2.214600086,0.0093909
02/01/2018,13506.1,225.63,757.01,0.962530017,0.00502915
03/01/2018,14882.0,254.6,864.0,0.928346992,0.00621498
05/01/2018,15258.3,240.0,942.04,0.841407001,0.00514427
08/01/2018,16128.4,266.55,1098.0,0.445852,0.0031595
10/01/2018,14515.4,246.05,1284.98,0.576461,0.00594179
11/01/2018,14937.6,251.83,1245.02,0.455722,0.00377677
16/01/2018,13608.3,231.55,1272.88,1.179239988,0.00682216
17/01/2018,11533.2,190.73,1063.0,1.306339979,0.00764791
18/01/2018,11185.0,187.5,1019.97,1.596580029,0.00796893
19/01/2018,11286.0,192.67,1023.43,1.552049994,0.0078706
22/01/2018,11556.0,190.93,1050.0,1.357349992,0.00673356
23/01/2018,10818.0,180.01,1000.5,1.337069988,0.00667335
24/01/2018,10849.9,177.32,985.96,1.357149959,0.00708314
25/01/2018,11419.8,180.99,1063.77,1.312229991,0.00766664
26/01/2018,11159.3,179.05,1048.0,1.217270017,0.00723671
29/01/2018,11629.9,192.24,1221.94,1.32396996,0.00696695
30/01/2018,11150.0,180.26,1166.0,1.138560057,0.00602368
31/01/2018,9979.9,163.63,1055.14,1.162389994,0.00601021
01/02/2018,10100.0,162.3,1105.22,2.480900049,0.00914509
02/02/2018,9045.8,140.78,1021.7,0.884783983,0.00447468
05/02/2018,8130.2,147.07,822.79,0.859094024,0.00527289
07/02/2018,7676.1,141.91,783.2,0.486122012,0.00270315
08/02/2018,7559.1,137.5,748.54,0.430254,0.00294594
13/02/2018,8897.8,161.64,864.53,1.02741003,0.00563752
14/02/2018,8517.7,158.82,839.52,1.14162004,0.00673031
15/02/2018,9489.7,212.79,920.55,1.146860003,0.00734731
16/02/2018,10044.4,222.65,929.03,1.138030052,0.00703369
20/02/2018,11165.1,222.67,940.64,1.089460015,0.00709445
21/02/2018,11242.3,228.73,882.61,1.015390038,0.00658094
22/02/2018,10468.1,210.36,840.35,0.941788018,0.00625877
23/02/2018,9840.2,193.24,804.27,0.998854995,0.00664789
26/02/2018,9580.0,218.27,840.0,0.956858993,0.00633892
27/02/2018,10321.8,218.78,865.37,0.947305024,0.00629111
28/02/2018,10555.0,215.0,871.14,0.904582977,0.00601827
01/03/2018,10309.9,201.84,850.1,3.105370045,0.00931969
05/03/2018,11505.6,213.7,864.9,0.884465992,0.00564099
07/03/2018,10731.5,195.9,815.81,0.485222995,0.00263802
08/03/2018,9903.0,185.45,750.0,0.440571,0.00291776
12/03/2018,9526.2,188.36,719.11,0.348754393,0.002371316
13/03/2018,9102.8,177.66,694.72,0.789710999,0.0039602
14/03/2018,9141.3,175.35,687.3,0.701901972,0.00352358
15/03/2018,8174.2,160.24,610.89,0.697269022,0.00353589
16/03/2018,8249.2,163.48,609.0,0.689260006,0.00351046
19/03/2018,8183.2,153.24,535.19,0.749080002,0.00344003
20/03/2018,8610.2,161.23,554.98,0.709807992,0.00365083
21/03/2018,8912.0,168.73,557.5,0.693664014,0.00365858
22/03/2018,8880.3,168.67,559.74,0.662742972,0.00352812
23/03/2018,8711.5,163.34,539.94,0.643173993,0.00355964
26/03/2018,8444.4,160.14,522.75,0.599462986,0.00328937
27/03/2018,8137.8,148.1,485.66,0.57791698,0.00314489
28/03/2018,7786.7,134.62,447.4,0.578001976,0.00314063
29/03/2018,7943.3,131.54,445.61,0.511511028,0.00282662
04/04/2018,7414.8,133.87,415.84,0.501631021,0.00277028
05/04/2018,6790.4,118.29,377.95,0.895442009,0.00526854
06/04/2018,6763.5,118.39,380.69,0.661424994,0.00353221
09/04/2018,7014.5,117.75,399.99,0.331652,0.00526867
10/04/2018,6773.4,114.85,398.44,0.526606,0.00564533
12/04/2018,6940.9,117.97,430.13,0.35223131,0.002195827
13/04/2018,7919.9,129.9,494.03,0.638086975,0.00399488
16/04/2018,8363.3,132.84,535.0,0.663296998,0.00458453
17/04/2018,8057.1,128.77,511.63,0.65693301,0.00474354
18/04/2018,7893.1,132.59,502.24,0.708931983,0.00541207
19/04/2018,8170.0,140.21,525.76,0.791975975,0.00582386
20/04/2018,8275.7,146.53,566.37,0.924465001,0.00589264
23/04/2018,8811.8,146.72,622.06,0.876657009,0.00548175
24/04/2018,8954.1,152.43,646.3,0.934781015,0.00580015
25/04/2018,9652.2,165.27,704.0,0.800607026,0.00509312
26/04/2018,8855.7,144.63,616.98,0.852414012,0.00562661
27/04/2018,9291.4,153.53,662.82,0.813884974,0.00542153
30/04/2018,9411.2,153.44,689.49,0.837938011,0.00521043
01/05/2018,9243.2,148.38,669.9,3.048710108,0.0121671
02/05/2018,9081.3,148.34,670.69,0.691798985,0.0035332
03/05/2018,9217.1,151.5,687.02,0.95936799,0.00521754
04/05/2018,9735.9,161.39,776.79,0.495801002,0.00271357
09/05/2018,9172.7,158.8,748.38,0.283601,0.00493072
10/05/2018,9305.4,156.45,750.1,0.519026,0.00566891
11/05/2018,9011.0,148.18,724.0,0.497412,0.00362222
14/05/2018,8698.2,144.34,729.79,0.740898013,0.00445996
15/05/2018,8660.8,147.45,727.39,0.698588014,0.00451504
16/05/2018,8462.8,139.19,704.6,0.714080989,0.00438535
17/05/2018,8345.8,139.2,706.01,0.667309999,0.00418828
18/05/2018,8063.4,132.14,667.3,0.680293977,0.00401709
21/05/2018,8518.9,140.1,715.65,0.681586981,0.00427093
22/05/2018,8390.8,134.18,696.68,0.645567,0.00385106
23/05/2018,7989.1,128.24,641.47,0.599593997,0.00359065
24/05/2018,7500.3,118.61,577.15,0.631996989,0.00349918
25/05/2018,7572.0,122.65,601.87,0.611001015,0.00351419
29/05/2018,7102.6,111.11,511.88,0.601240993,0.00343657
30/05/2018,7462.6,119.26,566.5,0.60581702,0.00335353
31/05/2018,7374.9,117.2,556.38,0.612622023,0.00339807
04/06/2018,7716.8,125.2,619.0,0.476431012,0.00267001
06/06/2018,7622.0,122.0,608.05,0.674796999,0.00378681
07/06/2018,7659.8,121.34,605.61,0.479151011,0.00259658
08/06/2018,7679.4,121.27,602.99,0.414081,0.00277911
11/06/2018,6767.9,106.35,525.0,0.54908,0.00369623
12/06/2018,6877.0,107.07,530.59,0.3109364,0.002097142
13/06/2018,6547.2,99.94,495.0,0.534663022,0.00281681
14/06/2018,6294.2,93.59,475.87,0.561306,0.00294403
15/06/2018,6640.7,100.89,519.46,0.537706971,0.00290099
18/06/2018,6440.8,94.93,495.03,0.537495017,0.0030275
19/06/2018,6706.6,98.77,517.45,0.549620986,0.00303335
20/06/2018,6740.2,98.6,537.95,0.539286017,0.00302053
21/06/2018,6755.4,97.82,535.99,0.534775019,0.00298777
22/06/2018,6716.1,96.61,525.37,0.486947,0.00266752
25/06/2018,6150.1,80.53,454.74,0.481752992,0.00248536
26/06/2018,6245.5,81.51,458.82,0.456001014,0.00247793
27/06/2018,6081.3,75.65,430.2,0.470369995,0.0024373
28/06/2018,6134.2,80.78,441.53,0.448457986,0.00235693
29/06/2018,5858.6,74.11,419.5,0.453079998,0.00242718
02/07/2018,6345.8,79.82,451.86,0.723895013,0.00429693
03/07/2018,6617.7,85.39,476.52,0.871209979,0.00402424
06/07/2018,6530.0,83.21,467.35,0.678128004,0.0037318
09/07/2018,6704.7,82.22,486.7,0.291435,0.00530727
11/07/2018,6304.6,75.97,432.82,0.535707,0.00363745
12/07/2018,6377.9,78.1,444.67,0.301997459,0.002104043
13/07/2018,6242.5,76.85,430.45,0.438740999,0.0023325
16/07/2018,6337.4,78.48,448.66,0.483401,0.00285449
17/07/2018,6727.0,83.95,478.28,0.505586982,0.00322786
18/07/2018,7316.9,88.83,499.3,0.486389011,0.00371242
19/07/2018,7379.9,86.23,479.34,0.476433009,0.00384387
20/07/2018,7472.3,86.1,468.45,0.446994007,0.00341
23/07/2018,7401.1,82.33,457.34,0.445275992,0.003431
24/07/2018,7720.0,81.47,449.38,0.457623005,0.00361951
25/07/2018,8389.3,89.24,480.32,0.459829003,0.00354272
26/07/2018,8166.0,86.22,471.3,0.449919999,0.00339319
27/07/2018,7929.2,83.56,462.11,0.453635007,0.00341764
30/07/2018,8213.5,83.91,466.68,0.446107,0.00327264
31/07/2018,8172.3,82.27,456.29,0.435225,0.00294472
01/08/2018,7726.0,78.75,431.59,2.456209898,0.015045
02/08/2018,7604.1,77.48,419.82,0.805262983,0.00456612
03/08/2018,7534.8,76.12,410.64,0.825856984,0.00402491
06/08/2018,7026.9,74.56,408.68,0.67434299,0.00365863
08/08/2018,6717.8,67.34,377.85,0.331944,0.00241452
13/08/2018,6312.1,59.32,318.12,0.277466,0.0023314
14/08/2018,6250.0,56.5,283.88,0.274272,0.00226024
15/08/2018,6196.8,54.35,278.2,0.282005,0.0023033
16/08/2018,6269.5,54.32,281.25,0.292436,0.00229167
17/08/2018,6316.0,55.32,286.68,0.366676,0.00245482
20/08/2018,6477.6,57.86,299.47,0.319283,0.00236862
21/08/2018,6257.2,53.41,270.59,0.335177,0.00242446
22/08/2018,6474.7,56.4,280.48,0.319803,0.00231455
23/08/2018,6350.0,55.18,269.9,0.327709,0.00238532
24/08/2018,6527.2,57.26,275.72,0.327606,0.00242611
28/08/2018,6909.0,60.5,288.26,0.351837,0.00260682
29/08/2018,7076.7,63.14,295.91,0.344803,0.00260555
30/08/2018,7022.7,61.5,288.07,0.335444,0.00320647
31/08/2018,6983.1,60.12,283.94,0.335332,0.00479385
04/09/2018,7256.1,65.23,288.63,0.491854995,0.00276273
05/09/2018,7359.3,67.6,285.0,0.802043021,0.00509255
07/09/2018,6494.8,57.42,229.01,0.474269986,0.00260345
10/09/2018,6231.4,54.54,195.52,0.479857,0.00563504
11/09/2018,6304.5,54.27,197.0,0.500668,0.00314006
13/09/2018,6319.5,51.71,183.0,0.280583,0.0065544
14/09/2018,6487.1,54.58,211.78,0.277159,0.00617982
17/09/2018,6497.9,56.71,219.79,0.272251,0.0062427
18/09/2018,6250.0,52.19,195.76,0.32186,0.00598073
19/09/2018,6330.5,54.21,208.22,0.326053,0.00560898
20/09/2018,6391.0,54.2,209.83,0.449918,0.00569495
21/09/2018,6491.2,56.54,223.9,0.561462,0.00568382
24/09/2018,6700.0,61.39,244.61,0.494712,0.00567737
25/09/2018,6579.2,57.93,228.05,0.526941,0.00568552
26/09/2018,6435.0,57.55,219.1,0.516308,0.0056946
27/09/2018,6453.5,57.17,213.9,0.541381,0.00587883
28/09/2018,6683.8,63.26,229.07,0.539112,0.00583053
01/10/2018,6604.1,60.96,231.95,1.974920034,0.0131021
04/10/2018,6463.9,57.23,219.02,0.491930991,0.00304257
05/10/2018,6547.5,57.97,221.0,0.758237004,0.0048699
08/10/2018,6570.5,57.95,224.54,0.320426,0.00239205
09/10/2018,6610.1,59.15,227.92,0.270321,0.00689239
10/10/2018,6592.5,58.48,226.31,0.462387,0.00555174
12/10/2018,6150.1,50.62,188.19,0.30376572,0.002099965
15/10/2018,6181.9,51.14,191.83,0.447316,0.00521787
16/10/2018,6438.5,53.48,204.73,0.470253,0.00501733
17/10/2018,6460.4,53.1,205.71,0.468197,0.00459894
18/10/2018,6442.5,52.93,203.56,0.457725,0.00438605
19/10/2018,6395.4,51.76,199.09,0.454178,0.0044702
22/10/2018,6410.0,52.25,202.11,0.453109,0.00436553
23/10/2018,6409.6,51.75,201.15,0.462058,0.00417165
24/10/2018,6394.4,52.07,201.12,0.457237,0.00391134
25/10/2018,6413.9,51.91,200.8,0.458052,0.00371707
26/10/2018,6393.9,51.68,199.6,0.459288,0.00398446
29/10/2018,6408.1,51.41,202.42,0.441514,0.0038474
30/10/2018,6266.3,48.52,194.39,0.444759,0.00385037
31/10/2018,6275.0,48.86,195.29,0.448382,0.00376395
01/11/2018,6307.5,49.42,196.88,1.950799942,0.0114693
05/11/2018,6419.9,54.06,210.13,0.684948027,0.00436158
06/11/2018,6405.9,53.48,208.7,0.604066014,0.00323423
07/11/2018,6451.3,55.91,218.43,0.450233012,0.00242506
09/11/2018,6408.8,52.12,210.1,0.26371,0.00632889
12/11/2018,6358.2,50.88,209.79,0.301345277,0.002088297
13/11/2018,6327.3,50.23,208.64,0.510112,0.00294538
14/11/2018,6260.0,48.9,203.25,0.474372,0.00269543
15/11/2018,5602.7,42.74,177.8,0.481708,0.00280036
16/11/2018,5570.6,43.38,178.38,0.471609,0.00274601
19/11/2018,5560.9,41.8,175.78,0.478166,0.00241767
20/11/2018,4741.2,35.81,145.5,0.434726,0.00225447
21/11/2018,4361.4,32.33,127.72,0.447651,0.00244797
23/11/2018,4269.4,31.38,123.29,0.407428,0.00236068
26/11/2018,3931.0,30.39,114.47,0.355451,0.0020985
27/11/2018,3727.1,29.05,106.74,0.360163,0.00208684
28/11/2018,3774.2,30.8,108.63,0.390557,0.00224621
29/11/2018,4219.8,34.36,121.73,0.379562316,0.00224096
30/11/2018,4241.7,33.48,116.26,0.362454863,0.002164732
03/12/2018,4101.9,33.32,114.67,0.801047981,0.00403156
04/12/2018,3832.4,30.48,107.11,0.628736973,0.00379816
06/12/2018,3688.0,28.7,100.5,0.562933028,0.0030892
07/12/2018,3430.5,26.2,89.02,0.435364008,0.00230609
10/12/2018,3539.5,25.29,92.8,0.419115,0.00524696
12/12/2018,3348.1,23.17,86.8,0.307323164,0.002110977
13/12/2018,3435.2,24.01,89.14,0.300025878,0.002065276
14/12/2018,3260.0,22.82,85.19,0.288790419,0.002070136
17/12/2018,3189.7,25.2,83.68,0.328452992,0.002533344
18/12/2018,3502.0,28.87,93.75,0.350161954,0.002683647
19/12/2018,3669.1,30.0,100.99,0.351955572,0.002719619
20/12/2018,3683.6,29.13,99.4,0.378198521,0.002731313
21/12/2018,4074.4,32.45,114.62,0.35857017,0.002544659
27/12/2018,3808.2,30.54,130.34,0.341162009,0.002363812
28/12/2018,3588.6,27.75,114.41,0.376851916,0.002434053
02/01/2019,3820.1,31.7,139.91,0.308517421,0.001916488
03/01/2019,3886.2,32.97,153.51,0.317311575,0.00199449
04/01/2019,3786.5,31.56,146.98,0.312746587,0.002461133
07/01/2019,4041.1,38.88,155.83,0.406861925,0.003237828
08/01/2019,4005.3,37.61,150.52,0.317905751,0.002957387
10/01/2019,3999.9,38.5,149.29,0.249565139,0.002388082
11/01/2019,3623.5,33.37,126.4,0.292641586,0.002630308
14/01/2019,3512.6,29.81,115.32,0.333766192,0.002182836
15/01/2019,3664.9,32.0,128.31,0.327178917,0.002110505
16/01/2019,3587.0,31.05,119.92,0.329700946,0.002137504
17/01/2019,3606.6,31.37,122.14,0.329352743,0.00209371
18/01/2019,3644.0,31.64,122.45,0.324276795,0.002106239
22/01/2019,3533.4,30.91,115.81,0.319490813,0.002057152
23/01/2019,3575.8,31.5,117.91,0.316492046,0.002042895
24/01/2019,3556.1,31.66,116.59,0.317597562,0.002038996
25/01/2019,3571.3,32.43,116.39,0.317164604,0.002118068
28/01/2019,3533.4,32.05,111.46,0.294862849,0.00194356
29/01/2019,3431.0,30.88,105.43,0.289558152,0.001927119
30/01/2019,3395.0,30.67,103.83,0.320461145,0.001961194
31/01/2019,3435.4,31.54,107.5,0.310035807,0.001924973
01/02/2019,3409.6,31.18,105.74,0.375242589,0.002406537
04/02/2019,3415.2,33.07,106.0,0.351499203,0.002794824
05/02/2019,3413.9,33.61,106.03,0.303239383,0.002611397
07/02/2019,3367.4,32.42,103.26,0.400204077,0.003203602
08/02/2019,3360.3,32.83,103.3,0.312393809,0.002908864
12/02/2019,3591.7,42.37,119.52,0.219580691,0.002234858
13/02/2019,3588.9,43.25,121.08,0.304283928,0.001893444
14/02/2019,3574.0,41.27,120.58,0.301909272,0.001896793
15/02/2019,3562.3,40.96,119.37,0.301758532,0.001907527
19/02/2019,3870.7,47.4,144.71,0.323767893,0.002067297
20/02/2019,3888.5,46.85,142.62,0.332879669,0.002078962
21/02/2019,3942.0,51.13,147.29,0.321291145,0.002028275
22/02/2019,3897.1,48.43,144.17,0.32190417,0.002055924
25/02/2019,3732.2,43.54,131.75,0.328509771,0.002029873
26/02/2019,3819.8,45.31,137.54,0.319476711,0.002022785
27/02/2019,3796.2,44.72,135.71,0.313106356,0.002018705
28/02/2019,3799.1,44.94,134.11,0.315077555,0.001976109
01/03/2019,3793.7,45.35,134.52,0.36022376,0.002359584
04/03/2019,3785.7,47.58,129.81,0.34223398,0.003164354
05/03/2019,3700.1,45.62,125.18,0.308222279,0.002720728
06/03/2019,3844.9,52.42,136.49,0.425763605,0.003198058
07/03/2019,3851.7,55.16,136.92,0.40853186,0.003313087
12/03/2019,3850.7,54.6,131.8,0.219869625,0.002217087
13/03/2019,3863.1,56.21,132.91,0.31409778,0.002025127
14/03/2019,3853.4,55.17,131.26,0.312955241,0.002038851
15/03/2019,3853.9,55.59,131.36,0.315051756,0.002048304
18/03/2019,3965.0,60.28,138.02,0.317440138,0.002083029
19/03/2019,3969.6,58.97,136.85,0.319281348,0.002091069
20/03/2019,4000.0,59.32,137.96,0.319610229,0.002060782
21/03/2019,4032.1,60.17,138.78,0.312717592,0.002053635
22/03/2019,3972.4,58.44,134.3,0.311541072,0.002052297
25/03/2019,3969.3,59.54,135.25,0.304055471,0.002043394
26/03/2019,3905.9,58.69,132.94,0.305059564,0.002053978
27/03/2019,3918.9,58.37,133.29,0.312464664,0.002084979
28/03/2019,4025.8,61.35,139.1,0.309246462,0.002073671
29/03/2019,4013.8,60.29,137.35,0.307928631,0.002087465
01/04/2019,4095.2,60.29,141.29,0.356747439,0.00231525
02/04/2019,4137.8,60.36,141.03,0.300197886,0.001895806
03/04/2019,4902.9,77.6,164.62,0.305133074,0.001982248
04/04/2019,4972.2,85.46,161.3,0.332512904,0.003697016
09/04/2019,5285.1,89.45,180.64,0.259904812,0.00268967
10/04/2019,5190.8,86.94,175.9,0.253934692,0.002359905
11/04/2019,5321.0,88.41,177.54,0.299937429,0.002613606
12/04/2019,5041.7,79.46,164.89,0.216347527,0.002208216
15/04/2019,5158.4,83.65,167.98,0.320913465,0.002789931
16/04/2019,5034.8,78.23,160.19,0.327217683,0.002835008
17/04/2019,5204.1,80.92,166.37,0.335452872,0.002809786
18/04/2019,5224.9,79.17,166.57,0.337064658,0.002945788
23/04/2019,5384.0,76.89,171.56,0.321222344,0.002772467
24/04/2019,5525.4,74.18,170.37,0.30231847,0.002599104
25/04/2019,5442.2,73.25,165.6,0.289384162,0.002505726
26/04/2019,5128.7,70.46,152.1,0.298502165,0.002519433
29/04/2019,5156.1,67.88,153.2,0.29428929,0.00246641
30/04/2019,5149.0,66.34,152.29,0.309476229,0.002512727
02/05/2019,5323.3,72.51,158.36,0.299239195,0.001887686
03/05/2019,5390.0,72.38,158.81,0.316506542,0.001985271
07/05/2019,5687.4,74.21,171.2,0.378964283,0.003866596
08/05/2019,5744.0,73.18,166.23,0.323564135,0.003087282
09/05/2019,5939.6,73.79,169.21,0.256345915,0.002531192
13/05/2019,6973.9,84.44,187.94,0.325475054,0.002755881
14/05/2019,7816.3,87.74,196.0,0.409061732,0.003067849
15/05/2019,7993.7,91.54,217.0,0.456004828,0.003308009
16/05/2019,8203.0,102.4,249.13,0.419706776,0.00316822
17/05/2019,7880.7,95.72,264.7,0.386193206,0.002962228
20/05/2019,8194.9,95.03,261.28,0.398002636,0.003041208
21/05/2019,8005.0,91.9,252.2,0.397603235,0.003086417
22/05/2019,7951.9,91.67,255.0,0.37663701,0.002938646
23/05/2019,7622.1,87.73,243.2,0.381204147,0.002960888
24/05/2019,7878.9,89.0,245.67,0.384541474,0.002994594
28/05/2019,8778.7,116.79,271.37,0.446549037,0.003148245
29/05/2019,8720.1,114.94,271.27,0.4437128,0.003127027
30/05/2019,8663.2,114.95,269.5,0.422395416,0.003258309
31/05/2019,8269.6,108.07,254.49,0.438573772,0.003441123
03/06/2019,8742.5,114.51,269.27,0.317031051,0.001982953
06/06/2019,7787.1,103.91,245.88,0.41953965,0.003086919
11/06/2019,8019.9,130.04,247.82,0.310086087,0.002628042
12/06/2019,7921.4,136.26,245.17,0.225505005,0.002226017
13/06/2019,8171.0,136.08,262.5,0.400886911,0.003074462
14/06/2019,8237.6,130.85,255.15,0.405921438,0.003124335
17/06/2019,8976.1,136.71,268.58,0.448079928,0.003190308
18/06/2019,9335.0,134.04,273.74,0.428761381,0.003125074
19/06/2019,9080.5,135.29,264.65,0.436816527,0.0031296
20/06/2019,9277.1,136.66,268.91,0.429822881,0.003160552
21/06/2019,9534.3,135.84,271.99,0.443188365,0.0032227
24/06/2019,10814.1,136.18,305.99,0.47008774,0.003368128
25/06/2019,11020.6,135.29,310.44,0.468229035,0.00339245
26/06/2019,11765.1,135.62,316.88,0.467451034,0.003379237
27/06/2019,12933.7,130.61,334.51,0.408754389,0.003329161
28/06/2019,11148.0,114.18,293.68,0.427315369,0.003489547
01/07/2019,10752.3,122.0,289.5,0.364346652,0.002284903
02/07/2019,10575.9,122.63,293.51,0.291618044,0.001844901
03/07/2019,10837.3,118.55,291.24,0.314766212,0.001990891
05/07/2019,11148.3,119.85,282.57,0.299684464,0.002536462
08/07/2019,11480.7,120.29,306.47,0.311969427,0.00300593
10/07/2019,12570.5,119.38,307.95,0.275684642,0.002390458
11/07/2019,12096.2,108.26,288.46,0.292430951,0.002725448
15/07/2019,10621.1,90.47,237.11,0.315309961,0.003092053
16/07/2019,10840.4,90.59,228.13,0.296725935,0.002824908
17/07/2019,9420.3,79.5,198.67,0.310612625,0.003030224
18/07/2019,9703.9,90.34,211.5,0.323176305,0.003121291
19/07/2019,10636.6,100.97,226.3,0.320605088,0.003058811
22/07/2019,10595.3,99.69,225.47,0.322105592,0.00299675
23/07/2019,10323.9,95.22,217.27,0.309925969,0.002880321
24/07/2019,9840.6,90.07,212.05,0.315947132,0.002915478
25/07/2019,9769.8,94.45,216.51,0.314810483,0.00292124
26/07/2019,9878.0,93.23,219.16,0.323529819,0.00292068
29/07/2019,9531.7,89.95,211.07,0.310658024,0.002840236
30/07/2019,9499.9,90.34,210.69,0.31846984,0.00281747
31/07/2019,9594.1,90.21,209.8,0.320908941,0.002899415
01/08/2019,10090.1,98.85,218.68,0.365314872,0.002275795
02/08/2019,10408.9,98.94,217.38,0.311683128,0.001956328
05/08/2019,10972.4,92.91,222.9,0.30072122,0.002536867
07/08/2019,11458.8,93.04,226.1,0.401532651,0.003558725
08/08/2019,11962.7,90.32,225.97,0.307661235,0.00292822
13/08/2019,11384.2,85.58,211.2,0.296638514,0.002824822
14/08/2019,10857.0,84.3,208.6,0.263342934,0.002721674
15/08/2019,10018.0,75.56,186.2,0.264882182,0.00263975
16/08/2019,10304.5,76.26,188.06,0.261971378,0.002680611
19/08/2019,10326.4,76.31,194.57,0.283328145,0.002797211
20/08/2019,10921.8,77.12,202.27,0.275806048,0.002763389
21/08/2019,10759.9,75.0,196.44,0.266261069,0.002674615
22/08/2019,10125.0,72.94,187.27,0.27094409,0.002700257
23/08/2019,10107.9,73.62,190.45,0.276544691,0.002713455
27/08/2019,10364.6,73.63,188.35,0.269618265,0.002620192
28/08/2019,10177.3,72.8,187.07,0.257449684,0.002523663
29/08/2019,9716.1,66.77,172.81,0.25704516,0.002449575
30/08/2019,9484.3,63.45,168.82,0.256218074,0.002481694
04/09/2019,10614.6,69.07,179.12,0.349461762,0.002883921
05/09/2019,10584.9,67.16,175.02,0.296509188,0.002499691
09/09/2019,10408.6,70.48,181.61,0.259562344,0.002461195
10/09/2019,10314.5,70.1,180.89,0.281627003,0.002387871
12/09/2019,10160.7,69.74,178.47,0.225452194,0.002207982
13/09/2019,10420.0,69.17,180.99,0.255551259,0.002425617
16/09/2019,10311.3,70.17,189.45,0.260951726,0.0024552
17/09/2019,10260.6,72.69,197.72,0.28501284,0.002608043
18/09/2019,10190.0,74.16,207.88,0.313776352,0.002718554
19/09/2019,10157.6,77.56,210.23,0.302441356,0.002709277
20/09/2019,10274.4,77.04,220.79,0.294470187,0.002672465
23/09/2019,10029.1,72.56,211.07,0.26867506,0.002485967
24/09/2019,9686.9,66.41,200.77,0.235226231,0.002227518
25/09/2019,8536.7,54.76,166.28,0.246441404,0.002196848
26/09/2019,8439.0,57.45,169.92,0.243783596,0.002155092
27/09/2019,8060.3,55.17,165.88,0.244020617,0.0022206
30/09/2019,8053.1,53.94,169.36,0.255932528,0.002387322
01/10/2019,8310.0,56.12,181.53,0.332651642,0.00213199
04/10/2019,8238.1,56.4,174.79,0.354792261,0.003021499
07/10/2019,7863.0,54.54,170.33,0.36377484,0.003423821
09/10/2019,8189.6,57.07,181.0,0.25867118,0.002436889
10/10/2019,8590.8,59.33,193.5,0.272072761,0.002331865
15/10/2019,8354.6,56.8,186.78,0.288701664,0.002509572
16/10/2019,8164.5,54.6,180.52,0.284639801,0.002607458
17/10/2019,8000.0,52.56,174.39,0.302315117,0.002754888
21/10/2019,8240.2,54.93,175.55,0.29297924,0.002774292
22/10/2019,8217.8,54.76,174.48,0.291606903,0.002565497
23/10/2019,8020.6,53.44,171.29,0.274142524,0.002494879
24/10/2019,7475.0,49.42,162.37,0.278490508,0.002538342
25/10/2019,7428.5,49.73,160.87,0.298164751,0.002683616
28/10/2019,9543.1,59.95,184.0,0.296006809,0.002646243
29/10/2019,9218.7,57.92,182.0,0.301955518,0.002654718
30/10/2019,9435.7,59.94,191.13,0.296554884,0.00261642
31/10/2019,9166.2,58.06,183.54,0.296357604,0.002615458
01/11/2019,9146.7,58.41,182.45,0.332903927,0.002128776
04/11/2019,9209.3,58.42,181.56,0.33098421,0.002789188
06/11/2019,9315.4,63.19,188.7,0.394260925,0.003057733
07/11/2019,9338.4,64.15,191.06,0.330335437,0.003242823
12/11/2019,8717.0,61.77,184.68,0.222052868,0.002184637
13/11/2019,8812.8,61.39,186.93,0.273036164,0.002697541
14/11/2019,8762.1,60.86,187.75,0.270390864,0.002680236
15/11/2019,8632.1,58.9,184.5,0.261654484,0.002656632
18/11/2019,8503.2,59.19,183.77,0.255653383,0.002576238
19/11/2019,8170.1,55.77,177.9,0.256500397,0.002548042
20/11/2019,8122.1,55.08,175.64,0.251363656,0.002556332
21/11/2019,8083.1,54.88,174.26,0.243766078,0.002425991
22/11/2019,7619.1,50.67,161.01,0.231599653,0.002362113
25/11/2019,6903.9,43.93,140.12,0.218621517,0.002286089
26/11/2019,7127.8,45.67,146.35,0.222144783,0.002291157
27/11/2019,7161.6,47.02,147.75,0.225080755,0.002338855
29/11/2019,7427.9,46.9,151.23,0.230217299,0.002456176
02/12/2019,7398.4,47.5,150.76,0.305190433,0.001894033
03/12/2019,7305.8,45.57,148.85,0.310200934,0.002011705
04/12/2019,7294.1,44.77,147.37,0.326346316,0.002855556
06/12/2019,7394.0,44.87,147.99,0.401760225,0.003066921
09/12/2019,7521.0,45.63,150.72,0.254810892,0.00242502
11/12/2019,7219.3,44.16,145.58,0.272418209,0.002725011
12/12/2019,7202.0,43.61,143.19,0.219859459,0.002187959
13/12/2019,7190.1,43.62,144.79,0.220754528,0.002174952
16/12/2019,7113.7,43.42,142.28,0.207225103,0.002120576
