date,usd_gbp,usd_gbp_ %,usd_eur,usd_eur_%,usd_yuan,usd_yuan_%,usd_yen,usd_yen_ %
10/09/2018,0.7677,-0.80%,0.8626,-0.35%,6.8556,0.17%,111.12,0.04%
11/09/2018,0.7671,-0.08%,0.8616,-0.12%,6.873,0.25%,111.64,0.47%
13/09/2018,0.763,-0.44%,0.8555,-0.53%,6.8447,-0.23%,111.92,0.58%
14/09/2018,0.7653,0.30%,0.8598,0.50%,6.869,0.36%,112.06,0.13%
17/09/2018,0.76,-0.69%,0.8559,-0.45%,6.857,-0.17%,111.84,-0.20%
18/09/2018,0.7605,0.07%,0.857,0.13%,6.8615,0.07%,112.36,0.46%
19/09/2018,0.7608,0.04%,0.8567,-0.04%,6.8483,-0.19%,112.28,-0.07%
20/09/2018,0.7538,-0.92%,0.8491,-0.89%,6.8468,-0.02%,112.5,0.20%
21/09/2018,0.7647,1.45%,0.851,0.22%,6.8571,0.15%,112.58,0.07%
24/09/2018,0.7622,-0.33%,0.8512,0.02%,6.8571,0.00%,112.81,0.20%
25/09/2018,0.7585,-0.49%,0.8495,-0.20%,6.8665,0.14%,112.97,0.14%
26/09/2018,0.7595,0.13%,0.8518,0.27%,6.8786,0.18%,112.73,-0.21%
27/09/2018,0.7645,0.66%,0.859,0.85%,6.8902,0.17%,113.38,0.58%
28/09/2018,0.7674,0.38%,0.8614,0.28%,6.8689,-0.31%,113.69,0.27%
01/10/2018,0.7667,-0.09%,0.8638,0.28%,6.8689,0.00%,113.92,0.20%
04/10/2018,0.768,-0.62%,0.8685,-0.31%,6.8689,0.00%,113.92,-0.53%
05/10/2018,0.762,-0.78%,0.8678,-0.08%,6.8689,0.00%,113.72,-0.18%
08/10/2018,0.764,0.26%,0.8701,0.27%,6.9307,0.90%,113.23,-0.43%
09/10/2018,0.7608,-0.42%,0.8703,0.02%,6.9228,-0.11%,112.95,-0.25%
10/10/2018,0.7578,-0.39%,0.868,-0.26%,6.9242,0.02%,112.28,-0.59%
12/10/2018,0.7601,0.60%,0.8649,0.28%,6.9224,0.47%,112.2,0.03%
15/10/2018,0.7603,0.03%,0.8637,-0.14%,6.9168,-0.08%,111.78,-0.37%
16/10/2018,0.7583,-0.26%,0.864,0.03%,6.912,-0.07%,112.25,0.42%
17/10/2018,0.7625,0.55%,0.8694,0.63%,6.9275,0.22%,112.65,0.36%
18/10/2018,0.7681,0.73%,0.8731,0.43%,6.9376,0.15%,112.19,-0.41%
19/10/2018,0.765,-0.40%,0.8685,-0.53%,6.9297,-0.11%,112.55,0.32%
22/10/2018,0.7714,0.84%,0.8722,0.43%,6.9474,0.26%,112.83,0.25%
23/10/2018,0.7702,-0.16%,0.8717,-0.06%,6.9383,-0.13%,112.44,-0.35%
24/10/2018,0.7763,0.79%,0.8778,0.70%,6.944,0.08%,112.26,-0.16%
25/10/2018,0.7802,0.50%,0.8791,0.15%,6.9489,0.07%,112.42,0.14%
26/10/2018,0.7792,-0.13%,0.8768,-0.26%,6.9435,-0.08%,111.91,-0.45%
29/10/2018,0.7816,0.31%,0.8793,0.29%,6.9619,0.26%,112.38,0.42%
30/10/2018,0.787,0.69%,0.8814,0.24%,6.9672,0.08%,113.09,0.63%
31/10/2018,0.7833,-0.47%,0.8841,0.31%,6.9756,0.12%,112.94,-0.13%
01/11/2018,0.7684,-1.90%,0.8765,-0.86%,6.9233,-0.75%,112.72,-0.19%
05/11/2018,0.7669,-0.52%,0.8767,-0.16%,6.9257,0.51%,113.19,-0.01%
06/11/2018,0.7634,-0.46%,0.8751,-0.18%,6.9195,-0.09%,113.44,0.22%
07/11/2018,0.7618,-0.21%,0.8752,0.01%,6.92,0.01%,113.53,0.08%
09/11/2018,0.7706,0.65%,0.8821,0.24%,6.9567,0.32%,113.83,-0.20%
12/11/2018,0.7783,1.00%,0.8914,1.05%,6.9635,0.10%,113.83,0.00%
13/11/2018,0.7709,-0.95%,0.8857,-0.64%,6.956,-0.11%,113.81,-0.02%
14/11/2018,0.7694,-0.19%,0.8841,-0.18%,6.9505,-0.08%,113.62,-0.17%
15/11/2018,0.7822,1.66%,0.8828,-0.15%,6.9392,-0.16%,113.64,0.02%
16/11/2018,0.7789,-0.42%,0.8757,-0.80%,6.938,-0.02%,112.83,-0.71%
19/11/2018,0.7782,-0.09%,0.8731,-0.30%,6.942,0.06%,112.56,-0.24%
20/11/2018,0.782,0.49%,0.8794,0.72%,6.9452,0.05%,112.77,0.19%
21/11/2018,0.7826,0.08%,0.8783,-0.13%,6.927,-0.26%,113.06,0.26%
23/11/2018,0.7804,0.50%,0.8817,0.58%,6.9485,0.24%,112.95,0.01%
26/11/2018,0.7792,-0.15%,0.8828,0.12%,6.9407,-0.11%,113.59,0.57%
27/11/2018,0.7843,0.65%,0.8859,0.35%,6.9515,0.16%,113.78,0.17%
28/11/2018,0.7797,-0.59%,0.8798,-0.69%,6.9539,0.03%,113.69,-0.08%
29/11/2018,0.7815,0.23%,0.8778,-0.23%,6.9425,-0.16%,113.48,-0.18%
30/11/2018,0.7839,0.31%,0.8837,0.67%,6.9605,0.26%,113.47,-0.01%
03/12/2018,0.7859,0.26%,0.8808,-0.33%,6.8831,-1.11%,113.67,0.18%
04/12/2018,0.7862,0.04%,0.8814,0.07%,6.8373,-0.67%,112.78,-0.78%
06/12/2018,0.7822,-0.39%,0.8791,-0.26%,6.8827,0.38%,112.67,-0.46%
07/12/2018,0.7856,0.43%,0.8787,-0.05%,6.8757,-0.10%,112.73,0.05%
10/12/2018,0.796,1.32%,0.8804,0.19%,6.9117,0.52%,113.34,0.54%
12/12/2018,0.7919,-1.10%,0.8796,-0.44%,6.88,-0.29%,113.28,-0.10%
13/12/2018,0.7901,-0.23%,0.8798,0.02%,6.8816,0.02%,113.64,0.32%
14/12/2018,0.7946,0.57%,0.8841,0.49%,6.9077,0.38%,113.39,-0.22%
17/12/2018,0.792,-0.33%,0.8811,-0.34%,6.8972,-0.15%,112.83,-0.49%
18/12/2018,0.7909,-0.14%,0.8801,-0.11%,6.8951,-0.03%,112.53,-0.27%
19/12/2018,0.793,0.27%,0.8788,-0.15%,6.8922,-0.04%,112.48,-0.04%
20/12/2018,0.7901,-0.37%,0.8735,-0.60%,6.8851,-0.10%,111.28,-1.07%
21/12/2018,0.7917,0.20%,0.8793,0.66%,6.9065,0.31%,111.22,-0.05%
27/12/2018,0.7909,-0.08%,0.8747,-0.68%,6.8663,-0.28%,111.0,-0.32%
28/12/2018,0.787,-0.49%,0.8738,-0.10%,6.8785,0.18%,110.28,-0.65%
02/01/2019,0.7931,1.13%,0.8814,1.07%,6.862,-0.24%,108.88,-0.77%
03/01/2019,0.7917,-0.18%,0.8775,-0.44%,6.872,0.15%,107.67,-1.11%
04/01/2019,0.7861,-0.71%,0.8774,-0.01%,6.8692,-0.04%,108.53,0.80%
07/01/2019,0.7824,-0.47%,0.8713,-0.70%,6.851,-0.26%,108.72,0.18%
08/01/2019,0.7862,0.49%,0.8738,0.29%,6.8532,0.03%,108.75,0.03%
10/01/2019,0.7844,0.32%,0.8694,0.36%,6.7885,-0.41%,108.42,0.23%
11/01/2019,0.7782,-0.79%,0.8718,0.28%,6.763,-0.38%,108.55,0.12%
14/01/2019,0.7773,-0.12%,0.8712,-0.07%,6.7681,0.08%,108.17,-0.35%
15/01/2019,0.7776,0.04%,0.876,0.55%,6.761,-0.10%,108.67,0.46%
16/01/2019,0.7762,-0.18%,0.877,0.11%,6.7568,-0.06%,109.09,0.39%
17/01/2019,0.7701,-0.79%,0.8775,0.06%,6.7764,0.29%,109.24,0.14%
18/01/2019,0.7767,0.86%,0.8799,0.27%,6.779,0.04%,109.78,0.49%
22/01/2019,0.7718,-0.49%,0.8803,0.08%,6.808,0.15%,109.38,-0.26%
23/01/2019,0.7651,-0.87%,0.8786,-0.19%,6.792,-0.24%,109.6,0.20%
24/01/2019,0.7653,0.03%,0.8844,0.66%,6.7885,-0.05%,109.64,0.04%
25/01/2019,0.7576,-1.01%,0.8765,-0.89%,6.7472,-0.61%,109.55,-0.08%
28/01/2019,0.7598,0.29%,0.875,-0.17%,6.7453,-0.03%,109.36,-0.17%
29/01/2019,0.7652,0.71%,0.8746,-0.05%,6.7329,-0.18%,109.39,0.03%
30/01/2019,0.7624,-0.37%,0.8711,-0.40%,6.7165,-0.24%,109.03,-0.33%
31/01/2019,0.7629,0.07%,0.8735,0.28%,6.7008,-0.23%,108.88,-0.14%
01/02/2019,0.7645,0.21%,0.8728,-0.08%,6.7448,0.66%,109.5,0.57%
04/02/2019,0.7671,0.34%,0.874,0.14%,6.7448,0.00%,109.89,0.36%
05/02/2019,0.7725,0.70%,0.8759,0.22%,6.7448,0.00%,109.97,0.07%
07/02/2019,0.772,-0.16%,0.8811,0.13%,6.7448,0.00%,109.81,-0.15%
08/02/2019,0.7723,0.04%,0.8824,0.15%,6.7448,0.00%,109.73,-0.07%
12/02/2019,0.7757,-0.32%,0.8828,-0.45%,6.774,-0.27%,110.48,0.09%
13/02/2019,0.7784,0.35%,0.8879,0.58%,6.7604,-0.20%,111.0,0.47%
14/02/2019,0.7805,0.27%,0.8852,-0.30%,6.7721,0.17%,110.48,-0.47%
15/02/2019,0.7758,-0.60%,0.8853,0.01%,6.768,-0.06%,110.5,0.02%
19/02/2019,0.7654,-1.09%,0.8817,-0.25%,6.756,-0.14%,110.62,0.00%
20/02/2019,0.7662,0.10%,0.8819,0.02%,6.718,-0.56%,110.86,0.22%
21/02/2019,0.7661,-0.01%,0.882,0.01%,6.7195,0.02%,110.7,-0.14%
22/02/2019,0.7661,0.00%,0.8814,-0.07%,6.7112,-0.12%,110.69,-0.01%
25/02/2019,0.7635,-0.34%,0.8803,-0.12%,6.6844,-0.40%,111.06,0.33%
26/02/2019,0.7547,-1.15%,0.8772,-0.35%,6.698,0.20%,110.58,-0.43%
27/02/2019,0.7513,-0.45%,0.8795,0.26%,6.6822,-0.24%,111.0,0.38%
28/02/2019,0.754,0.36%,0.8794,-0.01%,6.6912,0.13%,111.39,0.35%
01/03/2019,0.7572,0.42%,0.8788,-0.07%,6.7048,0.20%,111.92,0.48%
04/03/2019,0.7581,0.12%,0.8817,0.33%,6.7045,0.00%,111.75,-0.15%
05/03/2019,0.7587,0.08%,0.8842,0.28%,6.706,0.02%,111.89,0.13%
06/03/2019,0.7592,0.07%,0.8843,0.01%,6.7099,0.06%,111.77,-0.11%
07/03/2019,0.7642,0.66%,0.8932,1.01%,6.7132,0.05%,111.59,-0.16%
12/03/2019,0.7648,0.61%,0.8857,-0.34%,6.707,-0.22%,111.36,0.14%
13/03/2019,0.7496,-1.99%,0.8828,-0.33%,6.7064,-0.01%,111.17,-0.17%
14/03/2019,0.7551,0.73%,0.8845,0.19%,6.7209,0.22%,111.72,0.49%
15/03/2019,0.752,-0.41%,0.8829,-0.18%,6.7129,-0.12%,111.47,-0.22%
18/03/2019,0.7541,0.28%,0.8821,-0.09%,6.7121,-0.01%,111.42,-0.04%
19/03/2019,0.7535,-0.08%,0.8807,-0.16%,6.7106,-0.02%,111.39,-0.03%
20/03/2019,0.7577,0.56%,0.876,-0.53%,6.6916,-0.28%,110.69,-0.63%
21/03/2019,0.7627,0.66%,0.879,0.34%,6.6952,0.05%,110.81,0.11%
22/03/2019,0.7568,-0.77%,0.8838,0.55%,6.7162,0.31%,109.92,-0.80%
25/03/2019,0.7572,0.05%,0.8838,0.00%,6.7079,-0.12%,109.97,0.05%
26/03/2019,0.7569,-0.04%,0.8875,0.42%,6.7145,0.10%,110.64,0.61%
27/03/2019,0.758,0.15%,0.8892,0.19%,6.7262,0.17%,110.52,-0.11%
28/03/2019,0.7663,1.09%,0.8903,0.12%,6.7381,0.18%,110.64,0.11%
29/03/2019,0.7672,0.12%,0.8913,0.11%,6.7112,-0.40%,110.84,0.18%
01/04/2019,0.7632,-0.52%,0.8917,0.04%,6.7102,-0.01%,111.34,0.45%
02/04/2019,0.7614,-0.24%,0.8923,0.07%,6.7223,0.18%,111.31,-0.03%
03/04/2019,0.7596,-0.24%,0.8901,-0.25%,6.7098,-0.19%,111.47,0.14%
04/04/2019,0.7646,0.66%,0.8911,0.11%,6.7167,0.10%,111.65,0.16%
09/04/2019,0.7654,0.01%,0.8879,0.00%,6.7111,-0.07%,111.12,-0.31%
10/04/2019,0.7637,-0.22%,0.887,-0.10%,6.7153,0.06%,111.0,-0.11%
11/04/2019,0.7658,0.27%,0.8885,0.17%,6.7188,0.05%,111.65,0.59%
12/04/2019,0.7642,-0.21%,0.8846,-0.44%,6.7039,-0.22%,112.02,0.33%
15/04/2019,0.7632,-0.13%,0.884,-0.07%,6.7072,0.05%,112.03,0.01%
16/04/2019,0.7663,0.41%,0.8864,0.27%,6.7112,0.06%,111.99,-0.04%
17/04/2019,0.7664,0.01%,0.885,-0.16%,6.687,-0.36%,112.05,0.05%
18/04/2019,0.7692,0.37%,0.8902,0.59%,6.7081,0.32%,111.96,-0.08%
23/04/2019,0.7728,0.36%,0.8904,0.28%,6.7249,0.20%,111.86,-0.06%
24/04/2019,0.7749,0.27%,0.8964,0.67%,6.7207,-0.06%,112.17,0.28%
25/04/2019,0.7751,0.03%,0.8981,0.19%,6.7418,0.31%,111.62,-0.49%
26/04/2019,0.7739,-0.15%,0.8969,-0.13%,6.7282,-0.20%,111.58,-0.04%
29/04/2019,0.7729,-0.13%,0.8938,-0.35%,6.7332,0.07%,111.63,0.04%
30/04/2019,0.7671,-0.75%,0.8916,-0.25%,6.7347,0.02%,111.41,-0.20%
02/05/2019,0.767,0.09%,0.8944,0.16%,6.7337,0.03%,111.5,0.12%
03/05/2019,0.759,-1.04%,0.8925,-0.21%,6.7337,0.00%,111.09,-0.37%
07/05/2019,0.7647,0.17%,0.8935,0.08%,6.7755,0.23%,110.24,-0.47%
08/05/2019,0.7686,0.51%,0.8935,0.00%,6.7818,0.09%,110.1,-0.13%
09/05/2019,0.7685,-0.01%,0.8914,-0.24%,6.8256,0.65%,109.75,-0.32%
13/05/2019,0.7716,0.33%,0.8909,0.11%,6.8765,0.80%,109.3,-0.58%
14/05/2019,0.7747,0.40%,0.8917,0.09%,6.8737,-0.04%,109.59,0.27%
15/05/2019,0.778,0.43%,0.8925,0.09%,6.8742,0.01%,109.58,-0.01%
16/05/2019,0.7813,0.42%,0.8948,0.26%,6.8832,0.13%,109.84,0.24%
17/05/2019,0.786,0.60%,0.8961,0.15%,6.9182,0.51%,110.07,0.21%
20/05/2019,0.7857,-0.04%,0.895,-0.12%,6.9111,-0.10%,110.05,-0.02%
21/05/2019,0.7869,0.15%,0.8958,0.09%,6.9007,-0.15%,110.49,0.40%
22/05/2019,0.7897,0.36%,0.8966,0.09%,6.9054,0.07%,110.34,-0.14%
23/05/2019,0.79,0.04%,0.8944,-0.25%,6.9087,0.05%,109.59,-0.68%
24/05/2019,0.7865,-0.44%,0.8923,-0.23%,6.8997,-0.13%,109.29,-0.27%
28/05/2019,0.7902,0.20%,0.896,0.36%,6.9078,0.15%,109.36,-0.13%
29/05/2019,0.7919,0.22%,0.8982,0.25%,6.9138,0.09%,109.58,0.20%
30/05/2019,0.793,0.14%,0.8984,0.02%,6.9011,-0.18%,109.6,0.02%
31/05/2019,0.7913,-0.21%,0.894,-0.49%,6.9027,0.02%,108.26,-1.22%
03/06/2019,0.7895,-0.23%,0.8895,-0.50%,6.9028,0.00%,108.06,-0.18%
06/06/2019,0.7872,-0.11%,0.8867,-0.48%,6.9082,0.00%,108.4,-0.05%
11/06/2019,0.7858,-0.29%,0.8823,-0.15%,6.9107,-0.28%,108.5,0.06%
12/06/2019,0.788,0.28%,0.8856,0.37%,6.9161,0.08%,108.49,-0.01%
13/06/2019,0.7888,0.10%,0.8866,0.11%,6.9212,0.07%,108.37,-0.11%
14/06/2019,0.794,0.66%,0.892,0.61%,6.9247,0.05%,108.55,0.17%
17/06/2019,0.7978,0.48%,0.8913,-0.08%,6.9251,0.01%,108.55,0.00%
18/06/2019,0.7962,-0.20%,0.8933,0.22%,6.9002,-0.36%,108.44,-0.10%
19/06/2019,0.791,-0.65%,0.8906,-0.30%,6.8996,-0.01%,108.09,-0.32%
20/06/2019,0.7872,-0.48%,0.8853,-0.60%,6.851,-0.70%,107.29,-0.74%
21/06/2019,0.7847,-0.32%,0.8795,-0.66%,6.8686,0.26%,107.3,0.01%
24/06/2019,0.7847,0.00%,0.8772,-0.26%,6.872,0.05%,107.28,-0.02%
25/06/2019,0.7878,0.40%,0.8797,0.28%,6.8791,0.10%,107.17,-0.10%
26/06/2019,0.788,0.03%,0.8794,-0.03%,6.8781,-0.01%,107.77,0.56%
27/06/2019,0.7887,0.09%,0.8795,0.01%,6.8762,-0.03%,107.78,0.01%
28/06/2019,0.7876,-0.14%,0.8794,-0.01%,6.865,-0.16%,107.88,0.09%
01/07/2019,0.791,0.43%,0.8861,0.76%,6.8487,-0.24%,108.43,0.51%
02/07/2019,0.794,0.38%,0.886,-0.01%,6.8717,0.34%,107.88,-0.51%
03/07/2019,0.7952,0.15%,0.8866,0.07%,6.8806,0.13%,107.82,-0.06%
05/07/2019,0.7984,0.45%,0.8907,0.52%,6.8925,0.32%,108.45,0.61%
08/07/2019,0.799,0.08%,0.8916,0.10%,6.8808,-0.17%,108.71,0.24%
10/07/2019,0.7999,-0.26%,0.8887,-0.38%,6.8705,-0.18%,108.46,-0.35%
11/07/2019,0.7986,-0.16%,0.8885,-0.02%,6.8682,-0.03%,108.48,0.02%
15/07/2019,0.7988,0.47%,0.8882,0.12%,6.8769,-0.04%,107.9,0.01%
16/07/2019,0.8057,0.86%,0.8918,0.41%,6.8753,-0.02%,108.22,0.30%
17/07/2019,0.8042,-0.19%,0.8909,-0.10%,6.8731,-0.03%,107.94,-0.26%
18/07/2019,0.7966,-0.95%,0.8866,-0.48%,6.8788,0.08%,107.29,-0.60%
19/07/2019,0.7998,0.40%,0.8909,0.48%,6.8812,0.03%,107.7,0.38%
22/07/2019,0.8013,0.19%,0.8919,0.11%,6.8803,-0.01%,107.86,0.15%
23/07/2019,0.8039,0.32%,0.8965,0.52%,6.8787,-0.02%,108.21,0.32%
24/07/2019,0.801,-0.36%,0.8976,0.12%,6.8718,-0.10%,108.17,-0.04%
25/07/2019,0.8022,0.15%,0.897,-0.07%,6.8714,-0.01%,108.62,0.42%
26/07/2019,0.8074,0.65%,0.8986,0.18%,6.8785,0.10%,108.66,0.04%
29/07/2019,0.8183,1.35%,0.8973,-0.14%,6.8927,0.21%,108.77,0.10%
30/07/2019,0.8228,0.55%,0.8963,-0.11%,6.8833,-0.14%,108.59,-0.17%
31/07/2019,0.8223,-0.06%,0.9027,0.71%,6.8833,0.00%,108.74,0.14%
01/08/2019,0.8241,0.22%,0.902,-0.08%,6.8972,0.20%,107.33,-1.30%
02/08/2019,0.8226,-0.18%,0.9,-0.22%,6.9387,0.60%,106.58,-0.70%
05/08/2019,0.8235,0.11%,0.8926,-0.82%,7.0458,1.54%,105.94,-0.60%
07/08/2019,0.8235,0.22%,0.8928,0.01%,7.0592,0.51%,106.26,-0.20%
08/08/2019,0.8241,0.07%,0.8943,0.17%,7.044,-0.22%,106.06,-0.19%
13/08/2019,0.8291,0.13%,0.8951,0.38%,7.0395,-0.26%,106.73,1.37%
14/08/2019,0.829,-0.01%,0.8977,0.29%,7.0224,-0.24%,105.89,-0.79%
15/08/2019,0.8273,-0.21%,0.9003,0.29%,7.0327,0.15%,106.11,0.21%
16/08/2019,0.8229,-0.53%,0.9016,0.14%,7.0413,0.12%,106.36,0.24%
19/08/2019,0.8245,0.19%,0.9025,0.10%,7.0499,0.12%,106.62,0.24%
20/08/2019,0.8216,-0.35%,0.9007,-0.20%,7.0597,0.14%,106.22,-0.38%
21/08/2019,0.8245,0.35%,0.902,0.14%,7.0623,0.04%,106.61,0.37%
22/08/2019,0.8161,-1.02%,0.9024,0.04%,7.0829,0.29%,106.42,-0.18%
23/08/2019,0.8143,-0.22%,0.8973,-0.57%,7.0928,0.14%,105.39,-0.97%
27/08/2019,0.8136,-0.57%,0.9016,0.11%,7.1603,0.14%,105.72,-0.38%
28/08/2019,0.8188,0.64%,0.9027,0.12%,7.1628,0.03%,106.11,0.37%
29/08/2019,0.8202,0.17%,0.9042,0.17%,7.1434,-0.27%,106.5,0.37%
30/08/2019,0.8224,0.27%,0.9097,0.61%,7.1543,0.15%,106.29,-0.20%
04/09/2019,0.816,-1.37%,0.906,-0.56%,7.141,-0.52%,106.38,0.43%
05/09/2019,0.8107,-0.65%,0.9061,0.01%,7.1468,0.08%,106.92,0.51%
09/09/2019,0.8098,-0.53%,0.905,-0.17%,7.121,0.11%,107.23,0.31%
10/09/2019,0.8097,-0.01%,0.9055,0.06%,7.1121,-0.12%,107.53,0.28%
12/09/2019,0.8106,-0.05%,0.9038,-0.48%,7.0787,-0.51%,108.09,0.26%
13/09/2019,0.7998,-1.33%,0.9028,-0.11%,7.0754,-0.05%,108.07,-0.02%
16/09/2019,0.8044,0.58%,0.9088,0.66%,7.0659,-0.13%,108.12,0.05%
17/09/2019,0.7998,-0.57%,0.903,-0.64%,7.0905,0.35%,108.12,0.00%
18/09/2019,0.8015,0.21%,0.9065,0.39%,7.0849,-0.08%,108.44,0.30%
19/09/2019,0.7983,-0.40%,0.9056,-0.10%,7.0959,0.16%,108.0,-0.41%
20/09/2019,0.8012,0.36%,0.9075,0.21%,7.0909,-0.07%,107.55,-0.42%
23/09/2019,0.8043,0.39%,0.9095,0.22%,7.1168,0.37%,107.54,-0.01%
24/09/2019,0.8005,-0.47%,0.9073,-0.24%,7.1138,-0.04%,107.05,-0.46%
25/09/2019,0.8095,1.12%,0.9137,0.71%,7.1313,0.25%,107.76,0.66%
26/09/2019,0.8114,0.23%,0.9155,0.20%,7.13,-0.02%,107.82,0.06%
27/09/2019,0.8137,0.28%,0.9141,-0.15%,7.1218,-0.12%,107.92,0.09%
30/09/2019,0.8134,-0.04%,0.9173,0.35%,7.1477,0.36%,108.06,0.13%
01/10/2019,0.8124,-0.12%,0.9146,-0.29%,7.1484,0.01%,107.74,-0.30%
04/10/2019,0.8107,-0.04%,0.9107,-0.11%,7.1484,0.00%,106.93,0.03%
07/10/2019,0.8134,0.33%,0.9114,0.08%,7.1484,0.00%,107.28,0.33%
09/10/2019,0.8191,0.10%,0.9113,-0.14%,7.1316,-0.15%,107.46,0.36%
10/10/2019,0.8035,-1.90%,0.9084,-0.32%,7.1153,-0.23%,107.96,0.47%
15/10/2019,0.7819,-1.40%,0.9062,-0.04%,7.0814,0.25%,108.84,0.42%
16/10/2019,0.7792,-0.35%,0.903,-0.35%,7.092,0.15%,108.75,-0.08%
17/10/2019,0.7757,-0.45%,0.8988,-0.47%,7.0766,-0.22%,108.65,-0.09%
21/10/2019,0.7715,0.09%,0.8969,0.21%,7.0748,-0.08%,108.59,0.16%
22/10/2019,0.7767,0.67%,0.8988,0.21%,7.0761,0.02%,108.47,-0.11%
23/10/2019,0.774,-0.35%,0.8983,-0.06%,7.0624,-0.19%,108.68,0.19%
24/10/2019,0.778,0.52%,0.9005,0.24%,7.0684,0.08%,108.61,-0.06%
25/10/2019,0.7797,0.22%,0.9024,0.21%,7.0647,-0.05%,108.64,0.03%
28/10/2019,0.7772,-0.32%,0.9007,-0.19%,7.067,0.03%,108.94,0.28%
29/10/2019,0.7771,-0.01%,0.8998,-0.10%,7.0655,-0.02%,108.87,-0.06%
30/10/2019,0.7749,-0.28%,0.8967,-0.34%,7.0541,-0.16%,108.83,-0.04%
31/10/2019,0.7726,-0.30%,0.8965,-0.02%,7.0379,-0.23%,108.02,-0.74%
01/11/2019,0.773,0.05%,0.8953,-0.13%,7.0368,-0.02%,108.17,0.14%
04/11/2019,0.776,0.39%,0.8985,0.36%,7.03,-0.10%,108.56,0.36%
06/11/2019,0.7777,0.23%,0.9037,0.09%,6.9968,-0.16%,108.96,-0.17%
07/11/2019,0.7803,0.33%,0.9048,0.12%,6.9766,-0.29%,109.27,0.28%
12/11/2019,0.7785,0.09%,0.9082,0.21%,7.0066,-0.05%,109.0,-0.04%
13/11/2019,0.778,-0.06%,0.9084,0.02%,7.0223,0.22%,108.81,-0.17%
14/11/2019,0.7763,-0.22%,0.907,-0.15%,7.0195,-0.04%,108.39,-0.39%
15/11/2019,0.775,-0.17%,0.9046,-0.26%,7.0075,-0.17%,108.73,0.31%
18/11/2019,0.7718,-0.41%,0.903,-0.18%,7.0246,0.24%,108.66,-0.06%
19/11/2019,0.7734,0.21%,0.9025,-0.06%,7.0263,0.02%,108.53,-0.12%
20/11/2019,0.7736,0.03%,0.903,0.06%,7.0344,0.12%,108.6,0.06%
21/11/2019,0.7742,0.08%,0.9042,0.13%,7.0285,-0.08%,108.63,0.03%
22/11/2019,0.7792,0.65%,0.9069,0.30%,7.0389,0.15%,108.64,0.01%
25/11/2019,0.7751,-0.53%,0.9079,0.11%,7.0349,-0.06%,108.9,0.24%
26/11/2019,0.7771,0.26%,0.9073,-0.07%,7.0319,-0.04%,109.03,0.12%
27/11/2019,0.7738,-0.42%,0.9091,0.20%,7.028,-0.06%,109.55,0.48%
29/11/2019,0.7731,-0.17%,0.9075,-0.08%,7.0308,-0.06%,109.51,0.01%
02/12/2019,0.7729,-0.03%,0.9024,-0.56%,7.038,0.10%,108.98,-0.48%
03/12/2019,0.7695,-0.44%,0.9021,-0.03%,7.0609,0.33%,108.62,-0.33%
04/12/2019,0.7631,-0.83%,0.9025,0.04%,7.0489,-0.17%,108.85,0.21%
06/12/2019,0.7611,0.16%,0.9041,0.40%,7.0348,-0.14%,108.59,-0.15%
09/12/2019,0.7606,-0.07%,0.9037,-0.04%,7.0389,0.06%,108.55,-0.04%
11/12/2019,0.7577,-0.30%,0.8983,-0.34%,7.0384,0.08%,108.54,-0.15%
12/12/2019,0.7595,0.24%,0.8983,0.00%,6.9809,-0.82%,109.29,0.69%
13/12/2019,0.7503,-1.21%,0.899,0.08%,6.9848,0.06%,109.36,0.06%
16/12/2019,0.75,-0.04%,0.8972,-0.20%,6.9921,0.10%,109.49,0.12%
17/12/2019,0.7615,1.53%,0.8968,-0.04%,6.9967,0.07%,109.47,-0.02%
18/12/2019,0.7645,0.39%,0.8997,0.32%,7.0,0.05%,109.53,0.05%
19/12/2019,0.7686,0.54%,0.899,-0.08%,7.0097,0.14%,109.37,-0.15%
20/12/2019,0.7689,0.04%,0.9025,0.39%,7.0063,-0.05%,109.44,0.06%
23/12/2019,0.7729,0.52%,0.9017,-0.09%,7.0124,0.09%,109.39,-0.05%
24/12/2019,0.7724,-0.06%,0.9018,0.01%,7.0064,-0.09%,109.39,0.00%
27/12/2019,0.7646,-0.65%,0.8946,-0.70%,6.9954,0.04%,109.41,-0.20%
30/12/2019,0.7624,-0.29%,0.8928,-0.20%,6.9864,-0.13%,108.86,-0.50%
31/12/2019,0.7535,-1.17%,0.8917,-0.12%,6.9618,-0.35%,108.61,-0.23%
06/01/2020,0.7593,-0.62%,0.8929,-0.32%,6.9749,0.14%,108.36,0.26%
07/01/2020,0.7618,0.33%,0.8964,0.39%,6.9443,-0.44%,108.42,0.06%
09/01/2020,0.7652,0.26%,0.9003,0.00%,6.9309,-0.20%,109.51,0.36%
10/01/2020,0.7655,0.04%,0.899,-0.14%,6.9178,-0.19%,109.46,-0.05%
13/01/2020,0.7699,0.57%,0.8979,-0.12%,6.8924,-0.37%,109.93,0.43%
14/01/2020,0.768,-0.25%,0.8984,0.06%,6.8837,-0.13%,109.97,0.04%
15/01/2020,0.7669,-0.14%,0.8966,-0.20%,6.8899,0.09%,109.88,-0.08%
16/01/2020,0.7644,-0.33%,0.8977,0.12%,6.8769,-0.19%,110.14,0.24%
17/01/2020,0.7685,0.54%,0.9016,0.43%,6.8589,-0.26%,110.14,0.00%
