date,LIBOR,eonia,fed_rate
22/05/2020,0.06075,-0.454,0.05
26/05/2020,0.06025,-0.456,0.05
27/05/2020,0.06163,-0.456,0.05
28/05/2020,0.063,-0.456,0.05
29/05/2020,0.0615,-0.455,0.05
01/06/2020,1.537,-0.454,1.55
02/06/2020,1.572,-0.45,1.59
03/06/2020,1.07975,-0.456,1.09
04/06/2020,0.0745,-0.448,0.05
05/06/2020,0.0625,-0.457,0.05
08/06/2020,0.08575,-0.468,0.1
10/06/2020,0.0815,-0.471,0.09
11/06/2020,0.08263,-0.473,0.09
15/06/2020,0.06975,-0.462,0.09
16/06/2020,0.07163,-0.461,0.09
17/06/2020,0.0755,-0.459,0.09
18/06/2020,0.07638,-0.459,0.09
19/06/2020,0.07525,-0.461,0.09
22/06/2020,0.06988,-0.46,0.08
23/06/2020,0.07113,-0.459,0.08
24/06/2020,0.07425,-0.461,0.08
25/06/2020,0.07563,-0.462,0.08
26/06/2020,0.07113,-0.462,0.08
29/06/2020,0.08175,-0.46,0.08
30/06/2020,0.08088,-0.47,0.08
01/07/2020,1.52788,-0.455,1.55
02/07/2020,1.57738,-0.452,1.58
07/07/2020,0.083,-0.465,0.09
08/07/2020,0.08513,-0.468,0.1
10/07/2020,0.08175,-0.47,0.09
13/07/2020,0.082,-0.467,0.09
14/07/2020,0.0775,-0.466,0.09
15/07/2020,0.08425,-0.466,0.1
16/07/2020,0.08675,-0.456,0.1
17/07/2020,0.08563,-0.466,0.09
20/07/2020,0.0855,-0.466,0.1
21/07/2020,0.08525,-0.464,0.1
22/07/2020,0.08588,-0.465,0.09
23/07/2020,0.08563,-0.465,0.09
24/07/2020,0.08488,-0.466,0.09
27/07/2020,0.08513,-0.467,0.1
28/07/2020,0.08475,-0.466,0.1
29/07/2020,0.08413,-0.468,0.1
30/07/2020,0.085,-0.467,0.1
31/07/2020,0.08725,-0.465,0.1
04/08/2020,0.07188,-0.45,0.05
06/08/2020,0.06075,-0.462,0.07
07/08/2020,0.08288,-0.464,0.09
10/08/2020,0.08263,-0.468,0.09
12/08/2020,0.0825,-0.474,0.09
13/08/2020,0.08488,-0.467,0.1
14/08/2020,0.0855,-0.464,0.1
17/08/2020,0.08475,-0.468,0.1
18/08/2020,0.08363,-0.469,0.09
19/08/2020,0.08463,-0.468,0.09
20/08/2020,0.083,-0.468,0.09
21/08/2020,0.08175,-0.469,0.09
24/08/2020,0.08175,-0.467,0.09
25/08/2020,0.08138,-0.468,0.09
26/08/2020,0.08175,-0.469,0.09
27/08/2020,0.082,-0.467,0.08
28/08/2020,0.08088,-0.467,0.09
01/09/2020,1.527,-0.454,1.55
03/09/2020,1.08113,-0.454,1.09
04/09/2020,0.06775,-0.451,0.05
09/09/2020,0.08213,-0.469,0.09
10/09/2020,0.08175,-0.468,0.09
11/09/2020,0.08113,-0.473,0.09
14/09/2020,0.08388,-0.47,0.09
15/09/2020,0.08325,-0.466,0.09
16/09/2020,0.0825,-0.471,0.09
17/09/2020,0.08225,-0.468,0.09
18/09/2020,0.08313,-0.467,0.09
21/09/2020,0.0825,-0.467,0.09
22/09/2020,0.08263,-0.467,0.09
23/09/2020,0.08038,-0.466,0.09
24/09/2020,0.08075,-0.468,0.09
25/09/2020,0.08013,-0.469,0.09
28/09/2020,0.08163,-0.47,0.09
29/09/2020,0.08175,-0.471,0.09
30/09/2020,0.078,-0.485,0.09
01/10/2020,1.53313,-0.453,1.54
02/10/2020,1.57463,-0.452,1.58
06/10/2020,0.06325,-0.463,0.08
07/10/2020,0.08138,-0.464,0.09
08/10/2020,0.086,-0.469,0.1
09/10/2020,0.08413,-0.469,0.09
12/10/2020,0.08288,-0.471,0.09
13/10/2020,0.08,-0.47,0.09
14/10/2020,0.08088,-0.471,0.09
15/10/2020,0.08125,-0.471,0.09
16/10/2020,0.08113,-0.468,0.09
19/10/2020,0.08088,-0.468,0.09
20/10/2020,0.08038,-0.468,0.09
21/10/2020,0.08063,-0.467,0.09
22/10/2020,0.08413,-0.469,0.09
23/10/2020,0.08138,-0.468,0.09
26/10/2020,0.08063,-0.467,0.09
27/10/2020,0.08163,-0.469,0.09
28/10/2020,0.08025,-0.47,0.09
29/10/2020,0.081,-0.467,0.09
30/10/2020,0.08138,-0.472,0.09
02/11/2020,1.57125,-0.456,1.58
03/11/2020,1.084,-0.458,1.09
05/11/2020,0.06163,-0.459,0.05
06/11/2020,0.0655,-0.462,0.08
09/11/2020,0.083,-0.468,0.09
12/11/2020,0.08325,-0.472,0.09
13/11/2020,0.08325,-0.471,0.09
16/11/2020,0.08363,-0.473,0.09
17/11/2020,0.08213,-0.472,0.09
18/11/2020,0.08225,-0.472,0.09
19/11/2020,0.08238,-0.472,0.08
20/11/2020,0.08263,-0.472,0.08
23/11/2020,0.082,-0.472,0.08
24/11/2020,0.08013,-0.471,0.08
25/11/2020,0.08,-0.469,0.08
27/11/2020,0.08025,-0.472,0.08
30/11/2020,0.085,-0.475,0.09
02/12/2020,1.57413,-0.456,1.58
03/12/2020,1.08663,-0.455,1.1
08/12/2020,0.08538,-0.467,0.1
11/12/2020,0.0815,-0.463,0.09
14/12/2020,0.0825,-0.473,0.09
15/12/2020,0.082,-0.466,0.09
16/12/2020,0.08125,-0.472,0.09
17/12/2020,0.08538,-0.471,0.09
18/12/2020,0.08438,-0.473,0.09
21/12/2020,0.08463,-0.472,0.09
22/12/2020,0.08513,-0.473,0.09
23/12/2020,0.08563,-0.474,0.09
24/12/2020,0.081,-0.47,0.09
29/12/2020,0.08738,-0.472,0.09
30/12/2020,0.08563,-0.47,0.09
31/12/2020,0.07763,-0.498,0.09
04/01/2021,0.07475,-0.481,0.07
06/01/2021,0.05425,-0.479,0.06
07/01/2021,0.0805,-0.48,0.1
11/01/2021,0.06763,-0.494,0.08
12/01/2021,0.07713,-0.489,0.08
13/01/2021,0.086,-0.477,0.09
14/01/2021,0.08675,-0.479,0.09
15/01/2021,0.08663,-0.481,0.09
19/01/2021,0.08513,-0.479,0.09
20/01/2021,0.08663,-0.479,0.09
21/01/2021,0.087,-0.477,0.08
22/01/2021,0.08625,-0.476,0.08
25/01/2021,0.08463,-0.479,0.08
26/01/2021,0.08375,-0.473,0.08
27/01/2021,0.08288,-0.478,0.08
28/01/2021,0.07925,-0.476,0.07
29/01/2021,0.07875,-0.479,0.07
02/02/2021,0.08113,-0.479,0.08
03/02/2021,0.07888,-0.48,0.07
08/02/2021,0.0795,-0.48,0.1
09/02/2021,0.0735,-0.484,0.08
11/02/2021,0.07213,-0.484,0.08
18/02/2021,0.08013,-0.477,0.07
19/02/2021,0.07813,-0.478,0.07
22/02/2021,0.08125,-0.479,0.07
23/02/2021,0.0805,-0.48,0.07
24/02/2021,0.08013,-0.479,0.07
25/02/2021,0.08038,-0.479,0.07
26/02/2021,0.084,-0.481,0.07
02/03/2021,0.08288,-0.473,0.08
03/03/2021,0.0785,-0.48,0.07
08/03/2021,0.08138,-0.485,0.1
09/03/2021,0.07075,-0.483,0.08
11/03/2021,0.07375,-0.489,0.08
12/03/2021,0.0765,-0.493,0.08
15/03/2021,0.078,-0.479,0.07
16/03/2021,0.0785,-0.477,0.07
17/03/2021,0.078,-0.476,0.07
18/03/2021,0.07875,-0.481,0.07
19/03/2021,0.07688,-0.48,0.07
22/03/2021,0.07663,-0.481,0.07
23/03/2021,0.07688,-0.478,0.07
24/03/2021,0.07638,-0.479,0.07
25/03/2021,0.0755,-0.479,0.07
26/03/2021,0.07338,-0.483,0.07
29/03/2021,0.07288,-0.485,0.07
30/03/2021,0.077,-0.485,0.07
31/03/2021,0.08063,-0.489,0.06
01/04/2021,0.08463,-0.481,0.09
06/04/2021,0.05513,-0.478,0.06
08/04/2021,0.0815,-0.485,0.1
13/04/2021,0.07475,-0.478,0.07
14/04/2021,0.07363,-0.475,0.07
15/04/2021,0.07325,-0.481,0.07
16/04/2021,0.07275,-0.48,0.07
19/04/2021,0.07275,-0.482,0.07
20/04/2021,0.07288,-0.482,0.07
21/04/2021,0.07213,-0.48,0.07
22/04/2021,0.07338,-0.48,0.07
23/04/2021,0.07338,-0.48,0.07
26/04/2021,0.07375,-0.482,0.07
27/04/2021,0.074,-0.475,0.07
28/04/2021,0.07313,-0.481,0.07
29/04/2021,0.07275,-0.481,0.06
30/04/2021,0.07125,-0.484,0.05
10/05/2021,0.06988,-0.484,0.08
11/05/2021,0.07263,-0.487,0.08
13/05/2021,0.06225,-0.479,0.06
14/05/2021,0.062,-0.479,0.06
17/05/2021,0.06238,-0.48,0.06
18/05/2021,0.06288,-0.473,0.06
19/05/2021,0.06163,-0.479,0.06
20/05/2021,0.06113,-0.478,0.06
21/05/2021,0.05975,-0.479,0.06
24/05/2021,0.05925,-0.481,0.06
25/05/2021,0.06063,-0.48,0.06
26/05/2021,0.05888,-0.48,0.06
27/05/2021,0.057,-0.479,0.06
28/05/2021,0.06113,-0.481,0.05
01/06/2021,0.0865,-0.481,0.09
04/06/2021,0.07788,-0.482,0.07
07/06/2021,0.08163,-0.48,0.1
08/06/2021,0.0785,-0.484,0.1
10/06/2021,0.07275,-0.484,0.08
15/06/2021,0.05613,-0.476,0.06
16/06/2021,0.0555,-0.477,0.06
17/06/2021,0.06325,-0.478,0.1
18/06/2021,0.0805,-0.478,0.1
21/06/2021,0.08475,-0.479,0.1
22/06/2021,0.08538,-0.479,0.1
23/06/2021,0.08525,-0.478,0.1
24/06/2021,0.085,-0.48,0.1
25/06/2021,0.08338,-0.48,0.1
28/06/2021,0.08375,-0.481,0.1
29/06/2021,0.08313,-0.483,0.1
30/06/2021,0.0865,-0.496,0.08
01/07/2021,0.08675,-0.48,0.09
06/07/2021,0.055,-0.479,0.06
07/07/2021,0.08513,-0.48,0.1
09/07/2021,0.07288,-0.484,0.08
12/07/2021,0.07575,-0.492,0.08
13/07/2021,0.08563,-0.481,0.1
14/07/2021,0.08538,-0.481,0.1
15/07/2021,0.08563,-0.481,0.1
16/07/2021,0.08575,-0.482,0.1
19/07/2021,0.086,-0.481,0.1
20/07/2021,0.0855,-0.482,0.1
21/07/2021,0.08388,-0.483,0.1
22/07/2021,0.08338,-0.478,0.1
23/07/2021,0.08013,-0.482,0.1
26/07/2021,0.081,-0.482,0.1
27/07/2021,0.08088,-0.478,0.1
28/07/2021,0.07963,-0.482,0.1
29/07/2021,0.07938,-0.482,0.1
30/07/2021,0.07688,-0.486,0.07
02/08/2021,0.08125,-0.478,0.07
03/08/2021,0.07763,-0.473,0.07
04/08/2021,0.07488,-0.485,0.07
06/08/2021,0.055,-0.478,0.06
09/08/2021,0.06963,-0.484,0.08
10/08/2021,0.07263,-0.483,0.08
11/08/2021,0.065,-0.49,0.08
12/08/2021,0.07025,-0.492,0.08
13/08/2021,0.07763,-0.484,0.1
16/08/2021,0.07825,-0.484,0.1
17/08/2021,0.07788,-0.483,0.1
18/08/2021,0.07863,-0.482,0.09
19/08/2021,0.0785,-0.482,0.09
20/08/2021,0.07738,-0.482,0.09
23/08/2021,0.07775,-0.483,0.09
24/08/2021,0.07763,-0.482,0.09
25/08/2021,0.07638,-0.479,0.09
26/08/2021,0.07575,-0.485,0.09
27/08/2021,0.07613,-0.485,0.08
31/08/2021,0.07338,-0.485,0.06
02/09/2021,0.07988,-0.479,0.08
03/09/2021,0.07713,-0.475,0.07
07/09/2021,0.08663,-0.481,0.1
08/09/2021,0.07875,-0.483,0.1
09/09/2021,0.07188,-0.485,0.08
13/09/2021,0.07338,-0.486,0.08
14/09/2021,0.07188,-0.483,0.08
15/09/2021,0.07213,-0.488,0.08
16/09/2021,0.07425,-0.482,0.08
17/09/2021,0.07075,-0.486,0.08
22/09/2021,0.0725,-0.481,0.08
23/09/2021,0.07188,-0.485,0.08
24/09/2021,0.0725,-0.484,0.08
27/09/2021,0.07038,-0.486,0.08
28/09/2021,0.07163,-0.488,0.08
29/09/2021,0.07025,-0.487,0.08
30/09/2021,0.07463,-0.495,0.06
08/10/2021,0.07863,-0.482,0.1
11/10/2021,0.06538,-0.491,0.08
12/10/2021,0.07225,-0.492,0.08
13/10/2021,0.07363,-0.484,0.08
14/10/2021,0.072,-0.485,0.08
15/10/2021,0.07113,-0.487,0.08
18/10/2021,0.07213,-0.489,0.08
19/10/2021,0.07175,-0.488,0.08
20/10/2021,0.07325,-0.486,0.08
21/10/2021,0.07275,-0.488,0.08
22/10/2021,0.0735,-0.484,0.08
25/10/2021,0.0715,-0.486,0.08
26/10/2021,0.07163,-0.485,0.08
27/10/2021,0.0695,-0.488,0.08
28/10/2021,0.07363,-0.488,0.08
29/10/2021,0.07213,-0.493,0.07
01/11/2021,0.08688,-0.479,0.09
02/11/2021,0.07975,-0.48,0.08
03/11/2021,0.07813,-0.476,0.07
05/11/2021,0.06063,-0.479,0.06
08/11/2021,0.07863,-0.482,0.1
15/11/2021,0.075,-0.484,0.08
16/11/2021,0.07425,-0.486,0.08
17/11/2021,0.07525,-0.486,0.08
18/11/2021,0.07425,-0.486,0.08
19/11/2021,0.076,-0.488,0.08
22/11/2021,0.0755,-0.488,0.08
23/11/2021,0.0725,-0.489,0.08
24/11/2021,0.0735,-0.485,0.08
26/11/2021,0.07413,-0.488,0.08
29/11/2021,0.07638,-0.488,0.08
30/11/2021,0.0765,-0.49,0.07
01/12/2021,0.08588,-0.478,0.09
02/12/2021,0.07963,-0.479,0.08
03/12/2021,0.07813,-0.477,0.07
07/12/2021,0.08675,-0.483,0.1
08/12/2021,0.078,-0.483,0.1
10/12/2021,0.074,-0.477,0.08
13/12/2021,0.07713,-0.494,0.08
14/12/2021,0.06863,-0.492,0.08
15/12/2021,0.07813,-0.492,0.08
16/12/2021,0.07638,-0.492,0.08
17/12/2021,0.07425,-0.491,0.08
20/12/2021,0.0725,-0.491,0.08
21/12/2021,0.07288,-0.486,0.08
22/12/2021,0.0705,-0.489,0.08
23/12/2021,0.07513,-0.491,0.08
29/12/2021,0.07275,-0.493,0.08
