,Date,xrp_p
715,16/12/2017 23:59,0.758642018
716,17/12/2017 23:59,0.728366017
717,18/12/2017 23:59,0.778406978
718,19/12/2017 23:59,0.791257024
719,20/12/2017 23:59,0.775964022
720,21/12/2017 23:59,1.19306004
721,22/12/2017 23:59,1.138280034
722,23/12/2017 23:59,1.17434001
723,24/12/2017 23:59,1.043949962
724,25/12/2017 23:59,1.122320056
725,26/12/2017 23:59,1.189489961
726,27/12/2017 23:59,1.399639964
727,28/12/2017 23:59,1.430879951
728,29/12/2017 23:59,2.214600086
729,30/12/2017 23:59,2.159019947
730,31/12/2017 23:59,2.300570011
731,01/01/2018 23:59,2.391030073
732,02/01/2018 23:59,2.480900049
733,03/01/2018 23:59,3.105370045
