date,wti_oil_pprice,brent_oil_p,gold_p,silver_p,steel_price
28/10/2021,82.78,83.4,1802.6,24.12,4.0978
29/10/2021,83.5,83.1,1783.9,23.949,3.8972
01/11/2021,84.08,84.51,1795.8,24.073,3.9163
02/11/2021,83.91,84.42,1789.4,23.507,3.8017
03/11/2021,80.82,81.1,1763.9,23.231,3.7635
05/11/2021,81.25,82.43,1816.8,24.157,3.6966
08/11/2021,81.96,83.22,1828.0,24.542,3.7635
15/11/2021,80.85,81.94,1866.6,25.105,3.8781
16/11/2021,80.76,82.85,1854.1,24.944,3.6871
17/11/2021,78.32,80.67,1870.2,25.167,3.6298
18/11/2021,78.92,82.45,1861.4,24.9,3.4101
19/11/2021,76.11,80.24,1851.6,24.781,3.6298
22/11/2021,76.74,80.97,1806.3,24.297,3.7062
23/11/2021,78.32,83.43,1783.8,23.435,3.859
24/11/2021,78.32,82.37,1784.82,23.4996,3.9163
26/11/2021,78.32,72.37,1786.54,23.113,3.8208
29/11/2021,69.88,73.34,1784.04,22.8116,3.8208
30/11/2021,66.14,70.86,1775.92,22.781,3.668
01/12/2021,65.44,69.53,1784.3,22.309,3.6107
02/12/2021,66.6,70.56,1762.7,22.286,3.9354
03/12/2021,66.39,70.71,1783.9,22.452,3.8972
07/12/2021,71.94,75.54,1784.7,22.493,4.1551
08/12/2021,72.43,75.94,1785.5,22.4,4.1742
10/12/2021,71.71,74.98,1784.8,22.16,4.1169
13/12/2021,71.19,74.12,1788.3,22.291,4.1647
14/12/2021,70.57,73.37,1772.3,21.889,4.0596
15/12/2021,70.89,73.71,1764.5,21.514,4.0405
16/12/2021,72.34,74.64,1798.2,22.454,4.2793
17/12/2021,70.93,72.97,1804.9,22.511,4.2315
20/12/2021,68.69,70.51,1794.6,22.27,3.8972
21/12/2021,71.1,72.85,1788.7,22.494,4.0883
22/12/2021,72.82,74.69,1802.2,22.786,4.1265
23/12/2021,73.89,76.26,1811.7,22.913,4.1169
29/12/2021,76.58,78.63,1805.8,22.8394,4.136
