date,wti_oil_pprice,brent_oil_p,gold_p,silver_p,steel_price
17/07/2019,56.5,63.67,1400.8,15.971,4.0526
18/07/2019,55.08,60.7,1420.9,16.198,4.1868
19/07/2019,55.42,61.04,1437.05,16.195,4.1421
22/07/2019,55.87,61.96,1424.45,16.411,4.1152
23/07/2019,56.58,62.28,1417.55,16.476,4.0168
24/07/2019,55.9,63.83,1425.55,16.626,3.8558
25/07/2019,55.88,63.47,1426.35,16.411,3.8021
26/07/2019,56.04,62.46,1418.25,16.397,3.8468
29/07/2019,56.85,62.29,1418.95,16.44,3.8289
30/07/2019,58.04,62.55,1428.45,16.558,3.8379
31/07/2019,58.53,64.07,1430.55,16.405,3.82
01/08/2019,53.64,62.9,1406.4,16.18,3.7126
02/08/2019,55.67,61.12,1436.05,16.27,3.5874
05/08/2019,54.63,59.32,1457.45,16.393,3.319
07/08/2019,51.14,55.03,1487.65,17.196,3.2385
08/08/2019,52.6,56.29,1497.4,16.936,3.3637
13/08/2019,57.05,59.9,1527.2,16.985,3.319
14/08/2019,55.16,57.86,1500.35,17.28,3.1222
15/08/2019,54.51,57.37,1517.65,17.214,3.0685
16/08/2019,54.83,59.0,1509.05,17.122,3.1222
19/08/2019,56.24,59.79,1499.35,16.94,3.0059
20/08/2019,56.18,59.03,1502.65,17.148,3.1401
21/08/2019,55.65,60.6,1499.65,17.151,3.0864
22/08/2019,55.33,59.81,1498.7,17.04,2.9791
23/08/2019,54.08,58.64,1495.5,17.413,2.8896
27/08/2019,54.99,58.44,1531.85,18.182,2.8359
28/08/2019,55.76,60.42,1541.75,18.3732,2.8538
29/08/2019,56.67,60.59,1536.65,18.2606,3.0238
30/08/2019,55.07,61.04,1526.55,18.3106,3.0506
04/09/2019,56.22,60.68,1538.8,19.547,3.0327
05/09/2019,56.33,62.7,1542.6,18.807,3.0864
09/09/2019,57.88,63.99,1509.95,18.167,3.1401
10/09/2019,57.37,64.67,1494.6,18.186,3.2206
12/09/2019,55.13,60.76,1502.95,18.177,3.2296
13/09/2019,54.76,61.25,1506.3,17.569,3.149
16/09/2019,63.1,68.42,1502.05,18.026,3.1133
17/09/2019,59.26,65.59,1499.3,18.14,3.149
18/09/2019,58.19,64.29,1502.2,17.919,3.0864
19/09/2019,58.19,64.25,1498.4,17.884,3.0059
20/09/2019,57.92,65.23,1504.1,17.849,3.0148
23/09/2019,58.69,64.66,1519.5,18.711,3.0417
24/09/2019,57.22,64.13,1520.25,18.628,2.9433
25/09/2019,56.38,62.41,1530.85,18.073,3.0059
26/09/2019,56.24,62.08,1507.05,17.912,2.9522
27/09/2019,55.95,62.48,1496.15,17.652,2.918
30/09/2019,54.09,60.99,1487.6,16.998,2.8905
01/10/2019,53.6,60.06,1466.1,17.302,2.8997
04/10/2019,52.84,59.13,1509.5,17.625,2.9728
07/10/2019,52.76,59.46,1502.15,17.54,2.8997
09/10/2019,52.63,59.7,1503.4,17.81,2.7625
10/10/2019,53.57,59.08,1508.2,17.602,2.8905
15/10/2019,52.81,59.19,1494.75,17.384,2.9454
16/10/2019,53.42,59.3,1482.55,17.427,2.8814
17/10/2019,53.89,59.35,1484.45,17.612,2.8631
21/10/2019,53.28,58.95,1490.85,17.602,2.9363
22/10/2019,54.21,60.5,1487.45,17.5,3.0277
23/10/2019,55.9,60.52,1494.25,17.58,3.0277
24/10/2019,56.11,61.71,1488.85,17.804,2.799
25/10/2019,56.52,62.06,1504.65,17.926,2.7259
28/10/2019,55.6,60.39,1505.05,17.876,2.7807
29/10/2019,55.34,61.05,1492.75,17.831,2.6984
30/10/2019,54.85,60.22,1490.15,17.867,2.6801
31/10/2019,54.02,59.3,1506.4,18.067,2.671
01/11/2019,56.04,60.17,1509.85,18.052,2.7259
04/11/2019,56.33,62.52,1509.2,18.066,2.735
06/11/2019,56.15,62.11,1488.55,17.598,2.7716
07/11/2019,56.91,62.6,1484.1,17.01,2.8082
12/11/2019,56.67,62.19,1455.0,16.692,2.5887
13/11/2019,56.88,62.27,1463.45,16.913,2.4789
14/11/2019,56.57,62.46,1467.65,17.028,2.4972
15/11/2019,57.54,63.32,1465.6,16.948,2.5338
18/11/2019,56.82,62.82,1458.4,17.0,2.4789
19/11/2019,54.93,62.37,1464.9,17.118,2.5155
20/11/2019,56.71,63.8,1475.7,17.115,2.4697
21/11/2019,58.36,64.99,1468.9,17.065,2.5887
22/11/2019,57.68,64.83,1471.3,17.0,2.5978
25/11/2019,57.79,64.67,1459.45,16.8966,2.6893
26/11/2019,58.25,64.82,1457.65,17.0654,2.7442
27/11/2019,58.12,65.03,1459.8,16.942,2.7167
29/11/2019,58.12,64.5,1456.35,17.0042,2.7076
02/12/2019,55.97,63.2,1457.5,16.87,2.8539
03/12/2019,56.15,62.95,1470.4,17.158,2.7533
04/12/2019,58.46,65.25,1475.85,16.835,2.8265
06/12/2019,59.2,66.5,1474.85,16.507,2.918
09/12/2019,58.99,66.44,1463.6,16.548,2.8722
11/12/2019,58.74,65.37,1468.05,16.76,3.0003
12/12/2019,59.18,66.67,1474.7,16.862,3.1192
13/12/2019,60.11,67.44,1470.6,16.93,3.11
16/12/2019,60.21,68.04,1477.4,17.029,3.11
17/12/2019,60.88,68.99,1478.4,16.986,3.0918
18/12/2019,60.93,69.12,1478.9,16.96,3.0643
19/12/2019,61.3,69.7,1474.4,17.072,3.0826
20/12/2019,60.43,68.66,1476.9,17.143,3.0643
23/12/2019,60.51,67.49,1483.95,17.42,3.229
24/12/2019,61.17,69.26,1490.85,17.769,3.1741
27/12/2019,61.76,68.91,1510.6,17.8872,3.1375
30/12/2019,61.66,68.3,1511.5,17.9638,3.1832
31/12/2019,61.14,67.77,1523.0,17.9024,3.1558
06/01/2020,63.27,70.25,1576.85,18.179,3.1558
07/01/2020,62.7,68.74,1566.5,18.393,3.1649
09/01/2020,59.56,66.58,1547.85,17.936,3.1009
10/01/2020,59.02,66.77,1548.8,18.105,3.1466
13/01/2020,58.17,64.14,1550.35,17.996,3.2747
14/01/2020,58.34,64.45,1544.95,17.742,3.2564
15/01/2020,57.86,63.29,1551.9,17.988,3.1741
16/01/2020,58.52,64.63,1555.2,17.939,3.1832
17/01/2020,58.55,64.05,1556.5,18.073,3.2015
21/01/2020,58.25,63.66,1556.25,17.808,3.1558
22/01/2020,56.76,62.11,1558.1,17.828,3.4028
23/01/2020,55.51,61.26,1554.05,17.829,3.3479
24/01/2020,54.09,59.34,1561.85,18.113,3.2015
27/01/2020,53.09,58.54,1583.45,18.056,2.9545
28/01/2020,53.33,59.37,1579.6,17.458,2.9271
29/01/2020,53.29,59.46,1571.2,17.487,2.8448
30/01/2020,52.19,57.72,1580.4,17.992,2.8539
31/01/2020,51.58,57.77,1580.85,18.012,2.735
03/02/2020,50.06,54.0,1578.85,17.67,2.7716
04/02/2020,49.59,53.9,1571.2,17.561,2.8356
06/02/2020,50.94,55.18,1564.75,17.818,2.7807
10/02/2020,49.59,53.39,1574.05,17.785,2.5338
11/02/2020,50,54.0,1567.7,17.597,2.6527
12/02/2020,51.13,55.54,1566.75,17.497,2.7167
13/02/2020,51.41,56.34,1575.0,17.619,2.6801
14/02/2020,52.03,57.37,1576.35,17.734,2.6618
18/02/2020,52.1,57.35,1588.2,18.15,2.7625
19/02/2020,53.31,59.72,1609.5,18.311,2.799
20/02/2020,53.77,59.57,1610.35,18.319,2.7167
21/02/2020,53.36,58.6,1633.7,18.53,2.6893
24/02/2020,51.36,56.71,1682.35,18.876,2.5429
25/02/2020,49.78,55.29,1655.9,18.2064,2.4606
26/02/2020,48.67,54.96,1647.95,17.866,2.36
27/02/2020,47.17,52.19,1646.6,17.7042,2.2959
28/02/2020,44.83,51.31,1626.35,16.443,2.2502
02/03/2020,46.78,52.52,1609.7,16.739,2.4789
03/03/2020,47.27,52.24,1599.05,17.188,2.3874
04/03/2020,46.78,51.86,1644.8,17.246,2.4149
06/03/2020,41.14,45.6,1687.0,17.263,2.1404
09/03/2020,31.05,35.33,1676.6,17.054,1.6099
11/03/2020,33.13,34.45,1662.5,16.776,1.491
12/03/2020,31.56,31.02,1636.65,16.005,1.2257
13/03/2020,31.72,32.25,1588.15,14.5,1.4544
16/03/2020,28.96,27.98,1504.65,12.816,1.2715
17/03/2020,26.96,27.97,1472.35,12.495,1.3904
18/03/2020,20.48,22.79,1506.0,11.772,1.1251
19/03/2020,25.09,23.98,1480.7,12.134,1.1251
20/03/2020,19.48,25.55,1504.45,12.385,1.1068
23/03/2020,23.33,23.75,1494.5,13.261,0.9788
24/03/2020,21.03,24.5,1599.5,14.257,1.0336
25/03/2020,20.75,25.62,1620.95,14.873,1.18
26/03/2020,16.6,23.55,1620.1,14.676,1.2806
27/03/2020,15.48,22.39,1621.2,14.534,1.1708
30/03/2020,14.1,19.19,1624.45,14.132,1.2166
31/03/2020,20.51,14.85,1604.65,14.156,1.1983
02/04/2020,25.18,20.24,1588.05,14.654,1.1891
03/04/2020,28.36,24.33,1609.75,14.494,1.0519
06/04/2020,26.21,22.58,1636.6,15.169,1.1068
08/04/2020,24.97,25.22,1649.05,15.205,1.2532
09/04/2020,22.9,20.23,1662.5,16.053,1.2715
14/04/2020,20.15,21.74,1715.85,16.13,1.2898
15/04/2020,19.96,19.8,1712.25,15.505,1.2349
16/04/2020,19.82,18.69,1717.85,15.622,1.2166
17/04/2020,18.31,19.75,1693.15,15.295,1.2715
20/04/2020,-36.98,17.36,1684.95,15.614,1.2166
21/04/2020,8.91,9.12,1678.6,14.876,1.1983
22/04/2020,13.64,13.77,1702.65,15.335,1.2074
23/04/2020,15.06,15.06,1727.55,15.357,1.1983
24/04/2020,15.99,15.87,1727.25,15.263,1.116
27/04/2020,12.17,15.17,1717.25,15.2362,1.1251
28/04/2020,12.4,15.6,1708.1,15.2338,1.2532
29/04/2020,15.04,17.86,1706.0,15.253,1.5184
30/04/2020,19.23,18.11,1716.75,14.958,1.4636
05/05/2020,24.56,25.46,1696.3,15.11,1.2821
06/05/2020,23.88,24.2,1698.9,15.015,1.2638
11/05/2020,24.02,25.53,1698.8,15.68,1.2547
13/05/2020,25.37,27.89,1699.85,15.671,1.1264
14/05/2020,27.4,29.87,1716.4,16.156,1.2638
15/05/2020,29.44,30.95,1734.85,17.07,1.218
18/05/2020,31.83,33.3,1756.9,17.468,1.3004
19/05/2020,32.3,33.06,1735.25,17.901,1.3554
20/05/2020,33.56,34.76,1750.05,18.031,1.3462
21/05/2020,34.3,34.78,1732.8,17.364,1.3737
22/05/2020,33.49,33.8,1732.45,17.693,1.3462
26/05/2020,34.7,33.95,1722.75,17.595,1.4195
27/05/2020,32.8,32.73,1705.15,17.757,1.5935
28/05/2020,33.67,33.98,1723.3,17.967,1.5935
29/05/2020,35.57,34.15,1725.65,18.499,1.7309
01/06/2020,35.49,36.74,1734.8,18.827,1.7217
02/06/2020,36.88,37.72,1740.25,18.26,1.8408
03/06/2020,37.33,37.98,1717.6,17.958,1.8957
04/06/2020,37.42,38.41,1706.45,18.061,1.8499
05/06/2020,39.49,41.0,1709.55,17.479,1.9324
08/06/2020,38.17,39.66,1692.0,17.893,2.2895
10/06/2020,39.54,41.18,1717.65,17.796,2.1064
11/06/2020,36.43,37.76,1731.9,17.889,1.8225
15/06/2020,37.07,39.44,1710.4,17.399,1.8774
16/06/2020,38.26,40.75,1728.35,17.652,1.9598
17/06/2020,37.91,40.47,1717.3,17.775,1.9232
18/06/2020,38.79,41.75,1732.65,17.508,1.9507
19/06/2020,39.72,42.33,1728.55,17.847,1.9232
22/06/2020,40.6,43.2,1745.45,17.902,1.9232
23/06/2020,40.4,42.72,1756.6,18.063,1.9781
24/06/2020,37.91,40.4,1775.7,17.67,1.8866
25/06/2020,38.66,41.18,1758.55,17.9262,1.9049
26/06/2020,38.53,40.97,1762.1,18.0882,1.7675
29/06/2020,39.67,41.58,1768.8,18.0304,1.7492
30/06/2020,39.27,41.64,1770.7,18.6178,1.795
01/07/2020,39.88,42.18,1787.4,18.218,1.795
02/07/2020,40.57,43.19,1771.85,18.322,1.8316
07/07/2020,40.59,43.28,1775.5,18.699,1.8316
08/07/2020,40.91,43.67,1799.35,19.161,1.914
10/07/2020,40.56,43.27,1805.75,19.053,1.914
13/07/2020,40.06,42.85,1814.1,19.788,1.9507
14/07/2020,40.3,42.97,1813.4,19.53,2.0423
15/07/2020,41.2,43.96,1813.8,19.761,2.0056
16/07/2020,40.74,43.71,1800.3,19.573,1.969
17/07/2020,40.55,43.53,1810.0,19.764,1.9873
20/07/2020,40.83,43.3,1817.4,20.192,1.9873
21/07/2020,41.76,44.31,1843.9,21.557,2.0056
22/07/2020,41.88,43.98,1865.1,23.144,2.0789
23/07/2020,40.99,42.96,1890.0,22.988,2.0148
24/07/2020,41.23,43.29,1897.5,22.85,2.0056
27/07/2020,41.46,43.39,1931.0,24.501,2.1338
28/07/2020,40.89,43.11,1946.24,24.3,2.1522
29/07/2020,41.13,43.51,1958.16,24.321,2.2712
30/07/2020,39.85,42.98,1950.04,23.362,2.2437
31/07/2020,40.1,43.13,1971.68,24.216,2.1155
04/08/2020,41.67,43.99,2008.5,26.028,2.1705
06/08/2020,41.93,45.04,2058.4,28.4,2.2071
07/08/2020,41.16,44.07,2018.0,27.54,2.1705
10/08/2020,41.94,44.19,2030.3,29.261,2.2895
12/08/2020,42.6,45.09,1940.5,25.979,2.2712
13/08/2020,42.26,44.87,1961.9,27.718,2.2987
14/08/2020,42.05,44.86,1942.3,26.089,2.2895
17/08/2020,42.89,44.91,1989.9,27.667,2.2895
18/08/2020,42.89,45.34,2004.8,28.075,2.4544
19/08/2020,42.91,45.21,1963.5,27.34,2.4544
20/08/2020,42.62,44.56,1938.3,27.147,2.3903
21/08/2020,42.32,43.94,1938.3,26.732,2.3262
24/08/2020,42.44,44.43,1931.5,26.607,2.3536
25/08/2020,43.17,46.01,1915.6,26.273,2.4269
26/08/2020,43.21,45.79,1944.1,27.48,2.3536
27/08/2020,42.88,44.84,1925.0,27.0942,2.4269
28/08/2020,42.96,45.22,1966.8,27.718,2.5185
01/09/2020,42.76,45.72,1970.8,28.645,2.6009
03/09/2020,41.39,42.72,1930.2,26.875,2.6009
04/09/2020,39.69,41.1,1926.2,26.712,2.5643
09/09/2020,38.05,39.98,1946.8,27.083,2.6742
10/09/2020,37.25,39.27,1956.0,27.291,2.6009
11/09/2020,37.33,38.8,1939.5,26.857,2.7383
14/09/2020,37.23,38.57,1954.7,27.355,2.8207
15/09/2020,38.29,39.54,1958.0,27.464,2.894
16/09/2020,40.17,41.23,1962.0,27.476,2.839
17/09/2020,40.99,42.35,1941.3,27.1,2.9397
18/09/2020,41.09,42.16,1953.2,27.129,2.7932
21/09/2020,39.26,40.37,1902.1,24.387,2.7291
22/09/2020,39.55,40.84,1899.3,24.523,2.8207
23/09/2020,39.92,41.09,1860.5,23.105,2.6467
24/09/2020,40.11,41.24,1868.9,23.196,2.6558
25/09/2020,40.06,40.91,1859.5,23.093,2.6284
28/09/2020,40.47,41.59,1876.6,23.604,2.5643
29/09/2020,39.03,40.33,1899.64,24.445,2.4727
30/09/2020,40.05,40.3,1893.9,23.494,2.6925
01/10/2020,38.51,39.75,1916.3,24.254,2.665
02/10/2020,36.9,38.0,1907.6,24.029,2.72
06/10/2020,40.52,41.27,1908.8,23.921,2.894
07/10/2020,39.82,40.62,1890.8,23.896,2.9672
08/10/2020,41.04,42.0,1895.1,23.876,2.9214
09/10/2020,40.44,41.63,1926.2,25.108,2.9489
12/10/2020,39.22,40.5,1928.9,25.271,2.894
13/10/2020,40.03,41.34,1894.6,24.129,3.013
14/10/2020,40.86,41.81,1907.3,24.395,3.0039
15/10/2020,40.84,41.61,1908.9,24.224,3.1779
16/10/2020,40.7,41.34,1906.4,24.405,3.187
19/10/2020,40.69,41.29,1911.7,24.698,3.2145
20/10/2020,41.37,41.62,1915.4,24.98,3.3702
21/10/2020,39.88,40.09,1929.5,25.241,3.4068
22/10/2020,40.46,41.28,1904.6,24.709,3.4251
23/10/2020,39.73,40.71,1905.2,24.675,3.4892
26/10/2020,38.39,39.06,1905.7,24.42,3.4434
27/10/2020,39.34,39.72,1911.9,24.57,3.4434
28/10/2020,37.27,37.86,1879.2,23.359,3.2694
29/10/2020,35.94,36.56,1868.0,23.36,3.3519
30/10/2020,35.64,36.33,1879.9,23.646,3.2694
02/11/2020,36.6,37.78,1892.5,24.033,3.3061
03/11/2020,37.44,38.17,1910.4,24.334,3.535
05/11/2020,38.56,39.47,1946.8,25.191,3.4709
06/11/2020,36.97,38.08,1951.7,25.662,3.5533
09/11/2020,40.05,40.93,1854.4,23.701,3.5259
12/11/2020,40.9,42.16,1873.3,24.306,3.242
13/11/2020,39.93,41.51,1886.2,24.775,3.2603
16/11/2020,41.14,42.71,1887.8,24.802,3.3152
17/11/2020,41.24,42.54,1885.1,24.651,3.4068
18/11/2020,41.64,42.91,1873.9,24.448,3.3427
19/11/2020,41.57,43.09,1861.5,24.048,3.4801
20/11/2020,41.99,43.79,1872.4,24.363,3.3885
23/11/2020,42.91,45.0,1837.8,23.633,3.59
24/11/2020,44.71,46.63,1805.86,23.306,3.8464
25/11/2020,45.58,47.3,1807.78,23.372,4.0021
27/11/2020,45.2,46.88,1785.62,22.5746,4.1028
30/11/2020,45.2,46.84,1779.86,22.5532,3.9838
02/12/2020,45.23,47.8,1830.2,24.039,4.2036
03/12/2020,45.65,48.37,1841.1,24.096,4.0845
08/12/2020,45.64,48.84,1874.9,24.692,4.6523
11/12/2020,46.59,50.01,1843.6,24.042,5.0919
14/12/2020,47.02,50.27,1832.1,23.996,4.8721
15/12/2020,47.58,50.77,1855.3,24.589,5.037
16/12/2020,47.86,50.83,1859.1,24.991,5.1011
17/12/2020,48.34,51.2,1890.4,26.116,5.2567
18/12/2020,49.04,52.17,1888.9,25.96,5.4216
21/12/2020,47.79,50.61,1882.8,26.294,5.4674
22/12/2020,47.02,49.88,1870.3,25.455,5.33
23/12/2020,47.94,51.05,1878.1,25.841,5.3758
24/12/2020,48.18,50.88,1883.2,25.823,5.3483
29/12/2020,47.85,50.44,1882.9,26.1684,5.6963
30/12/2020,48.24,50.74,1893.4,26.539,5.5681
31/12/2020,48.35,51.22,1895.1,26.396,5.4491
04/01/2021,47.47,50.37,1946.6,27.364,5.8795
06/01/2021,50.45,53.8,1908.6,27.042,6.2092
07/01/2021,50.63,53.7,1913.6,27.261,6.4748
11/01/2021,52.15,54.84,1850.8,25.284,6.255
12/01/2021,53.08,55.98,1844.2,25.435,6.5114
13/01/2021,52.81,55.52,1854.9,25.572,6.2275
14/01/2021,53.47,55.76,1851.4,25.802,6.548
15/01/2021,52.25,54.8,1829.9,24.866,5.8703
19/01/2021,52.87,55.38,1840.2,25.32,5.6139
20/01/2021,53.16,55.66,1866.5,25.766,5.6872
21/01/2021,53,55.68,1865.9,25.854,5.6689
22/01/2021,52.28,55.22,1856.2,25.556,5.6597
25/01/2021,52.78,55.44,1855.2,25.484,5.4674
26/01/2021,52.61,55.26,1851.68,25.538,5.5864
27/01/2021,52.81,55.07,1846.5,25.389,5.3209
28/01/2021,52.26,54.87,1839.88,25.922,5.559
29/01/2021,52.16,55.25,1849.7,26.914,5.0461
02/02/2021,54.77,57.62,1833.4,26.402,5.2018
03/02/2021,55.67,58.61,1835.1,26.889,5.2751
08/02/2021,57.95,60.17,1834.2,27.576,5.9161
09/02/2021,58.34,60.74,1837.5,27.402,6.0077
11/02/2021,58.22,61.09,1826.8,27.047,5.5864
18/02/2021,60.4,64.09,1775.0,27.078,5.7055
19/02/2021,59.12,62.84,1777.4,27.254,5.9344
22/02/2021,61.67,64.73,1808.4,28.085,5.9528
23/02/2021,61.66,65.16,1805.9,27.6988,5.9528
24/02/2021,63.21,66.85,1797.9,27.8866,6.2458
25/02/2021,63.43,66.69,1775.4,27.6658,5.6963
26/02/2021,61.55,65.86,1728.8,26.4324,5.3575
02/03/2021,59.7,63.17,1733.6,26.879,5.5864
03/03/2021,61.33,64.7,1715.8,26.387,5.7055
08/03/2021,65.03,68.0,1678.0,25.269,5.7147
09/03/2021,64.02,67.03,1716.9,26.183,5.4949
11/03/2021,66.02,69.34,1722.6,26.193,6.1359
12/03/2021,65.59,68.87,1719.8,25.911,6.1542
15/03/2021,65.36,68.78,1729.2,26.288,5.7879
16/03/2021,64.82,67.95,1730.9,26.003,5.9986
17/03/2021,64.55,67.73,1727.1,26.058,6.1451
18/03/2021,59.95,62.11,1732.5,26.351,6.0169
19/03/2021,61.43,64.0,1741.7,26.321,5.8795
22/03/2021,61.48,63.89,1738.1,25.769,5.7879
23/03/2021,57.75,59.96,1725.1,25.227,5.5132
24/03/2021,61.12,63.7,1733.2,25.231,5.4033
25/03/2021,58.47,61.21,1725.1,25.047,5.385
26/03/2021,60.93,63.77,1732.78,25.114,5.6231
29/03/2021,61.49,64.06,1713.16,24.771,5.7788
30/03/2021,60.55,63.28,1685.16,24.137,5.8795
31/03/2021,59.19,63.52,1715.24,24.532,6.1359
01/04/2021,61.41,63.85,1728.4,24.948,5.8978
06/04/2021,59.34,61.47,1743.0,25.227,6.3924
08/04/2021,59.61,62.09,1758.2,25.585,6.7129
13/04/2021,60.2,62.83,1747.6,25.426,7.1616
14/04/2021,63.15,66.11,1736.3,25.524,7.4913
15/04/2021,63.42,66.13,1766.8,25.964,7.6012
16/04/2021,63.16,65.98,1780.2,26.105,7.821
19/04/2021,63.33,66.54,1770.6,25.837,7.7935
20/04/2021,62.61,65.34,1778.4,25.84,7.6653
21/04/2021,61.34,64.02,1793.1,26.57,7.8302
22/04/2021,61.45,65.07,1782.0,26.18,8.1873
23/04/2021,62.18,65.75,1777.8,26.075,8.1141
26/04/2021,62.02,65.5,1780.1,26.209,8.6269
27/04/2021,63.03,66.25,1778.8,26.418,8.5079
28/04/2021,63.81,67.08,1773.9,26.0982,8.7277
29/04/2021,65,68.26,1768.3,26.0722,8.5903
30/04/2021,63.5,67.73,1767.7,25.869,8.2606
10/05/2021,64.92,68.61,1837.6,27.492,9.0116
11/05/2021,65.31,68.83,1836.1,27.667,9.1947
13/05/2021,63.82,67.36,1824.0,27.059,8.3514
14/05/2021,65.32,69.24,1838.1,27.365,8.2215
17/05/2021,66.24,69.62,1867.6,28.274,8.5184
18/05/2021,65.49,69.01,1868.0,28.333,8.7133
19/05/2021,63.28,66.88,1881.5,28.025,8.2308
20/05/2021,61.95,65.18,1881.9,28.067,8.2864
21/05/2021,63.61,66.72,1876.7,27.486,7.906
24/05/2021,66.13,68.59,1884.5,27.905,7.8874
25/05/2021,66.27,68.8,1898.5,28.056,7.6555
26/05/2021,66.41,68.93,1902.24,27.877,7.8225
27/05/2021,66.87,69.43,1897.38,27.94,7.9709
28/05/2021,66.31,69.36,1904.74,28.014,7.9153
01/06/2021,67.8,70.03,1905.0,28.102,8.5648
04/06/2021,69.57,71.3,1892.0,27.896,8.3978
07/06/2021,69.21,70.89,1898.8,28.018,8.1287
08/06/2021,70.11,71.39,1894.4,27.731,8.0916
10/06/2021,70.34,71.65,1896.4,28.031,8.2029
15/06/2021,72.06,73.38,1856.4,27.693,8.1751
16/06/2021,72.03,73.88,1861.4,27.812,7.7761
17/06/2021,71.06,72.92,1774.8,25.856,7.3956
18/06/2021,71.64,73.1,1769.0,25.969,7.5348
21/06/2021,73.64,74.49,1782.9,26.025,7.7761
22/06/2021,73.15,74.92,1777.4,25.857,7.9153
23/06/2021,73.11,75.22,1783.4,26.111,8.0545
24/06/2021,73.31,75.95,1776.7,26.05,8.4164
25/06/2021,74.21,76.45,1777.8,26.0948,8.0916
28/06/2021,72.98,74.78,1780.7,26.2354,8.0452
29/06/2021,73.14,75.38,1763.6,25.8894,8.3792
30/06/2021,73.52,76.94,1771.6,26.1882,8.1473
01/07/2021,75.33,76.69,1776.8,26.1,7.9895
06/07/2021,73.62,75.81,1794.2,26.174,7.8874
07/07/2021,72.22,74.31,1802.1,26.129,8.1751
09/07/2021,74.56,77.14,1810.6,26.234,7.9709
12/07/2021,74.21,76.77,1805.9,26.239,8.3792
13/07/2021,75.24,77.5,1809.9,26.14,8.4164
14/07/2021,73.06,75.74,1825.0,26.271,8.2679
15/07/2021,71.67,74.53,1829.0,26.394,8.3792
16/07/2021,71.76,74.46,1815.0,25.795,8.1009
19/07/2021,66.45,69.33,1809.2,25.144,7.7482
20/07/2021,67.32,70.03,1811.4,24.995,7.8782
21/07/2021,70.26,72.54,1803.4,25.255,8.1194
22/07/2021,72.15,74.25,1805.4,25.381,8.138
23/07/2021,72.24,74.86,1801.8,25.233,8.1194
26/07/2021,72.15,74.79,1799.2,25.318,8.4813
27/07/2021,71.68,74.87,1800.18,24.649,8.3514
28/07/2021,72.37,75.09,1800.54,24.877,8.2493
29/07/2021,73.62,76.3,1832.4,25.782,8.8061
30/07/2021,73.93,77.72,1814.12,25.547,8.2586
02/08/2021,71.31,73.91,1819.8,25.575,8.24
03/08/2021,70.64,73.24,1811.7,25.582,8.24
04/08/2021,68.19,70.99,1812.2,25.461,8.3328
06/08/2021,68.26,71.02,1761.1,24.326,7.9091
09/08/2021,66.56,69.65,1724.4,23.269,7.9091
10/08/2021,68.33,71.14,1729.7,23.392,8.0619
11/08/2021,69.3,71.99,1751.2,23.488,8.081
12/08/2021,69.12,71.79,1749.8,23.116,7.8995
13/08/2021,68.36,70.9,1776.0,23.779,7.7562
16/08/2021,67.44,70.07,1787.6,23.791,7.4697
17/08/2021,66.5,69.4,1785.7,23.659,7.2786
18/08/2021,65.36,68.61,1782.3,23.422,6.9443
19/08/2021,63.69,66.8,1780.9,23.23,6.5145
20/08/2021,62.25,65.51,1781.8,23.112,6.5336
23/08/2021,65.65,69.07,1804.0,23.656,6.524
24/08/2021,67.5,71.21,1806.3,23.894,6.9921
25/08/2021,68.54,72.12,1788.8,23.775,6.887
26/08/2021,67.42,70.42,1793.0,23.5592,6.6195
27/08/2021,68.84,72.26,1817.2,24.0812,6.8679
31/08/2021,68.43,73.45,1815.8,23.9968,6.438
02/09/2021,70.07,73.56,1809.4,23.918,6.3234
03/09/2021,69.34,73.07,1831.5,24.802,6.3616
07/09/2021,68.49,71.52,1796.3,24.373,6.247
08/09/2021,69.36,72.36,1791.2,24.056,5.9891
09/09/2021,68.26,71.32,1797.8,24.177,6.2661
13/09/2021,70.54,72.97,1792.3,23.796,6.1228
14/09/2021,70.53,73.05,1805.0,23.885,6.0273
15/09/2021,72.59,74.84,1792.6,23.801,6.0751
16/09/2021,72.69,75.14,1754.6,22.794,5.6643
17/09/2021,72.09,74.64,1749.4,22.337,5.3873
22/09/2021,72.37,75.5,1776.7,22.907,5.2918
23/09/2021,73.43,76.44,1747.7,22.679,5.3873
24/09/2021,74.18,77.42,1749.7,22.425,5.1867
27/09/2021,75.54,78.85,1750.4,22.694,5.33
28/09/2021,75.44,78.3,1736.54,22.467,4.8811
29/09/2021,75.06,77.86,1722.34,21.485,4.9097
30/09/2021,75.22,77.81,1756.66,22.047,5.0244
08/10/2021,79.55,82.17,1757.4,22.705,4.9288
11/10/2021,80.64,83.75,1755.7,22.665,4.862
12/10/2021,80.75,83.53,1759.3,22.514,4.862
13/10/2021,80.67,83.53,1794.7,23.17,4.7856
14/10/2021,81.43,83.86,1797.9,23.477,4.7091
15/10/2021,82.39,84.67,1768.3,23.349,4.8238
18/10/2021,82.62,84.13,1765.7,23.264,4.5945
19/10/2021,83.19,85.02,1770.5,23.883,4.413
20/10/2021,84.4,85.76,1784.9,24.445,4.413
21/10/2021,82.64,84.58,1781.9,24.17,4.222
22/10/2021,84.53,85.43,1796.3,24.449,4.2602
25/10/2021,84.64,84.85,1806.8,24.592,4.5085
26/10/2021,85.64,85.11,1793.4,24.088,4.1933
27/10/2021,82.66,84.12,1798.8,24.191,4.2029
